Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Tim Membrey,12300,SK,BL,1,13,9,3,16,2,3,0,3,0,3,0,1,1,0,0,4,12,2,6,1,1,1,89,2018
Jack Newnes,12050,SK,BL,1,15,6,10,25,0,0,0,2,3,7,2,4,2,1,0,7,20,0,0,4,3,0,89,2018
Dylan Roberton,11839,SK,BL,1,19,10,5,24,0,0,0,2,4,2,0,4,1,1,0,5,18,0,0,2,0,1,81,2018
Sebastian Ross,12132,SK,BL,1,20,6,12,32,0,0,0,7,2,7,2,5,2,3,2,10,21,0,0,2,1,2,77,2018
Shane Savage,11793,SK,BL,1,18,7,6,24,0,0,0,1,3,4,0,1,1,0,0,3,21,0,0,3,2,0,88,2018
Jack Sinclair,12325,SK,BL,1,1,3,11,12,0,0,0,2,0,0,1,2,0,1,0,6,7,0,0,6,0,0,78,2018
Jack Steele,12368,SK,BL,1,6,3,12,18,0,0,0,3,1,2,0,3,0,2,0,6,13,0,0,1,0,2,71,2018
Jack Steven,11791,SK,BL,1,21,10,13,34,2,0,0,2,1,6,5,6,0,2,3,13,21,0,0,2,1,1,76,2018
Koby Stevens,11852,SK,BL,1,9,5,14,23,0,1,0,4,2,0,3,3,1,2,0,9,15,0,0,2,0,0,77,2018
Jimmy Webster,12188,SK,BL,1,14,8,4,18,0,0,0,2,5,2,0,3,1,1,0,3,16,0,0,7,0,0,84,2018
Harris Andrews,12340,BL,SK,1,7,5,4,11,0,0,0,1,3,1,0,1,0,0,0,3,7,1,0,5,0,1,98,2018
Dayne Beams,11728,BL,SK,1,14,6,12,26,0,1,0,3,1,7,7,5,3,1,0,11,15,1,1,1,0,0,87,2018
Tom Bell,12115,BL,SK,1,8,1,8,16,1,1,0,0,2,2,4,6,0,3,0,9,7,0,1,3,0,1,69,2018
Jarrod Berry,12519,BL,SK,1,13,8,6,19,3,0,0,3,0,2,3,3,1,0,0,6,13,0,2,3,0,1,73,2018
Charlie Cameron,12277,BL,SK,1,12,5,5,17,3,2,0,2,0,3,2,3,1,1,0,8,10,1,1,1,0,0,88,2018
Allen Christensen,11920,BL,SK,1,9,3,12,21,1,0,0,0,0,2,3,4,0,2,0,6,16,0,0,2,0,1,85,2018
Darcy Gardiner,12267,BL,SK,1,8,5,5,13,0,0,0,1,4,0,0,3,3,1,0,6,8,1,0,5,0,0,89,2018
Eric Hipwood,12454,BL,SK,1,6,3,1,7,1,0,0,2,0,4,1,4,1,2,0,4,4,1,0,0,0,2,93,2018
Luke Hodge,1134,BL,SK,1,14,5,11,25,0,0,0,2,2,0,0,2,2,1,0,8,13,0,0,3,0,0,81,2018
Ryan Lester,11894,BL,SK,1,10,4,8,18,0,0,0,7,1,5,4,2,2,0,0,9,8,0,0,0,0,0,83,2018
Stefan Martin,11684,BL,SK,1,8,0,11,19,0,0,42,1,3,2,5,4,5,1,0,10,10,0,0,3,1,1,94,2018
Sam Mayes,12162,BL,SK,1,13,4,6,19,0,1,0,2,0,3,2,3,0,1,0,4,14,0,1,3,0,0,88,2018
Hugh McCluggage,12518,BL,SK,1,11,4,7,18,0,1,0,1,2,1,0,3,1,2,0,4,14,0,1,1,0,0,85,2018
Daniel McStay,12291,BL,SK,1,5,3,6,11,0,0,0,0,2,0,0,1,0,1,0,2,8,0,0,6,0,0,89,2018
Cameron Rayner,12592,BL,SK,1,5,2,3,8,1,1,0,1,0,2,0,2,0,1,0,4,5,2,1,0,0,0,71,2018
Daniel Rich,11725,BL,SK,1,4,1,3,7,0,0,0,0,1,0,1,0,0,0,0,3,4,0,0,0,0,0,28,2018
Nick Robertson,12264,BL,SK,1,12,4,15,27,0,0,0,6,5,2,5,4,2,0,0,11,15,0,0,0,1,0,86,2018
Mitch Robinson,11710,BL,SK,1,12,7,11,23,1,0,0,2,1,5,3,5,2,2,0,11,14,2,0,2,0,0,72,2018
Lewis Taylor,12252,BL,SK,1,15,9,12,27,0,0,0,2,3,1,2,2,0,0,0,8,20,0,0,2,0,1,85,2018
Josh Walker,12109,BL,SK,1,6,3,2,8,1,0,2,2,0,2,0,1,1,0,0,2,6,0,1,1,0,0,88,2018
Alex Witherden,12546,BL,SK,1,12,3,9,21,0,0,0,2,5,1,2,1,1,0,0,6,12,0,0,2,0,0,79,2018
Dayne Zorko,12076,BL,SK,1,11,2,3,14,0,2,0,4,2,4,0,6,0,2,0,4,9,0,0,2,1,0,88,2018
Dom Barry,12294,PA,FR,1,12,5,10,22,0,0,0,1,0,6,1,4,0,1,0,5,16,0,0,0,0,0,86,2018
Travis Boak,11583,PA,FR,1,12,5,14,26,1,1,0,3,0,5,1,4,1,0,0,9,18,0,3,1,0,1,83,2018
Riley Bonner,12483,PA,FR,1,21,6,10,31,0,0,0,1,5,4,2,3,0,1,0,9,22,0,0,1,0,0,85,2018
Darcy Byrne-Jones,12422,PA,FR,1,13,3,15,28,0,0,0,3,1,5,10,3,1,2,0,15,14,0,0,1,2,1,89,2018
Tom Clurey,12238,PA,FR,1,13,8,3,16,0,0,0,1,5,0,0,3,0,1,0,1,15,0,0,3,0,0,85,2018
Charlie Dixon,11914,PA,FR,1,12,7,8,20,1,3,4,3,0,4,3,1,2,1,0,11,9,2,3,2,0,0,92,2018
Brad Ebert,11639,PA,FR,1,13,5,15,28,0,1,0,7,1,7,2,7,0,3,0,9,19,0,0,3,0,1,85,2018
Sam Gray,12262,PA,FR,1,8,3,3,11,1,0,0,4,0,1,1,1,3,0,0,4,6,0,0,0,0,2,84,2018
Hamish Hartlett,11740,PA,FR,1,19,7,4,23,0,0,0,2,4,3,2,4,1,1,0,9,14,1,0,6,0,0,86,2018
Dan Houston,12495,PA,FR,1,12,7,5,17,0,0,0,2,5,1,0,0,1,0,0,3,13,0,0,3,0,0,85,2018
Dougal Howard,12420,PA,FR,1,8,4,2,10,0,0,0,3,4,0,0,1,1,1,0,6,5,0,0,21,0,0,82,2018
Tom Jonas,12002,PA,FR,1,11,6,5,16,0,0,0,3,2,1,0,1,1,0,0,5,10,1,0,8,0,0,96,2018
Todd Marshall,12575,PA,FR,1,6,2,4,10,4,0,0,2,0,1,1,3,0,2,0,3,6,0,2,0,0,1,69,2018
Steven Motlop,11818,PA,FR,1,11,3,8,19,2,0,0,3,2,6,0,1,0,1,0,3,16,0,1,1,5,1,86,2018
Jared Polec,11927,PA,FR,1,15,4,14,29,0,0,0,2,3,3,2,3,1,0,0,7,21,0,0,1,0,0,77,2018
Sam Powell-Pepper,12494,PA,FR,1,11,5,8,19,0,4,0,3,1,7,3,1,2,0,0,7,12,0,2,1,0,0,72,2018
Tom Rockliff,11787,PA,FR,1,6,4,6,12,1,0,0,1,0,1,0,0,0,0,0,1,11,0,1,1,0,1,69,2018
Paddy Ryder,4144,PA,FR,1,4,2,2,6,1,0,16,1,0,1,0,1,1,1,0,3,3,0,1,3,0,1,43,2018
Jack Watts,11765,PA,FR,1,12,7,8,20,3,3,0,4,0,0,1,0,2,0,2,5,15,0,2,0,0,0,92,2018
Justin Westhoff,11579,PA,FR,1,15,9,10,25,0,0,5,9,2,1,4,5,2,1,3,13,16,0,0,11,0,0,87,2018
Ollie Wines,12150,PA,FR,1,13,3,15,28,0,0,1,5,2,2,9,3,2,0,0,11,17,0,0,2,0,1,75,2018
Chad Wingard,12047,PA,FR,1,13,7,10,23,2,1,0,0,1,3,3,2,2,1,0,7,16,1,3,1,3,2,91,2018
Hayden Ballantyne,11770,FR,PA,1,6,2,4,10,0,0,0,3,1,1,1,4,1,3,0,4,8,0,0,1,0,1,82,2018
Bailey Banfield,12588,FR,PA,1,8,3,4,12,0,0,0,3,1,5,0,0,1,0,0,4,7,1,0,1,0,0,82,2018
Connor Blakely,12397,FR,PA,1,11,4,6,17,0,0,0,1,2,1,2,0,2,0,0,7,10,0,0,3,0,0,83,2018
Andrew Brayshaw,12589,FR,PA,1,4,3,8,12,0,0,0,2,0,2,2,1,0,0,0,7,5,1,0,1,0,0,66,2018
Nat Fyfe,11834,FR,PA,1,10,1,12,22,1,0,0,3,1,3,3,7,1,3,0,13,10,0,0,2,0,0,82,2018
Bradley Hill,12060,FR,PA,1,13,5,2,15,1,0,0,2,3,3,0,5,0,1,0,1,14,0,0,1,1,0,72,2018
Michael Johnson,4083,FR,PA,1,10,7,4,14,0,0,0,1,4,0,0,2,0,2,0,1,12,0,0,3,0,0,90,2018
Shane Kersten,12287,FR,PA,1,6,3,6,12,0,2,0,0,0,5,1,1,0,1,0,4,7,0,0,2,0,0,82,2018
Ed Langdon,12393,FR,PA,1,8,2,9,17,1,0,0,3,1,2,1,2,0,0,0,1,15,0,0,0,0,0,79,2018
Brandon Matera,11915,FR,PA,1,13,7,6,19,1,0,0,3,2,6,0,0,1,0,0,2,17,0,1,2,1,1,82,2018
Cam McCarthy,12315,FR,PA,1,10,7,3,13,1,3,0,3,1,5,0,1,1,0,0,5,8,1,1,0,0,0,87,2018
David Mundy,4088,FR,PA,1,7,4,14,21,0,0,0,3,2,2,5,1,1,1,0,13,11,0,0,1,0,1,73,2018
Lachie Neale,12055,FR,PA,1,14,4,24,38,0,0,0,1,2,2,6,7,3,3,0,17,21,0,0,0,1,1,78,2018
Alex Pearce,12352,FR,PA,1,6,6,4,10,0,0,0,1,1,0,0,2,0,0,0,6,5,2,0,6,0,0,93,2018
Danyle Pearce,4137,FR,PA,1,5,3,7,12,0,0,0,2,2,2,1,2,0,0,0,3,9,0,0,2,1,1,76,2018
Luke Ryan,12542,FR,PA,1,13,6,3,16,0,0,0,2,5,1,0,0,0,0,0,5,10,0,0,3,2,0,84,2018
Aaron Sandilands,1421,FR,PA,1,5,5,11,16,1,0,52,2,1,0,6,5,2,3,1,12,5,3,0,0,0,0,81,2018
Cameron Sutcliffe,12104,FR,PA,1,6,6,11,17,0,0,0,0,2,1,0,5,0,3,0,5,13,0,0,3,0,0,86,2018
Matthew Taberner,12205,FR,PA,1,14,9,6,20,1,0,5,1,2,2,1,3,0,2,0,7,12,2,1,0,0,1,97,2018
Darcy Tucker,12426,FR,PA,1,7,1,5,12,0,0,0,2,5,0,3,1,0,0,0,5,7,0,0,2,0,0,77,2018
Michael Walters,11763,FR,PA,1,11,4,7,18,1,0,0,6,1,4,3,2,3,0,0,8,11,0,0,0,0,1,84,2018
Nathan Wilson,12024,FR,PA,1,11,3,4,15,1,0,0,0,4,2,0,1,1,1,0,2,11,0,0,2,0,0,85,2018
Jed Anderson,12154,NM,GC,1,11,0,1,12,1,0,0,7,1,2,2,6,1,3,0,7,4,0,0,3,0,0,69,2018
Shaun Atley,11902,NM,GC,1,9,2,11,20,0,1,0,1,2,4,1,2,0,1,0,7,12,0,0,1,0,0,88,2018
Ben Brown,12289,NM,GC,1,3,0,1,4,0,0,9,2,1,0,1,1,1,0,0,1,3,0,0,4,0,0,65,2018
Ryan Clarke,12461,NM,GC,1,18,0,8,26,0,0,0,4,10,3,1,5,0,1,0,7,12,0,0,1,1,0,81,2018
Ben Cunnington,11835,NM,GC,1,12,1,9,21,0,0,0,7,3,3,6,3,0,0,0,13,6,1,0,3,0,2,74,2018
Luke Davies-Uniacke,12590,NM,GC,1,3,0,5,8,0,0,0,2,0,2,0,2,0,0,0,4,4,0,0,1,0,0,67,2018
Trent Dumont,12343,NM,GC,1,11,0,7,18,1,0,0,9,2,3,3,4,2,1,0,10,6,0,0,0,0,0,79,2018
Todd Goldstein,11686,NM,GC,1,8,3,6,14,0,1,35,2,2,5,1,2,2,0,0,8,6,1,1,6,0,0,76,2018
Billy Hartung,12274,NM,GC,1,11,1,11,22,0,1,0,5,0,3,0,7,0,2,0,8,13,0,0,2,1,0,89,2018
Shaun Higgins,4180,NM,GC,1,14,2,7,21,1,2,0,4,1,4,4,4,4,1,0,13,6,0,0,2,0,0,85,2018
Nathan Hrovat,12190,NM,GC,1,5,0,3,8,0,0,0,2,0,3,1,3,0,1,0,2,4,0,0,0,0,0,73,2018
Ben Jacobs,11952,NM,GC,1,5,0,1,6,0,0,0,7,0,0,1,5,1,3,0,4,3,0,0,3,0,0,80,2018
Jamie Macmillan,11862,NM,GC,1,20,2,7,27,0,0,0,2,7,1,1,5,3,1,0,13,8,0,0,6,1,0,87,2018
Luke McDonald,12246,NM,GC,1,9,1,4,13,0,0,0,4,2,2,4,4,2,2,0,11,5,0,0,7,0,0,89,2018
Jy Simpkin,12502,NM,GC,1,13,0,9,22,0,0,0,2,2,2,3,5,1,2,0,16,6,0,0,3,0,0,78,2018
Robbie Tarrant,11859,NM,GC,1,6,0,3,9,0,0,0,7,6,1,1,4,1,1,0,6,5,0,0,10,0,0,87,2018
Scott Thompson,11636,NM,GC,1,8,2,12,20,0,0,0,3,4,1,0,5,3,2,0,16,5,1,0,15,0,0,100,2018
Kayne Turner,12304,NM,GC,1,5,0,7,12,0,2,0,3,0,2,0,0,1,0,0,7,4,0,0,1,0,0,81,2018
Ed Vickers-Willis,12524,NM,GC,1,11,2,5,16,0,0,0,5,3,1,1,4,0,0,0,11,5,1,0,14,0,0,87,2018
Jarrad Waite,1418,NM,GC,1,10,1,5,15,0,1,2,2,1,0,3,2,1,0,0,9,6,0,0,2,0,0,93,2018
Marley Williams,12084,NM,GC,1,10,2,2,12,0,0,0,5,3,3,0,2,0,0,0,3,8,2,0,1,0,0,77,2018
Jack Ziebell,11724,NM,GC,1,15,2,6,21,2,0,0,3,4,2,3,6,1,1,1,12,9,2,1,3,0,0,95,2018
Ben Ainsworth,12498,GC,NM,1,5,1,6,11,2,0,0,4,2,1,2,3,1,1,0,10,4,0,1,3,0,0,63,2018
