Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Tom Cutler,12265,BL,GC,5,19,5,7,26,0,0,0,5,4,4,1,1,1,1,0,4,20,0,0,0,0,2,88,2018
Darcy Gardiner,12267,BL,GC,5,4,2,7,11,0,0,0,4,1,0,0,1,1,0,0,5,5,0,0,7,0,0,87,2018
Eric Hipwood,12454,BL,GC,5,8,1,3,11,3,0,0,0,0,2,0,4,2,0,0,3,5,0,1,1,0,0,84,2018
Luke Hodge,1134,BL,GC,5,12,6,7,19,0,0,0,2,3,0,0,2,2,1,0,5,11,2,0,7,0,0,82,2018
Ryan Lester,11894,BL,GC,5,4,1,11,15,0,0,0,3,2,2,3,3,1,1,0,11,6,0,0,2,0,0,75,2018
Stefan Martin,11684,BL,GC,5,13,6,6,19,0,1,30,1,1,5,6,4,1,2,0,7,11,1,0,3,0,0,94,2018
Hugh McCluggage,12518,BL,GC,5,11,5,15,26,0,0,0,5,1,3,2,1,1,0,0,8,18,0,0,1,0,1,83,2018
Daniel McStay,12291,BL,GC,5,6,5,5,11,1,3,0,1,0,1,0,3,1,2,0,3,9,1,3,0,0,0,82,2018
Cameron Rayner,12592,BL,GC,5,6,2,5,11,1,2,0,0,0,5,1,0,0,0,0,6,4,1,0,0,1,1,68,2018
Nick Robertson,12264,BL,GC,5,16,7,5,21,0,0,0,0,8,3,0,5,3,0,0,8,13,0,0,2,0,0,80,2018
Mitch Robinson,11710,BL,GC,5,13,7,11,24,0,0,0,4,1,2,2,2,0,1,0,8,14,1,0,3,0,0,88,2018
Lewis Taylor,12252,BL,GC,5,14,6,6,20,1,1,0,2,0,3,0,2,0,0,0,3,17,0,1,0,0,0,78,2018
Alex Witherden,12546,BL,GC,5,17,14,10,27,0,0,0,3,2,4,1,3,1,1,1,4,21,0,0,4,1,0,90,2018
Dayne Zorko,12076,BL,GC,5,6,3,4,10,1,0,0,8,1,1,3,11,0,6,0,6,5,1,1,0,0,0,77,2018
Ben Ainsworth,12498,GC,BL,5,6,2,8,14,0,2,0,0,0,3,0,1,1,1,0,7,7,0,1,2,0,0,77,2018
Jack Bowes,12499,GC,BL,5,8,4,4,12,0,1,0,4,0,2,1,2,0,1,0,4,8,0,0,2,0,0,78,2018
Sam Day,11947,GC,BL,5,5,1,6,11,1,0,7,1,0,1,1,2,1,1,0,9,4,1,0,2,0,0,86,2018
Brayden Fiorini,12481,GC,BL,5,20,9,7,27,2,0,0,1,4,3,2,3,0,1,3,7,20,0,0,0,1,0,75,2018
Jarrod Harbrow,11555,GC,BL,5,20,6,5,25,0,0,0,3,6,4,0,3,0,1,0,5,18,1,0,1,0,0,90,2018
Nick Holman,12307,GC,BL,5,9,2,9,18,1,1,0,2,0,5,0,1,4,0,0,9,8,1,1,2,0,1,83,2018
Jesse Joyce,12449,GC,BL,5,4,1,7,11,0,0,0,2,1,0,1,4,2,3,0,5,7,0,0,2,0,0,88,2018
Jesse Lonergan,12180,GC,BL,5,6,1,9,15,0,0,0,4,1,2,2,1,1,0,0,8,7,0,0,2,0,0,73,2018
Tom Lynch,11948,GC,BL,5,9,4,4,13,2,1,0,1,0,1,0,2,1,1,0,4,9,0,3,5,0,1,97,2018
Jarryd Lyons,12067,GC,BL,5,13,2,9,22,1,0,0,3,2,5,6,3,0,1,0,8,12,1,0,0,0,0,79,2018
Darcy Macpherson,12438,GC,BL,5,7,0,2,9,2,1,0,2,1,1,2,1,2,0,0,6,3,0,0,1,0,0,35,2018
Jack Martin,12236,GC,BL,5,16,9,3,19,0,0,0,2,9,0,0,1,0,1,0,4,15,0,0,1,0,0,88,2018
Steven May,11940,GC,BL,5,13,8,4,17,1,0,0,1,5,1,0,4,0,1,0,5,10,0,0,6,0,0,87,2018
Touk Miller,12331,GC,BL,5,13,5,8,21,0,0,0,4,4,4,7,3,3,0,2,11,9,0,0,2,0,0,91,2018
Michael Rischitelli,4047,GC,BL,5,8,2,4,12,0,0,0,0,5,2,0,1,0,0,0,4,5,0,0,2,0,0,76,2018
Matt Rosa,4133,GC,BL,5,10,4,11,21,0,0,0,4,1,5,2,5,1,2,0,2,17,0,0,2,0,1,81,2018
Alex Sexton,12080,GC,BL,5,11,7,3,14,0,0,0,4,1,6,0,3,0,0,0,5,9,2,0,1,6,1,87,2018
David Swallow,11919,GC,BL,5,14,6,7,21,0,1,0,3,2,2,4,2,1,2,0,8,13,0,1,2,0,0,81,2018
Rory Thompson,11992,GC,BL,5,4,3,4,8,0,0,0,2,1,0,0,3,0,2,0,2,6,0,0,8,0,0,97,2018
Lachie Weller,12385,GC,BL,5,12,9,11,23,0,0,0,1,2,3,1,6,1,1,0,5,16,1,0,3,0,0,87,2018
Jarrod Witts,12177,GC,BL,5,7,1,9,16,0,0,27,7,2,4,5,3,3,1,0,14,3,0,0,4,0,1,79,2018
Aaron Young,12068,GC,BL,5,12,5,7,19,1,0,0,3,1,1,1,4,2,3,0,8,10,0,0,1,0,0,84,2018
Angus Brayshaw,12322,ME,RI,5,10,2,7,17,0,0,0,1,3,2,1,2,2,1,0,11,7,1,0,1,0,0,82,2018
Jeff Garlett,11711,ME,RI,5,4,2,2,6,1,0,0,2,0,0,1,2,0,1,0,2,4,0,1,0,0,0,83,2018
Max Gawn,11966,ME,RI,5,11,6,5,16,0,0,56,8,2,3,1,7,3,3,0,8,8,3,0,7,0,0,89,2018
James Harmes,12379,ME,RI,5,6,1,7,13,1,0,0,9,0,2,3,7,0,3,0,8,6,0,1,2,0,0,86,2018
Michael Hibberd,11938,ME,RI,5,10,5,4,14,0,0,0,3,3,0,0,4,1,1,0,5,9,2,0,4,0,0,75,2018
Jesse Hogan,12321,ME,RI,5,12,9,10,22,2,2,0,1,0,2,0,3,1,0,0,10,12,2,4,0,0,0,88,2018
Jayden Hunt,4729,ME,RI,5,8,3,4,12,0,0,0,2,1,3,2,7,0,3,0,6,7,0,0,1,1,0,87,2018
Neville Jetta,11723,ME,RI,5,6,2,8,14,0,0,0,7,2,1,1,0,0,0,0,7,8,0,0,3,0,0,81,2018
Nathan Jones,2447,ME,RI,5,12,1,18,30,0,0,0,3,1,4,3,2,0,0,0,16,13,0,0,0,0,1,83,2018
Dean Kent,12184,ME,RI,5,1,1,5,6,0,0,0,3,0,0,2,1,2,0,0,4,2,0,0,0,0,0,39,2018
Jake Lever,12351,ME,RI,5,13,6,5,18,0,0,0,5,6,2,0,2,3,0,0,9,10,2,0,4,0,0,92,2018
Oscar McDonald,12394,ME,RI,5,9,5,3,12,0,0,0,2,5,0,0,3,0,0,0,6,7,3,0,11,0,0,100,2018
Jake Melksham,11820,ME,RI,5,8,5,2,10,4,0,0,1,0,1,0,3,1,1,0,5,5,2,3,0,0,0,87,2018
Alex Neal-Bullen,12367,ME,RI,5,8,2,6,14,0,1,0,1,0,2,1,3,0,0,0,4,8,0,0,0,0,0,82,2018
Clayton Oliver,12410,ME,RI,5,10,6,21,31,0,2,0,6,2,3,6,5,1,1,0,15,17,1,0,0,0,0,85,2018
Christian Petracca,12430,ME,RI,5,12,2,7,19,0,1,0,5,1,3,2,4,1,3,0,9,10,0,0,1,0,1,74,2018
Christian Salem,12272,ME,RI,5,8,1,12,20,0,0,0,8,3,2,3,2,0,0,0,8,12,0,0,0,0,0,68,2018
Billy Stretch,12353,ME,RI,5,7,2,9,16,0,0,0,2,2,1,0,2,1,0,0,8,8,0,0,0,0,0,80,2018
Dom Tyson,12032,ME,RI,5,12,4,11,23,0,0,0,1,1,8,4,3,1,0,0,11,13,0,0,5,0,0,85,2018
Bernie Vince,4151,ME,RI,5,17,4,7,24,0,0,0,3,5,2,6,2,3,1,0,11,12,0,0,3,0,0,82,2018
Josh Wagner,12424,ME,RI,5,4,4,5,9,0,0,0,1,1,1,0,2,1,2,0,7,6,2,0,4,0,0,80,2018
Sam Weideman,12475,ME,RI,5,7,4,5,12,0,0,9,5,0,4,0,1,1,0,0,4,7,1,1,0,0,0,91,2018
David Astbury,11828,RI,ME,5,14,7,6,20,0,0,0,1,7,2,1,2,0,0,0,6,14,1,0,9,0,0,92,2018
Nathan Broad,12456,RI,ME,5,6,5,3,9,0,0,0,4,1,0,1,2,1,0,0,2,7,0,0,5,0,0,88,2018
Dan Butler,12490,RI,ME,5,8,2,4,12,0,0,0,3,0,3,0,4,1,3,0,4,8,0,1,0,0,0,80,2018
Jason Castagna,12431,RI,ME,5,9,6,7,16,2,2,0,2,0,4,0,1,0,0,0,7,9,2,3,0,2,2,82,2018
Reece Conca,11888,RI,ME,5,12,1,9,21,0,0,0,9,0,4,4,3,3,1,0,12,6,0,0,0,0,1,80,2018
Trent Cotchin,11666,RI,ME,5,5,2,10,15,1,0,1,7,1,1,2,3,1,2,0,9,8,1,0,1,0,0,74,2018
Shane Edwards,11557,RI,ME,5,15,1,11,26,0,0,0,2,2,5,5,5,1,0,1,13,14,0,0,3,0,2,85,2018
Brandon Ellis,12034,RI,ME,5,5,4,11,16,0,0,0,4,0,1,0,1,2,1,0,1,15,0,0,1,1,0,84,2018
Shaun Grigg,11594,RI,ME,5,12,3,10,22,0,0,3,4,1,7,6,1,1,1,0,10,11,0,0,2,0,0,79,2018
Dylan Grimes,11879,RI,ME,5,5,0,5,10,0,0,0,1,2,0,2,1,0,1,0,6,2,0,0,11,0,0,83,2018
Jack Higgins,12609,RI,ME,5,7,2,7,14,3,1,0,6,0,2,0,2,1,0,0,5,8,0,1,0,0,1,67,2018
Bachar Houli,11566,RI,ME,5,18,5,8,26,0,1,0,2,6,7,2,2,1,0,0,7,17,0,0,1,1,0,81,2018
Kane Lambert,12333,RI,ME,5,11,2,18,29,2,1,0,8,1,5,2,4,2,0,3,15,14,0,1,2,0,1,87,2018
Sam Lloyd,12263,RI,ME,5,10,1,3,13,2,0,0,1,4,2,0,1,0,1,0,7,7,0,0,3,1,0,77,2018
Dustin Martin,11794,RI,ME,5,12,2,14,26,0,1,0,1,0,3,10,2,1,1,2,14,11,1,0,0,1,1,73,2018
Kamdyn McIntosh,12317,RI,ME,5,8,2,2,10,2,1,0,2,2,2,0,2,0,1,0,4,8,0,1,8,4,0,68,2018
Toby Nankervis,12374,RI,ME,5,7,0,7,14,0,0,19,3,1,1,3,7,2,4,0,8,4,0,0,10,0,0,83,2018
Dion Prestia,11917,RI,ME,5,10,1,7,17,1,0,0,6,2,4,3,1,0,0,0,9,9,0,0,0,0,0,73,2018
Alex Rance,11733,RI,ME,5,10,8,9,19,0,0,0,1,4,0,0,4,3,2,0,11,11,2,0,11,0,0,98,2018
Jack Riewoldt,11576,RI,ME,5,8,4,4,12,2,2,0,5,0,1,0,3,0,0,0,7,3,3,3,3,0,0,97,2018
Jayden Short,12418,RI,ME,5,15,1,5,20,0,0,0,1,3,4,1,1,0,1,0,9,9,1,0,2,2,0,78,2018
Jacob Townsend,12023,RI,ME,5,5,2,2,7,0,1,0,5,0,1,0,5,0,3,0,2,4,0,2,1,0,2,94,2018
James Aish,12250,CW,ES,5,11,6,9,20,0,1,0,1,0,4,1,1,0,0,0,3,17,0,1,1,0,0,86,2018
Callum Brown,12545,CW,ES,5,5,2,17,22,0,0,0,2,2,2,0,2,0,2,0,9,16,0,0,0,0,0,79,2018
Mason Cox,12428,CW,ES,5,7,8,5,12,2,2,4,2,0,1,0,3,1,0,0,5,7,3,5,2,0,0,80,2018
Jack Crisp,12061,CW,ES,5,7,4,7,14,0,0,0,2,2,1,2,2,0,1,0,5,10,1,0,2,2,1,85,2018
Ben Crocker,12436,CW,ES,5,7,6,4,11,0,1,0,2,0,2,0,3,1,2,0,3,8,1,1,1,1,0,77,2018
Jordan de Goey,12318,CW,ES,5,11,2,12,23,1,0,0,2,0,6,5,2,1,1,0,8,14,1,0,0,0,0,79,2018
Lynden Dunn,4166,CW,ES,5,9,4,2,11,0,0,0,3,4,1,0,3,1,3,0,2,7,0,0,6,0,0,85,2018
Brodie Grundy,12217,CW,ES,5,9,4,13,22,0,0,32,3,0,6,4,2,1,0,1,14,8,3,0,1,0,0,87,2018
Will Hoskin-Elliott,12026,CW,ES,5,8,5,4,12,2,2,0,0,0,2,0,0,1,0,0,4,8,1,3,1,0,0,76,2018
Jeremy Howe,11967,CW,ES,5,13,8,3,16,0,0,0,3,4,1,0,1,1,0,0,4,10,1,0,2,0,0,90,2018
Tom Langdon,12233,CW,ES,5,12,5,7,19,0,0,0,4,5,3,0,3,3,0,0,4,14,1,0,2,0,1,85,2018
Brayden Maynard,12371,CW,ES,5,13,3,2,15,0,0,0,6,4,2,0,4,2,1,0,6,10,0,0,7,0,0,80,2018
Sam Murray,12586,CW,ES,5,10,4,11,21,0,0,0,1,4,1,0,0,1,0,0,5,16,0,0,3,0,0,91,2018
Scott Pendlebury,4182,CW,ES,5,11,6,16,27,0,0,0,5,2,4,4,0,1,0,0,11,16,0,0,1,0,1,79,2018
Tom Phillips,12452,CW,ES,5,8,2,17,25,1,1,0,0,0,1,2,1,1,0,0,9,17,0,0,1,0,0,85,2018
Ben Reid,11589,CW,ES,5,6,3,3,9,1,2,1,1,0,1,0,1,1,0,0,5,5,2,2,0,0,0,80,2018
Matt Scharenberg,12384,CW,ES,5,8,3,11,19,0,0,0,0,2,1,1,1,2,0,0,6,12,0,0,6,0,0,84,2018
Steele Sidebottom,11751,CW,ES,5,11,1,14,25,3,0,0,1,0,2,0,5,0,3,3,7,18,0,0,3,1,0,81,2018
Jaidyn Stephenson,12587,CW,ES,5,12,5,3,15,2,2,0,4,0,3,0,1,1,0,0,4,10,0,1,0,1,0,75,2018
Josh Thomas,12144,CW,ES,5,7,1,10,17,0,0,0,2,0,3,3,3,0,0,0,7,10,0,0,0,0,1,80,2018
Adam Treloar,12054,CW,ES,5,13,6,21,34,2,2,0,2,2,8,3,2,1,0,2,13,22,0,0,1,3,0,82,2018
Travis Varcoe,11549,CW,ES,5,8,2,10,18,0,1,0,2,0,3,0,0,0,0,0,7,10,0,0,0,1,2,73,2018
Mark Baguley,12107,ES,CW,5,6,7,9,15,0,0,0,1,4,0,0,3,0,0,0,2,12,1,0,1,0,0,81,2018
Josh Begley,12574,ES,CW,5,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8,2018
Tom Bellchambers,11675,ES,CW,5,6,5,7,13,0,0,20,0,1,0,1,1,0,1,0,4,9,1,0,7,0,0,88,2018
Joe Daniher,12199,ES,CW,5,19,10,3,22,1,1,1,3,0,9,3,10,3,4,0,8,13,1,2,1,1,1,100,2018
Brendon Goddard,1443,ES,CW,5,16,9,17,33,0,0,0,5,5,0,1,1,0,0,0,5,26,0,0,1,2,0,95,2018
Josh Green,11960,ES,CW,5,0,0,2,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,25,2018
Matt Guelfi,12612,ES,CW,5,9,9,6,15,0,1,0,2,2,3,0,1,0,1,0,3,12,2,1,2,0,0,81,2018
Michael Hartley,12419,ES,CW,5,12,8,4,16,0,0,0,1,2,0,0,3,1,1,0,1,15,0,0,9,0,0,92,2018
Dyson Heppell,11896,ES,CW,5,17,7,10,27,1,0,0,2,3,3,5,4,0,1,0,9,21,1,0,4,0,0,91,2018
Cale Hooker,11702,ES,CW,5,9,8,9,18,1,1,0,1,2,1,2,2,0,1,0,7,12,1,2,2,0,0,99,2018
Michael Hurley,11715,ES,CW,5,17,10,12,29,0,0,0,1,6,0,0,2,0,1,0,5,19,0,0,4,0,0,92,2018
Anthony McDonald-Tipungwuti,12407,ES,CW,5,8,6,6,14,1,0,0,1,0,3,3,1,0,1,0,6,9,0,1,2,0,0,80,2018
Andrew McGrath,12491,ES,CW,5,5,5,5,10,0,0,0,2,1,0,0,3,0,0,0,2,8,1,0,0,2,0,87,2018
Jackson Merrett,12136,ES,CW,5,9,7,6,15,0,0,0,3,0,2,0,1,2,1,0,6,9,0,1,0,0,1,87,2018
Zach Merrett,12241,ES,CW,5,14,4,19,33,0,1,0,4,1,3,3,1,0,0,0,11,22,0,0,1,0,1,81,2018
David Myers,11663,ES,CW,5,9,4,11,20,0,0,0,4,0,2,6,3,2,1,0,9,11,0,0,0,0,0,76,2018
Darcy Parish,12406,ES,CW,5,9,2,19,28,0,0,0,4,0,3,4,1,1,0,0,6,22,0,0,0,0,0,91,2018
Adam Saad,12330,ES,CW,5,12,2,11,23,0,1,0,3,4,2,0,3,1,2,0,6,16,0,0,4,8,0,83,2018
Devon Smith,12029,ES,CW,5,13,4,7,20,0,0,0,6,4,1,3,2,2,0,0,8,13,0,0,2,3,0,87,2018
James Stewart,12232,ES,CW,5,8,8,3,11,1,1,2,0,0,1,1,2,0,1,0,3,9,1,1,2,0,1,100,2018
Jake Stringer,12167,ES,CW,5,10,6,3,13,2,1,0,3,0,2,0,4,1,3,0,7,7,2,3,0,0,1,86,2018
David Zaharakis,11729,ES,CW,5,16,6,18,34,0,2,0,2,3,5,2,2,0,1,0,7,27,0,0,0,0,0,89,2018
Levi Casboult,12114,CA,WB,6,7,6,3,10,2,3,6,1,1,0,0,1,0,1,0,5,5,2,4,1,0,0,89,2018
Patrick Cripps,12261,CA,WB,6,12,2,20,32,0,0,0,9,1,3,12,4,3,3,1,24,11,1,0,3,0,0,87,2018
Charlie Curnow,12421,CA,WB,6,13,11,6,19,1,4,0,1,1,5,0,7,0,3,0,8,13,3,4,3,0,0,87,2018
Ed Curnow,11883,CA,WB,6,10,2,11,21,0,0,0,7,3,3,2,3,1,2,0,7,15,0,0,2,0,1,81,2018
Paddy Dow,12582,CA,WB,6,8,4,6,14,0,1,0,1,0,4,3,2,0,0,0,9,8,0,1,0,0,0,69,2018
Zac Fisher,12520,CA,WB,6,17,2,11,28,1,1,0,5,1,4,7,4,3,0,0,12,16,0,1,0,0,0,81,2018
Liam Jones,11866,CA,WB,6,7,7,3,10,0,0,0,3,1,2,0,3,0,1,0,5,5,3,0,9,0,0,94,2018
Matthew Kennedy,12455,CA,WB,6,8,2,10,18,0,0,0,8,1,3,1,1,1,1,0,8,10,0,0,1,0,0,67,2018
Sam Kerridge,12052,CA,WB,6,14,7,14,28,0,1,0,4,6,3,1,6,2,2,0,12,16,0,2,1,0,1,86,2018
Caleb Marchbank,12369,CA,WB,6,5,2,6,11,0,0,0,2,2,0,1,7,1,3,0,5,6,0,0,5,0,0,87,2018
Harry McKay,12566,CA,WB,6,7,5,3,10,1,0,0,1,0,2,0,1,1,1,0,6,4,2,1,1,0,0,82,2018
Aaron Mullett,12008,CA,WB,6,5,2,3,8,0,0,0,2,2,1,0,1,0,0,0,0,7,0,0,2,0,0,74,2018
Lochie OBrien,12611,CA,WB,6,6,1,3,9,0,0,0,1,3,1,0,1,1,0,0,4,5,0,0,0,0,1,69,2018
Cameron OShea,11887,CA,WB,6,7,5,7,14,0,0,0,4,0,1,0,1,0,0,0,3,11,0,0,0,0,0,76,2018
Sam Petrevski-Seton,12487,CA,WB,6,10,2,4,14,0,1,0,5,1,0,0,1,1,1,0,2,10,0,0,1,0,0,69,2018
Andrew Phillips,12075,CA,WB,6,4,1,3,7,1,0,48,2,1,2,0,2,0,2,0,2,4,0,0,1,0,0,83,2018
Lachie Plowman,12142,CA,WB,6,7,5,1,8,0,0,0,2,1,0,0,0,0,0,0,2,6,1,0,5,0,0,95,2018
Sam Rowe,12157,CA,WB,6,5,1,1,6,0,0,0,1,2,1,0,2,2,0,0,4,2,0,0,6,0,0,96,2018
Jack Silvagni,12458,CA,WB,6,4,1,4,8,1,0,0,1,0,2,0,0,1,0,0,2,5,0,0,1,1,0,72,2018
Kade Simpson,1456,CA,WB,6,12,3,8,20,0,0,0,2,1,1,1,1,0,0,0,5,12,0,0,2,0,0,88,2018
Dale Thomas,4152,CA,WB,6,14,4,13,27,0,0,0,2,1,5,2,3,2,1,0,8,20,0,0,1,1,0,83,2018
Matthew Wright,11929,CA,WB,6,7,3,10,17,1,0,0,4,0,2,0,2,0,1,0,10,9,0,2,3,0,2,85,2018
Marcus Bontempelli,12269,WB,CA,6,15,5,15,30,0,2,0,7,2,7,4,0,2,0,3,11,18,1,2,1,0,1,84,2018
Tom Boyd,12270,WB,CA,6,7,6,6,13,1,3,7,1,0,2,2,1,1,0,0,7,6,2,4,2,0,1,83,2018
Zaine Cordy,12392,WB,CA,6,5,4,4,9,0,0,0,1,3,0,0,0,1,0,0,4,5,1,0,4,0,0,93,2018
Hayden Crozier,12088,WB,CA,6,7,3,7,14,0,0,0,3,2,3,0,0,0,0,0,4,10,0,0,4,0,0,86,2018
Luke Dahlhaus,11974,WB,CA,6,2,2,19,21,0,0,0,4,0,1,5,3,2,3,0,9,13,0,0,4,0,0,81,2018
Bailey Dale,12354,WB,CA,6,5,1,9,14,1,2,0,3,0,2,0,2,1,2,0,6,7,1,1,3,0,2,83,2018
Caleb Daniel,12373,WB,CA,6,11,6,9,20,1,1,0,3,2,0,2,2,0,1,0,7,12,0,1,0,1,0,87,2018
Josh Dunkley,12408,WB,CA,6,7,3,8,15,0,1,0,6,2,2,1,1,0,0,0,5,10,1,0,1,0,0,66,2018
Tim English,12537,WB,CA,6,1,0,9,10,0,0,15,2,0,2,1,3,0,2,0,6,5,0,0,4,0,0,77,2018
Billy Gowers,12593,WB,CA,6,8,7,1,9,2,0,0,2,0,2,0,3,0,2,0,2,8,1,4,0,0,3,81,2018
Lachie Hunter,12203,WB,CA,6,15,7,14,29,0,1,0,2,4,3,2,1,1,0,0,5,24,0,0,0,2,0,89,2018
Jason Johannisen,12122,WB,CA,6,9,4,11,20,0,0,0,3,0,4,2,1,1,0,0,8,12,0,1,1,2,1,86,2018
Lin Jong,12125,WB,CA,6,5,4,8,13,0,1,0,6,1,4,0,5,0,2,0,4,9,1,0,1,0,0,71,2018
Patrick Lipinski,12578,WB,CA,6,6,3,9,15,3,0,0,1,1,0,1,2,1,0,0,5,10,0,1,1,0,0,63,2018
Jack Macrae,12166,WB,CA,6,15,7,17,32,1,1,0,9,2,1,3,2,2,0,2,12,20,0,1,2,0,0,92,2018
Toby McLean,12363,WB,CA,6,8,2,13,21,1,2,0,6,1,3,2,1,2,1,0,11,11,0,0,2,1,0,76,2018
Aaron Naughton,12594,WB,CA,6,9,4,4,13,0,0,0,4,2,0,0,3,4,0,0,7,7,2,0,4,0,0,96,2018
Ed Richards,12605,WB,CA,6,13,4,4,17,0,0,0,1,5,2,0,3,0,1,0,2,16,0,0,0,1,0,84,2018
Matt Suckling,11718,WB,CA,6,9,6,16,25,0,0,0,1,1,5,2,2,1,2,0,4,22,0,0,2,2,0,81,2018
Mitch Wallis,11934,WB,CA,6,10,4,11,21,1,0,0,6,1,1,4,1,2,0,0,8,13,0,0,0,0,0,80,2018
Bailey Williams,12441,WB,CA,6,13,4,7,20,0,0,0,2,5,3,0,4,1,3,0,3,14,0,0,2,0,0,77,2018
Easton Wood,11788,WB,CA,6,7,4,7,14,0,0,0,1,1,2,0,1,0,0,0,5,11,1,0,5,0,0,83,2018
Harry Cunningham,12015,SY,GE,6,7,5,9,16,0,1,0,5,1,2,1,2,1,1,0,3,13,0,0,2,0,1,79,2018
Oliver Florent,12497,SY,GE,6,10,6,4,14,2,0,0,1,1,3,3,2,1,1,0,5,9,2,2,1,1,0,75,2018
Robbie Fox,12510,SY,GE,6,7,3,2,9,2,0,3,1,0,1,0,3,0,2,0,4,5,1,1,5,0,0,69,2018
Heath Grundy,1401,SY,GE,6,13,12,10,23,0,0,0,1,5,1,0,3,0,2,0,6,17,2,0,8,0,0,94,2018
Will Hayward,12509,SY,GE,6,9,4,2,11,3,0,0,4,1,3,0,2,1,1,0,3,9,0,1,5,0,0,75,2018
Isaac Heeney,12326,SY,GE,6,11,4,10,21,0,2,0,7,1,2,8,4,2,2,0,12,9,1,1,2,0,1,89,2018
George Hewett,12411,SY,GE,6,7,1,9,16,0,0,0,6,1,3,5,1,4,1,0,11,5,0,0,0,0,1,75,2018
Kieren Jack,11546,SY,GE,6,12,1,4,16,0,1,0,9,2,3,5,2,1,0,0,10,6,0,0,0,0,2,77,2018
Zak Jones,12288,SY,GE,6,10,2,9,19,1,0,0,4,2,3,1,4,0,3,0,4,16,0,0,2,0,0,76,2018
Josh Kennedy,11672,SY,GE,6,16,4,17,33,0,0,0,4,0,9,13,1,1,0,3,17,19,0,0,1,0,0,84,2018
Jake Lloyd,12268,SY,GE,6,24,10,5,29,0,0,0,2,7,2,2,4,0,0,0,2,25,0,0,2,1,1,85,2018
Harrison Marsh,12445,SY,GE,6,3,2,3,6,0,0,0,3,1,1,0,1,0,1,0,0,5,0,0,5,0,0,81,2018
Jarrad McVeigh,3950,SY,GE,6,13,5,8,21,0,0,0,3,3,0,0,1,1,0,0,1,18,0,0,6,0,0,85,2018
Callum Mills,12413,SY,GE,6,11,3,8,19,0,0,0,5,5,1,2,0,1,0,0,9,10,0,0,2,1,0,91,2018
Tom Papley,12412,SY,GE,6,9,6,4,13,0,2,0,4,1,2,2,0,1,0,0,7,7,1,1,2,0,2,81,2018
Luke Parker,11953,SY,GE,6,10,5,9,19,1,2,0,6,1,4,4,6,0,5,0,10,9,3,2,1,0,0,91,2018
Dane Rampe,12140,SY,GE,6,8,8,7,15,0,0,0,1,6,0,0,2,0,1,0,4,11,0,0,4,0,0,95,2018
Dan Robinson,12361,SY,GE,6,3,1,5,8,0,0,0,2,1,2,0,2,0,0,0,5,3,0,1,3,0,0,74,2018
Gary Rohan,11842,SY,GE,6,7,2,4,11,1,1,0,4,0,3,0,6,2,3,0,9,2,1,1,2,0,0,83,2018
Ben Ronke,12616,SY,GE,6,9,0,6,15,2,1,0,7,0,4,0,1,1,1,0,8,7,0,0,0,0,0,69,2018
Callum Sinclair,12158,SY,GE,6,10,6,8,18,0,0,39,2,0,2,4,2,0,1,1,14,6,2,0,2,0,0,89,2018
Nick Smith,11653,SY,GE,6,10,6,7,17,0,1,0,4,3,1,0,0,0,0,0,5,12,2,0,2,0,0,84,2018
Jed Bews,12278,GE,SY,6,4,1,4,8,0,0,0,5,0,2,1,0,1,0,0,4,4,0,0,3,0,1,89,2018
Mark Blicavs,12153,GE,SY,6,5,5,8,13,0,0,0,4,3,0,0,2,0,1,0,9,4,3,0,10,0,0,97,2018
Jordan Cunico,12538,GE,SY,6,13,7,8,21,0,1,0,4,3,4,1,1,0,0,0,6,14,0,0,0,0,0,82,2018
Patrick Dangerfield,11700,GE,SY,6,7,3,15,22,1,0,0,3,1,2,5,4,1,3,0,13,10,1,0,4,0,1,85,2018
Mitch Duncan,11798,GE,SY,6,13,4,11,24,0,1,0,7,4,6,4,3,3,0,0,11,14,0,0,2,0,0,89,2018
Lachie Fogarty,12596,GE,SY,6,5,0,6,11,0,1,0,4,0,3,0,2,2,0,0,6,6,0,0,0,0,1,84,2018
Cory Gregson,12320,GE,SY,6,6,1,3,9,1,0,0,4,1,2,0,0,0,0,0,2,7,0,0,1,0,1,71,2018
Zach Guthrie,12551,GE,SY,6,4,3,0,4,0,0,0,0,1,1,0,1,0,0,0,1,3,1,0,2,0,0,84,2018
Tom Hawkins,11548,GE,SY,6,12,9,6,18,2,2,5,2,0,0,2,3,2,1,0,10,8,4,5,1,0,0,93,2018
Jack Henry,12607,GE,SY,6,10,4,3,13,0,0,0,0,6,1,0,2,2,1,0,7,6,1,0,7,0,0,83,2018
George Horlin-Smith,12053,GE,SY,6,2,1,5,7,0,0,0,1,0,1,2,2,0,1,0,4,3,0,0,0,0,0,26,2018
Tim Kelly,12595,GE,SY,6,13,2,6,19,1,1,0,5,1,5,4,3,1,1,2,14,5,0,1,2,0,1,80,2018
