Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Luke Breust,11954,HW,PA,11,2,0,4,6,0,0,0,2,0,1,0,4,0,2,0,3,2,0,0,0,0,0,27,2024
Mabior Chol,12485,HW,PA,11,5,1,4,9,2,1,1,3,0,0,0,3,1,0,0,5,4,0,1,1,0,0,78,2024
Massimo DAmbrosio,12998,HW,PA,11,15,3,13,28,0,0,0,3,2,4,4,3,0,0,0,10,17,0,0,1,0,0,83,2024
Will Day,12794,HW,PA,11,18,4,9,27,1,0,0,5,3,3,5,2,2,1,0,13,15,0,0,4,0,0,84,2024
Calsher Dear,13135,HW,PA,11,5,2,4,9,1,1,0,5,0,0,1,6,3,1,0,8,1,2,1,4,0,0,83,2024
Sam Frost,12119,HW,PA,11,6,2,4,10,0,0,0,2,4,0,0,4,0,2,0,4,5,0,0,5,0,0,100,2024
Jack Ginnivan,12927,HW,PA,11,9,4,6,15,1,0,0,1,0,0,0,2,0,1,0,2,14,0,1,2,0,0,78,2024
Blake Hardwick,12469,HW,PA,11,18,6,5,23,5,0,0,4,4,2,0,2,4,0,2,13,9,0,3,4,0,2,87,2024
Jarman Impey,12237,HW,PA,11,9,0,3,12,0,1,0,2,2,1,0,1,0,0,0,4,5,0,0,5,0,0,80,2024
Changkuoth Jiath,12752,HW,PA,11,5,2,3,8,0,0,0,1,0,1,0,1,0,0,0,2,6,0,0,2,0,0,58,2024
Connor Macdonald,12954,HW,PA,11,6,2,8,14,0,1,0,8,0,4,3,4,2,1,0,9,5,0,0,0,1,0,83,2024
Cam Mackenzie,13031,HW,PA,11,7,0,5,12,2,0,0,4,0,2,4,1,2,0,0,10,4,0,0,1,0,1,71,2024
Lloyd Meek,12856,HW,PA,11,6,1,12,18,0,0,45,4,0,2,4,2,2,0,0,12,5,0,0,4,0,0,85,2024
Seamus Mitchell,13051,HW,PA,11,3,2,3,6,0,0,0,3,1,0,1,1,0,1,0,4,2,0,0,4,0,0,76,2024
Dylan Moore,12710,HW,PA,11,10,1,6,16,0,1,0,6,0,7,4,6,1,3,0,9,8,0,0,3,0,0,92,2024
Conor Nash,12670,HW,PA,11,8,1,9,17,0,0,0,7,2,4,5,1,1,1,0,5,10,0,0,0,0,1,74,2024
Jai Newcombe,12915,HW,PA,11,15,4,8,23,0,0,0,5,4,4,6,6,1,2,0,8,13,0,0,1,0,1,80,2024
Ethan Phillips,13143,HW,PA,11,6,3,4,10,0,0,0,1,1,0,0,0,0,0,0,4,6,0,0,5,0,0,87,2024
Jai Serong,13022,HW,PA,11,2,2,5,7,0,0,0,6,0,1,0,0,0,0,0,2,5,0,0,3,0,0,78,2024
Nick Watson,13105,HW,PA,11,6,3,5,11,0,1,0,2,0,5,0,0,0,0,0,4,7,0,1,1,1,1,64,2024
Josh Weddle,13057,HW,PA,11,6,2,2,8,0,0,0,2,1,1,0,4,0,1,0,0,8,0,0,5,0,0,89,2024
James Worpel,12619,HW,PA,11,7,1,12,19,0,0,0,2,2,2,6,1,0,1,0,10,10,0,0,1,1,2,76,2024
Aliir Aliir,12433,PA,HW,11,13,7,4,17,0,0,0,1,3,1,0,7,0,3,0,5,12,0,0,4,0,0,99,2024
Miles Bergman,12867,PA,HW,11,5,1,4,9,0,0,0,8,3,0,0,1,0,0,0,3,5,0,0,3,1,0,88,2024
Travis Boak,11583,PA,HW,11,16,7,10,26,0,1,0,5,2,7,2,3,0,1,0,9,15,0,1,0,0,2,83,2024
Jase Burgoyne,13007,PA,HW,11,13,4,10,23,0,0,0,7,1,4,3,3,1,0,0,8,13,0,0,2,0,0,81,2024
Ryan Burton,12477,PA,HW,11,5,4,4,9,0,0,0,6,0,1,1,2,1,1,0,3,5,0,0,1,0,0,78,2024
Zak Butters,12698,PA,HW,11,16,5,16,32,0,0,0,6,4,6,8,4,2,3,0,12,22,0,0,1,1,0,84,2024
Darcy Byrne-Jones,12422,PA,HW,11,9,0,4,13,2,0,0,3,0,1,0,4,1,0,0,7,5,0,0,1,0,1,79,2024
Charlie Dixon,11914,PA,HW,11,7,2,4,11,0,1,9,3,0,1,2,1,1,0,0,7,2,1,1,2,0,0,74,2024
Willem Drew,12695,PA,HW,11,7,0,11,18,0,0,0,10,2,0,7,3,0,2,0,11,6,0,0,0,0,0,75,2024
Kane Farrell,12664,PA,HW,11,18,3,8,26,0,0,0,3,6,5,1,2,2,0,0,8,13,0,0,2,1,1,84,2024
Jeremy Finlayson,12553,PA,HW,11,5,0,4,9,0,3,0,3,0,0,1,4,0,1,0,5,4,0,0,1,0,0,68,2024
Mitch Georgiades,12766,PA,HW,11,3,0,1,4,0,0,0,1,0,1,0,2,0,1,0,3,1,0,0,1,0,0,73,2024
Jason Horne-Francis,12956,PA,HW,11,21,2,6,27,2,1,0,4,2,4,6,4,5,1,1,15,13,0,1,1,0,0,86,2024
Dan Houston,12495,PA,HW,11,16,8,6,22,3,0,0,10,5,4,2,3,0,2,3,10,12,2,1,4,0,0,86,2024
Todd Marshall,12575,PA,HW,11,10,7,3,13,1,1,0,1,0,5,0,3,0,0,0,3,8,1,3,3,0,3,79,2024
Jed McEntee,12924,PA,HW,11,4,2,3,7,0,0,0,4,0,2,0,0,0,0,0,3,5,0,1,0,0,0,79,2024
Jackson Mead,12946,PA,HW,11,8,0,10,18,0,0,0,4,1,5,3,3,1,0,0,10,7,0,0,1,0,0,77,2024
Esava Ratugolea,12597,PA,HW,11,6,5,3,9,0,0,0,4,2,0,0,1,1,1,0,4,5,1,0,3,0,0,84,2024
Willie Rioli,12606,PA,HW,11,10,1,4,14,3,1,0,4,0,0,0,4,2,2,0,8,4,0,0,1,0,0,93,2024
Josh Sinn,12959,PA,HW,11,9,2,5,14,0,0,0,0,3,1,0,3,0,1,0,4,10,0,0,2,1,1,75,2024
Dante Visentini,13073,PA,HW,11,3,1,5,8,0,0,29,3,0,0,2,1,0,1,0,5,3,0,0,6,0,0,86,2024
Ollie Wines,12150,PA,HW,11,1,1,6,7,0,0,0,3,0,0,1,0,0,0,0,2,5,0,0,0,0,0,22,2024
Brandon Zerk-Thatcher,12757,PA,HW,11,2,0,3,5,0,0,0,3,0,0,0,0,1,0,0,4,2,0,0,1,0,0,67,2024
Jack Billings,12249,ME,WC,11,8,2,7,15,0,1,0,2,1,0,1,0,2,0,0,7,7,0,1,0,0,1,81,2024
Jake Bowey,12931,ME,WC,11,11,3,4,15,0,0,0,3,4,1,1,3,1,1,0,5,8,1,0,0,0,1,78,2024
Ben Brown,12289,ME,WC,11,2,0,1,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,80,2024
Kade Chandler,12756,ME,WC,11,5,1,4,9,1,0,0,7,0,4,0,4,0,2,0,4,6,0,0,0,0,0,85,2024
Bayley Fritsch,12598,ME,WC,11,8,3,1,9,3,0,0,1,0,0,0,0,2,0,0,5,4,1,3,0,0,0,86,2024
Max Gawn,11966,ME,WC,11,12,3,8,20,0,1,28,0,3,2,6,2,2,2,0,10,7,2,0,5,0,1,86,2024
Blake Howes,13098,ME,WC,11,9,6,4,13,0,0,0,0,2,1,0,1,0,1,0,2,10,0,0,5,0,0,82,2024
Jake Lever,12351,ME,WC,11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7,2024
Steven May,11940,ME,WC,11,7,2,1,8,0,0,0,0,0,0,0,3,0,1,0,1,3,0,0,4,0,0,90,2024
Shane McAdam,12783,ME,WC,11,6,4,5,11,1,1,0,2,0,1,1,3,1,2,0,4,8,1,3,0,1,1,72,2024
Tom McDonald,12009,ME,WC,11,9,4,6,15,0,0,0,3,6,0,0,5,0,1,0,6,7,1,0,8,0,0,97,2024
Judd McVee,13033,ME,WC,11,9,4,5,14,0,0,0,0,3,1,0,0,1,0,0,5,7,0,0,0,1,0,81,2024
Alex Neal-Bullen,12367,ME,WC,11,13,3,10,23,1,0,0,3,1,4,2,4,3,1,0,7,16,0,0,1,0,0,80,2024
Clayton Oliver,12410,ME,WC,11,10,0,16,26,0,0,0,8,2,4,9,2,3,1,0,20,8,0,0,3,0,1,79,2024
Christian Petracca,12430,ME,WC,11,9,4,11,20,1,1,0,1,0,4,5,1,1,0,0,9,9,1,0,0,0,2,84,2024
Harry Petty,12653,ME,WC,11,3,1,2,5,0,1,13,5,1,1,0,2,1,1,0,1,5,0,1,4,0,0,75,2024
Kysaiah Pickett,12771,ME,WC,11,12,2,7,19,1,0,0,5,0,5,3,3,1,0,0,6,11,0,0,2,2,0,90,2024
Trent Rivers,12778,ME,WC,11,9,3,9,18,0,0,0,5,5,2,0,4,0,0,0,3,13,0,0,2,2,1,84,2024
Christian Salem,12272,ME,WC,11,13,7,12,25,0,0,0,3,3,3,4,2,0,1,0,9,16,0,0,0,0,0,84,2024
Tom Sparrow,12693,ME,WC,11,6,1,6,12,0,1,0,5,1,0,1,3,2,0,0,3,8,0,0,0,1,0,81,2024
Jack Viney,12147,ME,WC,11,12,4,7,19,0,0,0,9,3,2,5,2,0,0,0,8,12,0,0,2,0,0,78,2024
Caleb Windsor,13099,ME,WC,11,7,1,6,13,1,0,0,1,2,0,1,4,0,0,0,3,10,0,1,1,0,0,79,2024
Taj Woewodin,13076,ME,WC,11,4,1,6,10,0,0,0,3,2,1,2,0,0,0,0,4,6,0,0,0,0,0,61,2024
Tom Barrass,12383,WC,ME,11,10,8,5,15,0,0,0,1,2,0,0,0,2,0,0,8,7,3,0,8,0,0,98,2024
Campbell Chesser,13039,WC,ME,11,4,2,8,12,0,0,0,3,0,3,0,1,1,0,0,6,7,0,0,0,1,1,73,2024
Tom Cole,12446,WC,ME,11,9,2,3,12,0,0,0,4,2,0,1,4,2,1,0,5,6,0,0,4,1,0,82,2024
Jamie Cripps,11937,WC,ME,11,15,7,7,22,1,3,0,4,0,4,0,1,0,0,0,4,18,0,1,1,0,2,89,2024
Jack Darling,11905,WC,ME,11,9,4,4,13,3,0,1,12,1,3,0,2,0,1,0,3,8,0,2,1,0,1,96,2024
Tyrell Dewar,13141,WC,ME,11,1,1,1,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,9,2024
Liam Duggan,12334,WC,ME,11,23,9,6,29,0,0,0,2,5,6,0,4,0,2,0,3,26,0,0,1,0,0,86,2024
Luke Edwards,12911,WC,ME,11,3,2,3,6,0,1,0,1,0,1,0,1,0,1,0,2,4,0,0,0,0,0,69,2024
Reuben Ginbey,13038,WC,ME,11,10,3,11,21,1,0,0,3,0,1,6,1,0,1,0,11,10,0,0,1,0,0,82,2024
Brady Hough,12957,WC,ME,11,12,9,13,25,0,0,0,1,1,2,0,1,0,0,0,6,19,0,0,2,0,0,83,2024
Jayden Hunt,4729,WC,ME,11,8,2,3,11,1,0,0,1,0,4,3,4,0,3,0,3,8,0,1,2,0,2,82,2024
Jamaine Jones,12637,WC,ME,11,8,7,3,11,0,0,0,2,0,1,0,3,0,1,0,2,8,0,0,0,0,0,68,2024
Tim Kelly,12595,WC,ME,11,19,5,11,30,0,2,0,3,2,5,8,6,2,1,1,14,14,0,0,1,2,4,84,2024
Ryan Maric,13070,WC,ME,11,7,6,5,12,1,1,0,1,0,3,0,0,1,0,0,5,7,1,1,2,0,0,72,2024
Jeremy McGovern,12273,WC,ME,11,19,8,4,23,0,0,0,1,10,1,0,2,0,1,0,5,10,2,0,4,0,0,92,2024
Harley Reid,13111,WC,ME,11,10,2,11,21,2,0,0,4,1,5,7,2,2,2,3,10,10,0,0,1,7,1,83,2024
Josh Rotham,12709,WC,ME,11,9,6,2,11,0,0,0,1,0,2,0,3,1,2,0,2,8,0,0,2,0,0,79,2024
Liam Ryan,12600,WC,ME,11,10,5,2,12,2,0,0,1,0,3,1,1,1,1,0,3,9,1,2,0,0,0,72,2024
Dom Sheed,12253,WC,ME,11,8,4,9,17,0,0,0,5,0,6,3,2,0,2,0,8,8,0,0,0,0,0,82,2024
Jake Waterman,12601,WC,ME,11,14,13,3,17,5,1,0,2,0,2,1,1,0,0,2,7,10,5,6,0,0,0,91,2024
Bailey Williams,12836,WC,ME,11,2,1,6,8,0,0,24,6,0,0,3,3,1,1,0,5,3,1,0,4,0,0,81,2024
Jack Williams,12962,WC,ME,11,5,3,3,8,0,0,4,4,0,2,3,0,1,0,0,6,4,1,0,3,0,0,68,2024
Alex Witherden,12546,WC,ME,11,9,2,4,13,0,0,0,0,0,1,0,2,0,0,0,5,8,1,0,5,0,0,80,2024
Taylor Adams,12066,SY,WB,12,5,2,6,11,1,0,0,4,0,1,2,5,0,2,0,6,6,0,1,0,0,0,60,2024
Joel Amartey,12844,SY,WB,12,5,4,4,9,2,2,0,1,0,3,0,3,1,1,0,4,6,1,3,1,0,0,65,2024
Nick Blakey,12699,SY,WB,12,15,5,5,20,0,0,0,2,7,1,0,1,1,0,0,4,7,0,0,10,5,0,86,2024
Braeden Campbell,12863,SY,WB,12,10,8,1,11,0,0,0,3,1,5,0,0,0,0,0,0,11,0,0,1,0,0,84,2024
Harry Cunningham,12015,SY,WB,12,10,5,4,14,0,0,0,1,5,1,0,0,0,0,0,3,10,0,0,2,0,0,79,2024
Oliver Florent,12497,SY,WB,12,15,3,5,20,0,0,0,2,6,3,3,3,1,1,0,6,11,0,0,0,0,0,91,2024
Aaron Francis,12467,SY,WB,12,5,5,4,9,0,0,0,0,0,0,0,2,0,0,0,2,7,0,0,3,0,0,72,2024
Brodie Grundy,12217,SY,WB,12,7,3,8,15,0,0,46,7,1,1,7,5,2,1,0,12,3,0,0,0,0,1,81,2024
Errol Gulden,12862,SY,WB,12,20,5,5,25,1,0,0,7,3,5,2,2,0,0,2,9,14,0,0,0,1,1,97,2024
Will Hayward,12509,SY,WB,12,7,3,5,12,2,0,0,6,1,1,3,0,2,0,0,4,7,0,0,0,0,0,81,2024
Isaac Heeney,12326,SY,WB,12,13,3,10,23,1,0,0,7,1,4,8,4,1,1,0,10,13,0,0,0,0,0,87,2024
James Jordon,12860,SY,WB,12,7,4,6,13,0,0,0,2,1,3,0,3,0,0,0,1,11,0,0,0,0,0,87,2024
Jake Lloyd,12268,SY,WB,12,16,8,5,21,0,0,0,2,3,1,1,0,3,0,0,4,15,0,0,1,1,0,89,2024
Logan McDonald,12861,SY,WB,12,10,9,5,15,1,1,0,0,0,2,0,5,0,1,0,5,10,2,1,0,0,1,81,2024
Justin McInerney,12711,SY,WB,12,12,9,8,20,0,0,0,4,5,0,1,1,1,1,0,6,15,1,0,1,0,1,86,2024
Hayden McLean,12745,SY,WB,12,5,4,2,7,2,1,5,2,0,1,0,4,0,1,0,0,6,0,2,3,0,0,79,2024
Lewis Melican,12526,SY,WB,12,8,5,1,9,0,0,0,6,5,0,1,1,0,0,0,1,7,0,0,4,0,0,85,2024
Tom Papley,12412,SY,WB,12,10,6,4,14,1,1,0,1,1,6,0,1,0,1,0,3,11,0,0,1,0,1,83,2024
Dane Rampe,12140,SY,WB,12,9,2,4,13,0,0,0,2,4,0,0,1,0,0,0,4,8,0,0,6,1,1,80,2024
Matt Roberts,12994,SY,WB,12,4,4,0,4,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,9,2024
James Rowbottom,12714,SY,WB,12,6,3,3,9,0,0,0,10,1,2,1,2,1,0,0,5,5,0,0,1,0,0,83,2024
Chad Warner,12797,SY,WB,12,13,6,12,25,4,0,0,4,1,6,4,7,0,2,3,11,14,1,3,0,5,3,79,2024
Sam Wicks,12818,SY,WB,12,3,1,6,9,1,0,0,2,1,0,0,1,1,1,0,5,5,0,1,0,0,1,75,2024
Marcus Bontempelli,12269,WB,SY,12,13,4,13,26,0,1,0,6,1,7,5,4,2,2,0,19,10,1,1,7,0,1,92,2024
Lachlan Bramble,12916,WB,SY,12,13,4,3,16,0,0,0,3,6,3,0,3,1,2,0,5,9,0,0,0,0,0,92,2024
Bailey Dale,12354,WB,SY,12,19,9,3,22,0,1,0,3,5,2,0,1,0,0,0,5,14,1,0,2,0,0,94,2024
Caleb Daniel,12373,WB,SY,12,12,4,8,20,0,2,0,2,1,3,2,4,1,1,0,7,15,0,2,2,0,2,88,2024
Sam Darcy,13021,WB,SY,12,3,4,4,7,1,0,6,3,1,2,0,5,0,2,0,3,4,2,1,2,0,0,81,2024
Taylor Duryea,12163,WB,SY,12,7,6,4,11,0,0,0,1,1,2,0,1,0,0,0,2,8,0,0,1,0,0,89,2024
Tim English,12537,WB,SY,12,8,5,6,14,1,0,28,2,0,4,3,2,1,1,0,5,8,1,0,5,0,1,91,2024
Joel Freijah,13140,WB,SY,12,10,6,4,14,0,0,0,2,0,4,1,2,0,0,0,6,8,1,0,2,0,0,77,2024
Harvey Gallagher,13102,WB,SY,12,12,4,4,16,1,1,0,3,0,2,2,4,0,1,0,4,13,0,0,2,0,0,78,2024
Riley Garcia,12907,WB,SY,12,12,3,6,18,2,1,0,2,0,3,4,2,0,0,0,7,13,0,0,3,1,0,79,2024
James Harmes,12379,WB,SY,12,10,5,12,22,1,0,0,3,2,1,3,3,0,1,0,6,16,0,1,2,0,0,91,2024
Liam Jones,11866,WB,SY,12,16,5,1,17,0,0,0,0,4,4,0,5,2,1,0,6,12,1,0,9,0,0,100,2024
Alex Keath,12560,WB,SY,12,7,7,8,15,0,0,0,1,1,0,0,1,1,1,0,5,11,0,0,4,0,0,100,2024
Jack Macrae,12166,WB,SY,12,6,3,13,19,0,0,0,2,0,3,1,2,0,1,0,9,10,0,0,0,0,0,78,2024
Aaron Naughton,12594,WB,SY,12,2,1,1,3,1,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,22,2024
Ed Richards,12605,WB,SY,12,12,3,6,18,0,0,0,2,0,6,4,4,1,0,0,6,11,0,0,1,1,3,44,2024
Ryley Sanders,13103,WB,SY,12,6,1,14,20,0,0,0,5,0,2,3,3,1,0,0,6,13,0,0,1,0,1,76,2024
Anthony Scott,12855,WB,SY,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2024
Adam Treloar,12054,WB,SY,12,14,1,16,30,0,0,0,4,1,5,6,2,1,0,1,15,16,0,0,0,0,0,85,2024
Jamarra Ugle-Hagan,12923,WB,SY,12,10,6,3,13,3,2,0,0,0,1,1,3,0,1,0,8,5,4,4,1,0,1,96,2024
Laitham Vandermeer,12776,WB,SY,12,8,6,3,11,1,1,0,2,1,0,0,1,1,0,0,2,9,0,1,2,0,0,74,2024
Rhylee West,12748,WB,SY,12,10,4,3,13,1,2,0,6,0,5,3,0,1,0,0,6,6,0,2,4,0,0,80,2024
Bailey Williams,12441,WB,SY,12,12,10,10,22,0,0,0,2,5,1,0,3,0,0,0,6,16,0,0,2,0,0,91,2024
Edward Allan,13146,CW,FR,12,3,0,4,7,0,0,0,2,1,1,0,2,0,0,0,4,4,0,0,1,0,0,77,2024
Darcy Cameron,12660,CW,FR,12,14,4,7,21,0,0,35,3,2,1,7,2,2,0,0,12,6,1,0,2,0,0,80,2024
Mason Cox,12428,CW,FR,12,2,2,2,4,0,0,10,2,0,1,0,3,1,2,0,2,1,1,0,0,0,0,38,2024
Jack Crisp,12061,CW,FR,12,9,5,9,18,1,1,0,10,1,3,3,2,1,1,0,10,11,1,1,0,0,0,80,2024
Josh Daicos,12573,CW,FR,12,16,5,10,26,1,1,0,2,2,3,6,2,3,0,0,8,16,0,0,0,1,0,88,2024
Nick Daicos,12943,CW,FR,12,21,4,14,35,0,2,0,7,0,9,10,4,3,1,3,19,16,0,0,0,0,1,87,2024
Charlie Dean,13097,CW,FR,12,5,4,3,8,0,0,0,1,2,0,0,1,2,0,0,4,6,0,0,6,0,0,82,2024
Billy Frampton,12676,CW,FR,12,8,2,1,9,0,1,2,0,2,0,0,6,1,1,0,3,5,0,0,11,0,0,90,2024
Harvey Harrison,13068,CW,FR,12,6,0,7,13,3,0,0,9,0,0,0,2,2,0,0,5,7,0,0,1,0,0,79,2024
Bobby Hill,12744,CW,FR,12,8,4,3,11,1,0,0,5,0,1,1,3,1,1,0,4,7,0,2,0,0,0,80,2024
Patrick Lipinski,12578,CW,FR,12,10,4,11,21,1,1,0,4,1,7,1,3,0,0,0,7,15,0,0,1,0,3,80,2024
Brayden Maynard,12371,CW,FR,12,13,7,5,18,0,0,0,1,5,1,0,4,1,1,0,5,12,1,0,7,0,0,85,2024
Beau McCreery,12876,CW,FR,12,11,2,3,14,0,0,0,4,0,5,3,5,1,2,0,1,11,0,0,0,2,0,76,2024
Brody Mihocek,12639,CW,FR,12,8,5,4,12,2,2,0,1,0,5,0,2,1,1,0,6,6,2,3,1,0,0,64,2024
Darcy Moore,12372,CW,FR,12,6,4,7,13,0,0,0,2,3,0,0,1,0,1,0,4,6,1,0,6,0,0,100,2024
John Noble,12743,CW,FR,12,17,6,4,21,0,0,0,2,9,1,1,0,0,0,0,2,16,0,0,2,0,0,82,2024
Wil Parker,13147,CW,FR,12,3,1,3,6,0,0,0,2,1,2,0,1,0,0,0,3,3,0,0,0,0,1,36,2024
Scott Pendlebury,4182,CW,FR,12,13,1,10,23,0,1,0,1,2,2,4,3,0,1,0,10,9,0,0,0,0,0,78,2024
Isaac Quaynor,12740,CW,FR,12,10,5,6,16,0,0,0,2,3,1,1,2,1,2,0,6,9,0,0,2,0,0,87,2024
Joe Richards,13139,CW,FR,12,13,7,9,22,1,0,0,3,1,4,3,3,1,1,0,9,12,1,0,3,1,1,80,2024
Lachie Schultz,12700,CW,FR,12,13,4,2,15,0,1,0,6,0,2,1,4,0,1,0,3,10,0,0,1,0,0,88,2024
Steele Sidebottom,11751,CW,FR,12,9,2,7,16,0,0,0,3,3,0,1,1,0,0,0,4,8,0,0,0,1,0,89,2024
Lachlan Sullivan,13133,CW,FR,12,8,1,16,24,0,2,0,1,0,1,5,3,0,2,0,14,10,1,0,0,0,1,74,2024
James Aish,12250,FR,CW,12,11,5,8,19,0,0,0,3,2,2,2,4,1,0,0,6,14,0,0,1,0,0,78,2024
Jye Amiss,12983,FR,CW,12,2,2,2,4,0,1,0,1,0,0,0,3,0,2,0,3,2,0,2,0,0,0,94,2024
Bailey Banfield,12588,FR,CW,12,8,6,6,14,3,0,0,2,0,1,0,0,1,0,0,3,10,0,2,2,0,1,82,2024
Andrew Brayshaw,12589,FR,CW,12,15,5,16,31,1,2,0,3,1,4,3,3,0,1,1,9,17,0,1,1,0,1,86,2024
Heath Chapman,12875,FR,CW,12,12,6,9,21,0,0,0,4,5,3,2,1,0,0,0,7,13,1,0,2,0,1,77,2024
Jordan Clark,12688,FR,CW,12,23,8,12,35,0,0,0,4,6,3,0,4,1,2,2,8,26,0,0,2,1,0,83,2024
Sean Darcy,12547,FR,CW,12,2,0,11,13,1,0,31,4,2,1,8,0,4,0,0,10,3,0,0,3,0,0,72,2024
Josh Draper,13112,FR,CW,12,6,5,1,7,0,0,0,2,2,0,0,1,0,1,0,2,5,1,0,2,0,0,60,2024
Tom Emmett,13090,FR,CW,12,7,8,4,11,0,1,0,1,1,1,0,1,0,1,0,2,10,0,1,0,1,0,74,2024
Nat Fyfe,11834,FR,CW,12,6,1,14,20,0,0,0,1,1,0,3,5,1,2,0,11,9,0,0,1,0,0,71,2024
Luke Jackson,12779,FR,CW,12,3,2,8,11,0,0,11,7,0,3,1,2,0,1,0,7,5,1,0,4,0,0,84,2024
Matthew Johnson,13047,FR,CW,12,9,4,11,20,0,0,0,4,1,5,3,4,0,2,0,7,13,0,0,1,0,0,70,2024
Jaeger OMeara,12141,FR,CW,12,11,4,8,19,1,1,0,4,2,2,2,5,0,2,0,6,14,0,1,2,0,2,74,2024
Alex Pearce,12352,FR,CW,12,7,9,8,15,1,0,0,1,1,1,0,1,2,1,0,4,11,1,1,8,0,0,97,2024
Luke Ryan,12542,FR,CW,12,28,11,3,31,0,0,0,5,6,2,0,4,1,0,0,4,19,0,0,2,0,0,94,2024
Caleb Serong,12786,FR,CW,12,12,1,13,25,0,1,0,11,3,5,5,5,0,3,0,10,15,0,0,1,0,0,81,2024
Jeremy Sharp,12820,FR,CW,12,21,5,5,26,1,2,0,2,2,8,1,4,1,0,0,4,20,0,0,1,1,1,91,2024
Sam Switkowski,12672,FR,CW,12,4,4,10,14,1,0,0,5,0,3,0,3,2,1,0,6,8,0,0,0,0,1,77,2024
Josh Treacy,12887,FR,CW,12,5,3,7,12,1,0,0,2,0,1,0,3,2,1,0,7,5,0,0,6,0,1,92,2024
Corey Wagner,12453,FR,CW,12,5,0,3,8,0,0,0,1,2,1,0,0,0,0,0,2,6,0,0,0,0,0,31,2024
Brandon Walker,12914,FR,CW,12,11,8,6,17,0,0,0,3,1,0,0,0,1,0,0,6,12,0,0,2,0,0,80,2024
Michael Walters,11763,FR,CW,12,3,1,6,9,0,0,0,3,0,1,0,2,0,0,0,2,8,0,0,0,2,0,81,2024
Hayden Young,12777,FR,CW,12,9,3,13,22,1,0,0,7,1,2,6,1,1,1,0,9,13,0,0,1,0,0,71,2024
Ben Ainsworth,12498,GC,CA,12,9,4,3,12,0,0,0,2,1,3,0,0,0,0,0,2,10,0,0,1,0,0,78,2024
Noah Anderson,12767,GC,CA,12,14,2,7,21,0,0,0,1,1,7,3,4,1,0,0,6,15,0,0,0,0,1,84,2024
Mac Andrew,13019,GC,CA,12,13,11,4,17,0,0,0,3,6,0,0,5,3,3,0,6,12,1,0,7,0,0,94,2024
Charlie Ballard,12625,GC,CA,12,8,5,1,9,0,0,0,2,4,0,1,0,1,0,0,2,7,0,0,5,0,0,95,2024
Tom Berry,12780,GC,CA,12,5,2,6,11,0,0,0,5,0,4,0,2,0,0,0,4,7,0,1,2,0,1,82,2024
Sam Clohesy,13119,GC,CA,12,11,4,2,13,0,0,0,5,0,4,1,1,2,1,0,3,10,0,0,0,0,0,81,2024
Sam Collins,12444,GC,CA,12,7,2,2,9,0,0,0,1,4,0,0,1,1,0,0,3,5,1,0,9,0,0,99,2024
Alex Davies,12942,GC,CA,12,4,2,5,9,0,0,1,9,1,2,1,1,1,1,0,3,6,1,0,0,0,0,60,2024
Nick Holman,12307,GC,CA,12,3,0,3,6,2,0,0,2,0,0,0,0,0,0,0,4,2,0,0,0,0,0,80,2024
Bailey Humphrey,13049,GC,CA,12,7,2,6,13,1,0,0,2,0,2,5,3,1,1,0,8,5,0,1,1,0,2,78,2024
Joel Jeffrey,12933,GC,CA,12,10,0,4,14,0,0,0,1,1,1,1,1,0,0,0,4,7,0,0,0,0,1,76,2024
Lloyd Johnston,13092,GC,CA,12,5,4,6,11,1,0,0,0,1,1,0,2,0,0,0,2,9,1,1,0,0,0,74,2024
Ben King,12728,GC,CA,12,6,4,3,9,3,2,0,0,0,0,0,2,0,0,0,1,8,1,4,1,1,0,87,2024
Ben Long,12521,GC,CA,12,7,3,2,9,2,2,0,5,0,1,1,3,0,2,0,6,5,0,2,1,0,2,92,2024
Jack Lukosius,12704,GC,CA,12,10,6,0,10,1,2,2,1,0,5,1,2,1,1,0,5,5,3,2,1,0,1,83,2024
Touk Miller,12331,GC,CA,12,8,0,13,21,0,0,0,5,0,5,8,2,1,0,0,15,7,0,0,2,0,0,84,2024
Jake Rogers,13126,GC,CA,12,1,0,1,2,0,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,39,2024
Matt Rowell,12768,GC,CA,12,6,0,9,15,0,0,0,15,1,5,2,0,1,0,0,9,6,0,0,0,0,0,81,2024
Alex Sexton,12080,GC,CA,12,13,6,6,19,0,0,0,3,7,1,1,1,0,0,0,4,10,1,0,2,1,0,81,2024
