Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Jeremy Howe,11967,CW,GE,1,13,5,2,15,0,0,0,3,8,1,0,2,2,0,0,5,5,0,0,5,0,0,84,2019
Tom Langdon,12233,CW,GE,1,8,5,6,14,0,0,0,3,1,2,0,1,2,0,0,6,7,1,0,6,0,0,77,2019
Brayden Maynard,12371,CW,GE,1,8,3,8,16,0,0,0,0,4,1,0,2,0,2,0,5,11,0,0,1,1,0,87,2019
Chris Mayne,11642,CW,GE,1,14,6,8,22,0,0,0,2,1,4,2,2,2,0,0,6,15,0,0,1,1,0,90,2019
Brody Mihocek,12639,CW,GE,1,9,5,5,14,0,0,0,0,0,3,0,4,1,1,0,5,8,1,0,2,0,1,84,2019
Darcy Moore,12372,CW,GE,1,13,4,3,16,0,0,0,0,7,2,0,5,1,2,0,4,5,2,0,12,0,0,92,2019
Scott Pendlebury,4182,CW,GE,1,11,7,13,24,0,1,0,2,2,4,6,0,1,0,0,9,17,0,1,4,0,0,82,2019
Tom Phillips,12452,CW,GE,1,16,7,8,24,0,1,0,1,4,2,0,3,1,1,0,7,20,0,1,1,0,0,90,2019
Jordan Roughead,11833,CW,GE,1,6,5,4,10,0,0,0,3,2,0,1,2,0,1,0,5,6,0,0,9,0,0,92,2019
Steele Sidebottom,11751,CW,GE,1,12,6,14,26,0,0,0,2,2,3,3,5,0,2,0,9,17,0,0,0,0,0,85,2019
Jaidyn Stephenson,12587,CW,GE,1,12,7,4,16,0,1,0,2,3,1,1,5,0,1,0,6,9,0,1,0,0,0,82,2019
Josh Thomas,12144,CW,GE,1,6,2,10,16,0,0,0,1,0,3,1,2,0,1,0,4,12,0,0,0,0,1,74,2019
Adam Treloar,12054,CW,GE,1,14,5,20,34,1,0,0,6,1,6,4,10,1,1,1,12,21,0,0,0,2,0,77,2019
Travis Varcoe,11549,CW,GE,1,2,4,7,9,0,0,0,4,0,2,0,4,0,3,0,2,7,0,1,1,0,1,70,2019
Gary Ablett,1105,GE,CW,1,13,6,10,23,2,1,0,3,0,4,2,6,0,3,0,8,14,1,1,0,2,0,82,2019
Tom Atkins,12690,GE,CW,1,5,2,4,9,0,0,0,5,0,3,0,4,1,2,0,4,5,0,0,1,0,2,81,2019
Mark Blicavs,12153,GE,CW,1,6,4,6,12,0,0,0,2,2,0,1,2,0,1,0,5,6,1,0,4,0,0,97,2019
Jordan Clark,12688,GE,CW,1,14,4,3,17,0,0,0,0,4,5,0,1,0,0,0,3,13,0,0,4,0,0,86,2019
Charlie Constable,12687,GE,CW,1,9,4,12,21,1,0,0,3,2,0,3,1,1,0,0,5,15,0,0,0,0,0,66,2019
Luke Dahlhaus,11974,GE,CW,1,8,4,16,24,1,1,0,6,1,4,3,3,2,1,0,8,15,0,1,2,0,0,79,2019
Patrick Dangerfield,11700,GE,CW,1,16,5,11,27,1,2,0,3,1,6,5,6,1,1,2,10,17,1,4,4,0,0,87,2019
Mitch Duncan,11798,GE,CW,1,13,8,6,19,1,1,0,3,2,1,1,0,1,0,0,5,12,0,1,3,0,0,86,2019
Tom Hawkins,11548,GE,CW,1,7,6,5,12,2,2,0,4,0,1,1,4,0,1,0,5,9,0,4,1,0,0,95,2019
Jack Henry,12607,GE,CW,1,3,2,2,5,0,0,0,1,1,1,0,3,0,1,0,2,3,0,0,3,0,0,81,2019
Tim Kelly,12595,GE,CW,1,17,5,14,31,0,0,0,4,1,6,9,5,1,1,3,12,20,0,0,1,0,2,81,2019
Jake Kolodjashnij,12370,GE,CW,1,5,1,4,9,0,0,0,3,2,2,0,1,1,0,0,5,4,0,0,3,0,0,82,2019
Sam Menegola,12464,GE,CW,1,12,6,7,19,0,1,0,3,1,5,2,0,0,0,0,7,13,0,0,2,0,1,64,2019
Gryan Miers,12689,GE,CW,1,6,1,5,11,0,0,0,3,1,1,0,2,2,0,0,3,6,0,0,1,0,0,76,2019
Mark OConnor,12531,GE,CW,1,6,3,7,13,0,0,0,1,2,1,0,1,1,0,0,7,7,1,0,5,0,0,80,2019
Brandan Parfitt,12506,GE,CW,1,13,1,9,22,1,0,0,6,0,4,4,7,3,3,0,10,12,0,0,2,0,0,83,2019
Esava Ratugolea,12597,GE,CW,1,2,0,3,5,0,0,4,2,1,1,2,3,2,2,0,5,1,0,0,2,0,0,78,2019
Gary Rohan,11842,GE,CW,1,9,5,1,10,0,0,0,2,0,2,0,6,0,1,0,5,5,2,2,3,0,1,79,2019
Joel Selwood,11538,GE,CW,1,16,7,9,25,1,1,0,2,4,2,1,5,1,1,0,10,15,0,1,4,0,1,85,2019
Rhys Stanley,11847,GE,CW,1,11,4,7,18,0,0,23,2,3,6,6,3,4,3,0,12,8,1,0,1,0,0,77,2019
Tom Stewart,12505,GE,CW,1,20,7,6,26,0,0,0,2,9,1,0,6,1,0,0,6,15,0,0,5,0,0,87,2019
Harry Taylor,11643,GE,CW,1,7,6,9,16,0,0,0,3,0,1,0,0,2,0,0,8,8,2,0,10,0,0,86,2019
Angus Brayshaw,12322,ME,PA,1,17,4,9,26,1,1,0,3,2,3,8,4,3,1,0,16,11,0,1,1,0,0,78,2019
Bayley Fritsch,12598,ME,PA,1,7,4,7,14,1,0,0,2,1,1,2,2,0,0,0,8,8,1,2,2,0,0,83,2019
Sam Frost,12119,ME,PA,1,4,3,5,9,0,0,0,2,3,1,0,6,2,5,0,4,7,0,0,2,2,0,86,2019
Max Gawn,11966,ME,PA,1,7,3,6,13,0,0,21,2,1,3,2,2,3,2,0,10,4,1,0,4,0,0,86,2019
James Harmes,12379,ME,PA,1,12,5,11,23,0,1,0,4,1,3,6,2,1,0,0,13,10,1,0,2,0,1,75,2019
Michael Hibberd,11938,ME,PA,1,14,5,1,15,0,0,0,1,5,4,0,3,2,1,0,6,9,0,0,4,0,0,82,2019
Marty Hore,12694,ME,PA,1,7,2,7,14,0,0,0,1,2,0,0,3,0,1,0,7,7,0,0,2,0,0,82,2019
Jayden Hunt,4729,ME,PA,1,5,0,9,14,0,0,0,4,2,1,1,3,2,0,0,9,5,0,0,1,2,0,92,2019
Neville Jetta,11723,ME,PA,1,4,3,6,10,0,0,0,2,2,2,0,3,1,2,0,4,5,0,0,4,1,0,78,2019
Nathan Jones,2447,ME,PA,1,12,6,7,19,1,0,0,1,4,2,1,4,0,0,0,3,14,0,1,1,1,0,74,2019
Oscar McDonald,12394,ME,PA,1,4,1,1,5,0,0,0,1,3,0,0,2,0,0,0,1,3,0,0,3,0,0,92,2019
Tom McDonald,12009,ME,PA,1,4,4,4,8,1,0,3,1,1,1,0,1,0,1,0,5,3,2,2,2,0,1,80,2019
Jake Melksham,11820,ME,PA,1,15,8,1,16,2,0,0,1,0,4,0,5,0,2,0,2,17,0,3,3,0,4,84,2019
Alex Neal-Bullen,12367,ME,PA,1,9,2,6,15,0,2,0,5,0,1,2,2,1,0,0,9,8,0,2,1,0,0,89,2019
Clayton Oliver,12410,ME,PA,1,13,1,10,23,0,0,0,3,5,5,5,5,2,1,0,11,11,0,0,0,0,0,78,2019
Christian Petracca,12430,ME,PA,1,5,3,10,15,1,1,0,3,0,2,2,4,0,3,0,9,8,0,1,1,0,0,84,2019
Christian Salem,12272,ME,PA,1,30,5,2,32,0,0,0,4,12,2,1,1,3,0,0,9,14,0,0,4,0,0,87,2019
Charlie Spargo,12622,ME,PA,1,6,7,5,11,0,0,0,0,0,2,0,2,0,0,0,2,10,0,1,1,0,1,84,2019
Tom Sparrow,12693,ME,PA,1,12,1,2,14,1,0,0,3,1,2,3,2,3,0,0,6,7,0,0,0,0,0,70,2019
Jack Viney,12147,ME,PA,1,6,1,4,10,0,0,0,4,0,3,0,2,2,0,0,3,7,0,0,3,0,0,67,2019
Corey Wagner,12453,ME,PA,1,11,4,3,14,0,0,0,4,1,1,0,2,2,1,0,8,7,1,0,0,1,0,75,2019
Sam Weideman,12475,ME,PA,1,6,4,7,13,1,1,5,2,0,2,0,2,1,0,0,5,8,2,1,0,0,1,93,2019
Karl Amon,12357,PA,ME,1,7,3,14,21,0,0,0,2,1,1,0,1,0,0,0,4,17,1,0,1,0,1,82,2019
Travis Boak,11583,PA,ME,1,17,9,17,34,1,2,0,8,2,7,5,7,1,3,2,11,22,0,1,0,0,0,78,2019
Riley Bonner,12483,PA,ME,1,11,4,7,18,0,0,0,3,4,5,0,0,1,0,0,8,10,0,0,2,0,1,84,2019
Ryan Burton,12477,PA,ME,1,19,3,7,26,0,2,0,5,4,5,1,4,0,3,0,4,20,0,1,0,0,1,80,2019
Zak Butters,12698,PA,ME,1,7,2,6,13,2,0,0,3,1,0,1,3,1,0,0,4,9,0,0,2,3,0,84,2019
Darcy Byrne-Jones,12422,PA,ME,1,11,5,8,19,0,0,0,2,1,1,0,4,0,1,0,7,14,1,0,4,0,0,79,2019
Tom Clurey,12238,PA,ME,1,11,3,4,15,0,0,0,1,5,0,0,1,0,0,0,5,7,1,0,4,0,0,90,2019
Willem Drew,12695,PA,ME,1,10,5,11,21,0,0,0,5,1,3,4,2,2,1,0,10,14,0,0,2,0,1,81,2019
Xavier Duursma,12696,PA,ME,1,9,5,7,16,1,1,0,2,0,1,0,1,0,0,0,3,13,0,1,1,0,1,77,2019
Brad Ebert,11639,PA,ME,1,12,9,11,23,1,0,0,6,0,4,1,3,0,2,0,7,18,2,2,3,1,0,81,2019
Robbie Gray,11578,PA,ME,1,10,4,13,23,1,3,0,2,0,5,3,4,3,3,0,10,14,0,2,0,1,1,90,2019
Dan Houston,12495,PA,ME,1,10,3,6,16,0,0,0,4,4,2,1,0,0,0,0,6,7,2,0,1,0,0,80,2019
Tom Jonas,12002,PA,ME,1,6,2,6,12,0,0,0,2,0,1,0,1,1,1,0,4,8,0,0,9,0,0,98,2019
Scott Lycett,11994,PA,ME,1,3,0,7,10,0,0,16,1,2,2,4,1,1,0,0,8,3,0,0,4,0,1,77,2019
Todd Marshall,12575,PA,ME,1,8,4,2,10,1,1,0,0,1,1,0,1,3,0,0,2,8,0,1,1,0,1,72,2019
Steven Motlop,11818,PA,ME,1,10,3,9,19,0,0,0,1,1,5,0,1,1,0,0,6,12,0,0,1,2,0,77,2019
Sam Powell-Pepper,12494,PA,ME,1,12,3,8,20,0,3,0,2,1,3,2,7,1,4,0,9,11,1,1,1,1,0,79,2019
Tom Rockliff,11787,PA,ME,1,24,10,20,44,0,0,0,8,3,2,4,6,1,3,1,12,31,0,0,0,0,0,81,2019
Connor Rozee,12697,PA,ME,1,6,5,12,18,0,0,0,5,0,3,1,3,1,3,0,6,13,0,1,2,0,0,75,2019
Paddy Ryder,4144,PA,ME,1,4,2,4,8,0,1,16,1,0,4,2,2,2,1,0,7,1,1,0,2,0,2,81,2019
Jack Watts,11765,PA,ME,1,12,9,10,22,0,0,0,3,4,1,1,4,0,1,0,7,14,2,0,5,0,0,89,2019
Justin Westhoff,11579,PA,ME,1,12,9,6,18,5,0,0,5,0,3,0,4,1,2,3,11,10,1,5,4,0,0,85,2019
Luke Breust,11954,HW,AD,1,5,1,7,12,1,0,0,3,0,2,0,3,1,1,0,5,7,0,0,2,1,3,88,2019
Shaun Burgoyne,1126,HW,AD,1,7,2,5,12,0,2,0,3,0,4,1,2,0,2,0,6,5,0,1,4,0,1,77,2019
Jonathon Ceglar,12210,HW,AD,1,4,1,4,8,0,0,16,2,2,3,1,0,1,0,0,8,2,1,0,12,0,0,68,2019
James Cousins,12539,HW,AD,1,14,4,4,18,2,0,0,6,1,3,0,4,0,0,0,3,15,0,0,2,0,0,79,2019
James Frawley,11575,HW,AD,1,6,1,3,9,0,0,0,2,1,0,0,1,1,0,0,5,4,0,0,9,0,0,96,2019
Jack Gunston,11845,HW,AD,1,14,6,5,19,1,4,0,3,0,3,0,1,2,0,0,8,11,1,3,6,0,0,81,2019
Blake Hardwick,12469,HW,AD,1,15,4,7,22,0,0,0,4,7,2,1,3,1,0,0,7,11,1,1,3,0,1,86,2019
Ricky Henderson,11832,HW,AD,1,13,7,7,20,0,0,0,4,1,5,3,2,0,1,0,6,15,0,0,2,0,0,76,2019
Jarman Impey,12237,HW,AD,1,11,6,6,17,0,0,0,2,4,3,0,2,1,1,0,9,7,2,0,1,0,0,76,2019
Ben McEvoy,11682,HW,AD,1,6,8,12,18,2,0,23,0,2,0,2,3,0,0,3,10,9,5,2,5,0,0,75,2019
David Mirra,12613,HW,AD,1,10,7,6,16,0,0,0,4,4,1,0,3,0,1,0,6,13,0,0,5,0,0,88,2019
Harry Morrison,12579,HW,AD,1,7,1,10,17,0,0,0,6,0,3,1,4,0,1,0,9,8,0,0,1,0,0,76,2019
Conor Nash,12670,HW,AD,1,2,1,8,10,0,1,0,5,0,2,1,1,0,0,0,6,5,0,0,2,0,3,88,2019
Jaeger OMeara,12141,HW,AD,1,18,3,6,24,2,2,0,5,1,5,5,2,0,1,0,9,14,0,0,3,1,0,82,2019
Paul Puopolo,11942,HW,AD,1,2,0,7,9,0,0,0,5,1,2,1,1,0,1,0,7,3,0,0,3,1,0,87,2019
Jarryd Roughead,4078,HW,AD,1,5,3,10,15,0,3,1,3,0,0,1,5,0,0,0,8,7,1,2,1,1,1,82,2019
Jack Scrimshaw,12565,HW,AD,1,7,2,4,11,0,0,0,5,0,1,1,3,1,1,0,8,3,1,0,2,0,0,70,2019
Liam Shiels,11760,HW,AD,1,14,0,8,22,1,1,0,4,1,2,4,10,1,3,0,9,8,0,0,1,0,0,82,2019
James Sicily,12332,HW,AD,1,22,10,4,26,0,0,0,1,15,2,0,5,1,1,1,6,15,0,0,8,0,0,94,2019
Isaac Smith,11941,HW,AD,1,17,5,3,20,1,0,0,3,6,4,1,7,0,2,0,3,16,0,0,1,1,0,82,2019
Ben Stratton,11824,HW,AD,1,10,5,5,15,0,0,0,1,1,0,1,3,0,2,0,5,9,0,0,2,0,0,90,2019
James Worpel,12619,HW,AD,1,16,4,11,27,2,0,0,3,2,8,5,7,1,2,2,12,14,0,0,2,1,0,76,2019
Rory Atkins,12381,AD,HW,1,22,7,9,31,0,1,0,0,2,10,1,7,0,3,0,6,26,0,0,0,1,0,88,2019
Eddie Betts,4060,AD,HW,1,6,3,4,10,2,0,0,3,0,3,3,1,3,1,0,6,5,0,1,2,0,0,87,2019
Brad Crouch,12156,AD,HW,1,13,6,15,28,2,0,0,2,3,3,5,3,2,0,0,10,19,0,1,0,0,0,75,2019
Matt Crouch,12258,AD,HW,1,16,5,24,40,1,0,0,4,1,4,5,2,2,1,0,17,23,0,1,1,0,0,81,2019
Tom Doedee,12583,AD,HW,1,5,3,3,8,0,0,0,1,2,0,0,0,0,0,0,3,5,1,0,2,0,0,27,2019
Richard Douglas,2381,AD,HW,1,13,4,2,15,0,2,0,1,1,3,1,2,1,1,0,4,10,0,1,0,0,0,71,2019
Bryce Gibbs,11535,AD,HW,1,10,3,6,16,0,0,0,7,0,1,2,3,0,0,0,6,10,1,0,2,0,0,72,2019
Sam Jacobs,11708,AD,HW,1,6,2,6,12,0,1,31,2,0,3,3,2,0,1,0,6,6,1,0,4,0,0,81,2019
Josh Jenkins,12074,AD,HW,1,7,5,5,12,0,0,4,4,1,3,0,1,2,0,0,3,9,0,1,1,0,1,92,2019
Chayce Jones,12691,AD,HW,1,3,3,6,9,1,1,0,4,0,1,1,2,0,1,0,4,6,0,1,1,0,0,74,2019
Alex Keath,12560,AD,HW,1,13,6,7,20,0,0,0,2,4,2,1,7,1,1,0,13,9,3,0,5,0,0,94,2019
Jake Kelly,12335,AD,HW,1,11,4,14,25,0,0,0,1,2,1,0,4,0,1,0,7,16,1,0,7,0,0,95,2019
Riley Knight,12375,AD,HW,1,8,3,12,20,0,1,0,3,0,1,1,4,2,0,0,8,12,0,0,1,0,0,89,2019
Rory Laird,12165,AD,HW,1,18,5,11,29,0,0,0,3,3,4,0,4,0,0,0,7,22,0,0,4,0,0,88,2019
Tom Lynch,11865,AD,HW,1,8,5,12,20,0,0,0,1,0,2,0,2,0,0,0,15,4,3,0,2,0,0,92,2019
David Mackay,11634,AD,HW,1,13,2,6,19,0,0,0,2,6,1,0,4,0,0,0,6,12,0,0,3,0,0,83,2019
Wayne Milera,12405,AD,HW,1,13,4,13,26,0,1,0,4,5,1,4,3,1,0,0,9,16,0,0,4,1,0,86,2019
Lachlan Murphy,12585,AD,HW,1,5,2,6,11,0,0,0,1,0,4,1,1,1,0,0,3,8,0,1,0,0,2,76,2019
Rory Sloane,11792,AD,HW,1,15,4,21,36,1,0,0,9,2,4,11,2,3,0,0,22,13,0,1,3,0,1,86,2019
Brodie Smith,11891,AD,HW,1,9,5,12,21,0,1,0,2,4,2,1,1,0,0,0,6,11,0,0,3,1,1,83,2019
Daniel Talia,11989,AD,HW,1,7,4,11,18,0,0,0,1,5,0,0,1,2,0,0,4,15,0,0,9,0,0,90,2019
Taylor Walker,11713,AD,HW,1,8,6,5,13,0,1,0,1,0,5,0,4,0,1,0,7,7,1,0,3,0,0,92,2019
Oscar Allen,12655,WC,BL,1,4,2,4,8,2,0,0,2,0,3,0,0,2,0,0,7,2,1,1,5,0,1,82,2019
Tom Barrass,12383,WC,BL,1,8,3,1,9,0,0,12,0,2,0,2,2,2,0,0,2,5,0,0,12,0,0,86,2019
Jarrod Brander,12646,WC,BL,1,8,7,0,8,0,2,0,1,0,2,0,2,0,1,0,2,6,1,0,0,0,0,74,2019
Tom Cole,12446,WC,BL,1,4,2,3,7,0,0,0,3,1,0,0,3,0,2,0,4,4,0,0,4,0,0,87,2019
Jack Darling,11905,WC,BL,1,8,4,2,10,2,1,0,3,0,3,0,1,3,0,0,6,4,1,3,3,0,0,84,2019
Liam Duggan,12334,WC,BL,1,12,2,3,15,0,0,0,1,1,2,0,5,3,0,0,6,10,0,0,3,0,0,80,2019
Tom Hickey,12003,WC,BL,1,2,1,0,2,0,0,20,2,0,1,1,3,0,2,0,2,1,0,0,3,0,0,75,2019
Shannon Hurn,4162,WC,BL,1,17,5,3,20,0,0,0,3,7,3,0,3,1,2,0,6,8,1,0,3,0,0,88,2019
Mark Hutchings,12187,WC,BL,1,8,1,3,11,0,1,0,4,2,3,4,4,2,0,0,8,3,0,0,2,1,0,88,2019
Lewis Jetta,11804,WC,BL,1,9,3,5,14,0,0,0,1,2,2,0,2,1,2,0,3,10,0,0,2,0,0,88,2019
Chris Masten,11638,WC,BL,1,4,2,7,11,0,0,0,1,1,1,0,1,0,1,0,4,8,0,0,3,0,0,81,2019
Jeremy McGovern,12273,WC,BL,1,8,5,4,12,0,0,3,1,4,0,0,4,3,1,0,8,5,2,0,13,0,0,83,2019
Jack Petruccelle,12623,WC,BL,1,7,2,3,10,0,0,0,3,2,2,0,1,1,0,0,2,8,0,0,0,0,1,80,2019
Jack Redden,11780,WC,BL,1,10,4,12,22,0,0,0,5,1,1,3,3,1,0,0,9,13,0,0,3,0,0,82,2019
Liam Ryan,12600,WC,BL,1,4,2,4,8,1,1,0,6,0,1,0,3,3,2,0,6,4,0,1,2,2,0,84,2019
Dom Sheed,12253,WC,BL,1,20,7,18,38,1,0,0,3,5,5,10,4,1,1,0,21,16,0,1,2,0,0,83,2019
Brad Sheppard,11843,WC,BL,1,14,5,4,18,0,0,0,5,7,1,0,4,3,1,0,5,13,0,0,3,0,0,88,2019
Luke Shuey,11805,WC,BL,1,23,2,3,26,0,0,0,3,3,8,8,3,2,0,0,10,15,0,0,3,0,1,75,2019
Nathan Vardy,11955,WC,BL,1,1,0,2,3,0,0,14,1,0,0,1,6,1,3,0,2,1,0,0,6,0,0,78,2019
Daniel Venables,12602,WC,BL,1,3,0,6,9,1,0,0,5,1,2,2,3,1,2,0,7,4,0,0,5,0,0,72,2019
Jake Waterman,12601,WC,BL,1,4,4,4,8,0,1,0,1,0,3,0,2,0,1,0,4,5,1,1,1,0,1,80,2019
Elliot Yeo,12087,WC,BL,1,20,5,5,25,1,1,0,1,2,5,5,8,1,2,0,8,14,1,1,5,2,0,82,2019
Harris Andrews,12340,BL,WC,1,8,6,12,20,0,0,0,1,3,1,0,2,0,1,0,7,13,0,0,17,1,0,93,2019
Zac Bailey,12610,BL,WC,1,10,4,5,15,0,1,0,1,5,1,0,1,1,0,0,3,13,1,0,0,1,0,75,2019
