Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Caleb Daniel,12373,WB,SY,4,9,2,8,17,0,0,0,4,4,0,2,0,0,0,0,7,5,0,0,3,1,0,89,2020
Tim English,12537,WB,SY,4,12,6,10,22,1,0,17,1,4,5,3,2,1,0,1,7,15,1,1,3,0,0,96,2020
Jason Johannisen,12122,WB,SY,4,9,4,4,13,0,0,0,1,3,3,1,1,0,0,0,6,8,1,0,4,0,0,81,2020
Alex Keath,12560,WB,SY,4,4,2,2,6,0,0,0,0,1,0,0,1,1,0,0,2,4,0,0,4,0,0,100,2020
Tom Liberatore,11898,WB,SY,4,10,2,6,16,0,0,0,4,1,4,1,2,0,0,0,8,10,0,1,2,0,0,81,2020
Patrick Lipinski,12578,WB,SY,4,7,3,13,20,0,1,0,2,0,1,1,2,0,1,0,7,12,0,1,0,0,0,88,2020
Sam Lloyd,12263,WB,SY,4,3,1,2,5,1,1,0,2,0,1,1,0,2,0,0,3,2,0,0,1,0,1,45,2020
Jack Macrae,12166,WB,SY,4,10,2,12,22,1,0,0,2,1,3,2,5,0,1,0,8,13,0,0,1,0,0,84,2020
Toby McLean,12363,WB,SY,4,2,0,8,10,0,0,0,4,0,1,3,1,0,1,0,6,4,0,0,2,0,0,82,2020
Aaron Naughton,12594,WB,SY,4,3,2,1,4,1,0,0,1,0,1,0,0,1,0,0,4,0,2,1,0,0,0,19,2020
Ed Richards,12605,WB,SY,4,6,3,6,12,0,1,0,2,1,4,2,1,0,0,0,6,6,0,1,0,0,0,85,2020
Bailey Smith,12692,WB,SY,4,7,2,13,20,0,0,0,2,2,1,4,2,0,0,0,9,11,0,0,0,1,0,90,2020
Laitham Vandermeer,12776,WB,SY,4,6,5,1,7,1,1,0,0,0,3,0,0,0,0,0,3,4,2,2,0,0,0,76,2020
Mitch Wallis,11934,WB,SY,4,6,3,8,14,0,0,0,1,0,2,0,1,1,1,0,6,8,2,0,0,0,0,86,2020
Rhylee West,12748,WB,SY,4,7,4,5,12,1,0,0,1,0,1,2,5,1,2,0,8,5,2,1,0,0,0,82,2020
Bailey Williams,12441,WB,SY,4,9,5,5,14,0,0,0,2,8,2,0,2,1,1,0,2,10,1,0,1,0,1,91,2020
Lachie Ash,12782,GW,CW,4,2,1,2,4,0,0,0,2,0,2,0,1,0,1,0,2,3,1,0,1,0,0,86,2020
Jeremy Cameron,12017,GW,CW,4,9,3,2,11,2,1,0,3,0,2,0,1,1,0,0,5,6,2,2,1,0,1,94,2020
Stephen Coniglio,12028,GW,CW,4,8,2,3,11,0,1,0,1,0,2,2,2,0,2,0,4,6,0,1,0,0,0,92,2020
Aidan Corr,12181,GW,CW,4,12,6,5,17,0,0,0,3,5,0,0,1,0,0,0,4,9,0,0,1,0,0,86,2020
Brent Daniels,12656,GW,CW,4,5,4,8,13,0,0,0,3,0,4,1,2,1,0,0,5,9,0,0,1,0,1,83,2020
Phil Davis,11825,GW,CW,4,3,2,4,7,0,0,0,2,3,0,0,0,2,0,0,2,5,0,0,3,0,0,55,2020
Matt de Boer,11746,GW,CW,4,6,3,5,11,0,0,0,2,1,3,1,4,1,2,0,3,8,0,0,0,0,1,83,2020
Jeremy Finlayson,12553,GW,CW,4,8,2,2,10,1,1,3,3,0,4,3,1,1,1,0,5,5,0,0,1,0,0,69,2020
Tom Green,12770,GW,CW,4,5,2,13,18,1,0,0,0,2,1,7,3,1,1,0,12,6,0,0,1,0,0,67,2020
Toby Greene,12025,GW,CW,4,11,5,8,19,3,0,0,0,0,1,2,5,0,3,3,9,10,2,3,2,0,0,90,2020
Jackson Hately,12715,GW,CW,4,3,1,5,8,0,0,0,0,1,0,1,1,0,0,0,4,4,0,0,1,0,0,75,2020
Nick Haynes,12091,GW,CW,4,12,8,4,16,0,0,0,1,2,0,0,3,1,1,1,5,11,1,0,10,0,0,92,2020
Harry Himmelberg,12462,GW,CW,4,4,2,1,5,0,0,0,4,0,1,0,1,0,1,0,1,2,0,0,2,0,0,77,2020
Jacob Hopper,12440,GW,CW,4,5,1,9,14,0,0,0,6,2,1,3,6,1,4,0,10,5,0,0,1,0,0,78,2020
Josh Kelly,12255,GW,CW,4,11,3,10,21,1,0,0,6,1,4,3,2,0,0,0,4,14,0,0,0,0,2,89,2020
Shane Mumford,11656,GW,CW,4,2,3,7,9,0,0,17,4,1,1,4,5,1,4,0,5,4,0,1,5,0,0,87,2020
Harry Perryman,12536,GW,CW,4,7,2,7,14,1,0,0,0,1,4,0,3,0,2,0,6,7,0,0,1,0,1,86,2020
Heath Shaw,4132,GW,CW,4,13,5,3,16,0,0,1,1,7,0,1,1,0,0,0,3,13,0,0,1,0,0,94,2020
Sam Taylor,12644,GW,CW,4,2,3,6,8,0,0,0,1,2,0,0,2,1,1,0,6,2,1,0,8,0,0,95,2020
Callan Ward,11677,GW,CW,4,6,0,8,14,1,0,0,5,2,1,4,1,1,0,0,7,6,0,0,0,0,1,70,2020
Lachie Whitfield,12143,GW,CW,4,15,6,9,24,0,1,0,2,1,5,1,6,4,2,0,8,14,0,0,2,0,0,94,2020
Zac Williams,12175,GW,CW,4,14,0,7,21,0,0,0,2,7,1,3,4,0,0,0,6,13,0,0,1,0,0,58,2020
Taylor Adams,12066,CW,GW,4,13,4,4,17,0,0,0,10,0,5,4,2,3,2,0,6,12,0,0,1,0,0,79,2020
Callum Brown,12545,CW,GW,4,5,3,8,13,0,0,0,2,1,1,1,2,1,0,0,7,7,0,1,0,0,0,75,2020
Tyler Brown,12763,CW,GW,4,5,3,3,8,0,0,0,0,0,1,0,0,0,0,0,3,5,0,0,0,0,0,59,2020
Mason Cox,12428,CW,GW,4,5,4,3,8,1,0,8,0,1,0,0,3,0,1,0,2,2,2,1,2,0,0,86,2020
Jack Crisp,12061,CW,GW,4,13,3,4,17,1,0,0,3,2,5,3,2,1,2,0,7,10,1,0,1,0,0,85,2020
Josh Daicos,12573,CW,GW,4,4,2,3,7,1,0,0,7,0,1,1,1,0,1,0,3,4,0,0,0,0,0,85,2020
Jordan de Goey,12318,CW,GW,4,5,2,5,10,0,1,0,0,1,2,2,0,0,0,0,6,3,0,1,1,0,2,83,2020
Jamie Elliott,12083,CW,GW,4,5,1,6,11,0,0,0,4,0,4,1,3,0,1,0,4,7,0,0,0,1,1,83,2020
Brodie Grundy,12217,CW,GW,4,8,5,11,19,0,0,47,2,0,2,2,3,4,1,0,14,5,2,0,2,0,0,90,2020
Will Hoskin-Elliott,12026,CW,GW,4,7,3,1,8,0,2,0,0,1,3,0,0,0,0,0,3,5,0,1,0,0,0,75,2020
Jeremy Howe,11967,CW,GW,4,18,6,5,23,0,0,0,2,6,2,2,4,2,0,0,8,12,0,0,4,0,0,80,2020
Brayden Maynard,12371,CW,GW,4,17,5,6,23,0,0,0,1,3,5,0,4,2,0,0,5,15,1,0,2,0,1,89,2020
Chris Mayne,11642,CW,GW,4,3,2,5,8,0,1,0,2,0,1,0,2,0,2,0,2,8,0,0,2,0,0,77,2020
Brody Mihocek,12639,CW,GW,4,4,2,1,5,2,1,0,3,0,0,0,4,1,2,0,2,4,0,1,0,0,0,87,2020
Darcy Moore,12372,CW,GW,4,10,9,6,16,0,0,0,0,3,2,1,3,0,0,0,6,9,2,0,3,0,0,93,2020
John Noble,12743,CW,GW,4,6,2,5,11,0,0,0,5,2,1,0,3,1,1,0,4,7,0,0,0,0,0,79,2020
Scott Pendlebury,4182,CW,GW,4,14,1,12,26,0,1,0,2,2,7,7,1,3,0,2,17,9,0,0,3,0,0,81,2020
Tom Phillips,12452,CW,GW,4,6,1,3,9,2,0,0,3,0,2,1,0,0,0,0,4,4,0,0,0,0,0,75,2020
Jordan Roughead,11833,CW,GW,4,8,6,4,12,0,0,0,3,3,0,0,3,2,1,0,4,8,3,0,2,0,0,97,2020
Steele Sidebottom,11751,CW,GW,4,7,2,5,12,0,0,0,6,2,2,1,2,2,1,0,4,8,0,0,0,0,0,90,2020
Jaidyn Stephenson,12587,CW,GW,4,7,4,3,10,2,2,0,3,0,1,0,2,0,1,0,5,5,0,4,0,0,0,91,2020
Rupert Wills,12468,CW,GW,4,7,2,9,16,0,0,0,8,0,1,5,3,3,0,0,11,6,0,0,2,0,1,61,2020
Karl Amon,12357,PA,WC,4,13,4,4,17,1,1,0,2,2,3,0,1,0,0,0,3,14,0,0,1,0,0,83,2020
Travis Boak,11583,PA,WC,4,10,2,9,19,0,1,0,3,1,4,4,3,0,1,0,8,11,0,0,1,0,2,76,2020
Riley Bonner,12483,PA,WC,4,10,4,1,11,0,0,0,0,2,3,1,1,0,0,0,5,6,1,0,1,0,0,72,2020
Zak Butters,12698,PA,WC,4,9,3,5,14,0,2,0,1,0,3,1,1,1,1,0,4,9,1,0,0,1,1,82,2020
Darcy Byrne-Jones,12422,PA,WC,4,14,4,2,16,0,0,0,0,4,1,2,3,1,1,0,3,12,0,0,3,0,0,86,2020
Tom Clurey,12238,PA,WC,4,10,9,2,12,0,0,0,2,2,2,0,0,0,0,0,4,9,2,0,3,0,0,92,2020
Charlie Dixon,11914,PA,WC,4,9,7,6,15,6,2,1,1,0,1,0,3,2,0,3,12,3,6,5,2,0,0,87,2020
Brad Ebert,11639,PA,WC,4,13,4,3,16,2,0,0,5,1,5,0,4,2,0,0,4,11,0,0,1,0,1,85,2020
Kane Farrell,12664,PA,WC,4,8,3,2,10,0,0,0,2,3,2,0,2,0,0,0,4,6,0,0,0,2,0,83,2020
Robbie Gray,11578,PA,WC,4,6,0,5,11,0,0,0,4,0,2,3,3,2,2,0,10,2,0,0,2,0,1,85,2020
Hamish Hartlett,11740,PA,WC,4,16,6,6,22,1,1,0,0,4,4,1,3,0,1,1,3,16,0,0,1,0,0,86,2020
Dan Houston,12495,PA,WC,4,11,5,7,18,0,0,0,5,3,2,0,3,0,0,0,6,10,0,0,1,0,0,88,2020
Tom Jonas,12002,PA,WC,4,11,6,4,15,0,0,0,2,4,1,0,2,0,1,0,5,9,0,0,7,0,0,93,2020
Scott Lycett,11994,PA,WC,4,6,1,4,10,0,0,15,6,0,2,6,0,2,0,0,7,3,0,0,1,0,0,83,2020
Todd Marshall,12575,PA,WC,4,7,5,1,8,1,1,0,5,0,2,0,1,2,0,0,4,3,2,2,0,0,1,82,2020
Trent McKenzie,11912,PA,WC,4,6,2,1,7,0,0,0,1,2,0,0,1,1,1,0,3,2,1,0,4,0,0,82,2020
Steven Motlop,11818,PA,WC,4,3,3,10,13,0,0,0,1,0,1,0,2,0,1,0,4,9,0,0,0,0,1,76,2020
Sam Powell-Pepper,12494,PA,WC,4,2,2,9,11,0,0,0,3,1,1,1,0,0,0,0,8,4,0,0,1,0,0,77,2020
Tom Rockliff,11787,PA,WC,4,9,4,10,19,0,0,0,3,1,1,1,1,1,0,0,4,15,0,0,0,0,0,61,2020
Connor Rozee,12697,PA,WC,4,10,5,5,15,0,1,0,0,0,2,1,2,0,1,0,5,9,0,1,2,0,0,86,2020
Justin Westhoff,11579,PA,WC,4,9,8,4,13,2,0,1,3,0,2,0,1,0,0,2,6,9,2,3,2,0,0,77,2020
Ollie Wines,12150,PA,WC,4,7,3,7,14,0,1,0,1,0,4,2,0,1,0,0,5,9,0,1,1,0,0,76,2020
Brendon Ah Chee,12338,WC,PA,4,3,2,6,9,0,0,0,1,0,1,0,3,0,1,0,5,5,2,0,2,1,0,83,2020
Tom Barrass,12383,WC,PA,4,5,4,0,5,0,0,0,0,2,0,0,1,0,1,0,2,4,1,0,18,0,0,91,2020
Jarrod Brander,12646,WC,PA,4,7,5,3,10,0,0,0,1,2,0,0,1,0,0,0,3,7,1,0,1,0,0,79,2020
Tom Cole,12446,WC,PA,4,5,2,5,10,0,0,0,5,3,0,1,1,1,1,0,5,6,0,0,3,0,0,85,2020
Jamie Cripps,11937,WC,PA,4,6,4,6,12,0,1,0,1,0,2,1,1,1,0,0,4,9,0,0,1,0,1,86,2020
Jack Darling,11905,WC,PA,4,2,1,2,4,0,1,0,1,0,0,0,3,1,0,0,5,0,1,1,2,0,0,100,2020
Liam Duggan,12334,WC,PA,4,10,3,5,15,0,0,0,0,1,3,2,1,0,1,0,3,12,0,0,3,0,0,84,2020
Andrew Gaff,11904,WC,PA,4,17,6,10,27,0,0,0,1,0,4,4,1,0,0,0,9,16,0,0,1,2,1,87,2020
Tom Hickey,12003,WC,PA,4,2,2,2,4,0,0,6,1,1,1,0,0,0,0,0,2,3,0,0,2,0,0,41,2020
Shannon Hurn,4162,WC,PA,4,15,5,2,17,0,0,0,0,6,1,0,3,0,1,0,4,8,1,0,4,1,0,81,2020
Lewis Jetta,11804,WC,PA,4,10,3,5,15,0,0,0,2,7,0,0,5,0,1,0,3,8,0,0,0,0,0,78,2020
Jamaine Jones,12637,WC,PA,4,6,3,5,11,0,0,0,3,2,3,0,4,2,2,0,4,7,0,0,0,0,0,78,2020
Tim Kelly,12595,WC,PA,4,15,2,3,18,1,0,0,6,2,2,4,4,1,0,0,10,8,0,0,0,0,1,80,2020
Josh Kennedy,4169,WC,PA,4,7,7,4,11,4,1,0,1,0,3,0,2,0,1,0,5,7,3,4,0,0,0,96,2020
Nic Naitanui,11768,WC,PA,4,6,0,3,9,0,0,30,0,0,3,6,3,0,1,0,9,1,0,0,3,0,0,63,2020
Jack Redden,11780,WC,PA,4,7,5,5,12,0,0,0,2,2,1,0,0,1,0,0,2,10,0,0,0,0,0,84,2020
Liam Ryan,12600,WC,PA,4,10,5,1,11,1,0,0,2,0,5,1,3,2,1,0,7,4,2,1,2,0,0,88,2020
Will Schofield,11605,WC,PA,4,1,0,2,3,0,0,0,1,2,0,0,3,0,3,0,1,2,0,0,2,0,0,81,2020
Dom Sheed,12253,WC,PA,4,9,4,11,20,0,0,0,1,1,1,5,2,0,0,0,10,11,0,0,1,0,0,82,2020
Brad Sheppard,11843,WC,PA,4,9,6,6,15,0,0,0,2,3,0,0,0,0,0,0,3,12,0,0,3,0,0,100,2020
Luke Shuey,11805,WC,PA,4,13,1,9,22,0,0,0,2,1,5,5,1,1,1,0,13,10,0,0,2,0,0,69,2020
Elliot Yeo,12087,WC,PA,4,10,1,8,18,0,0,0,3,0,1,6,5,0,0,0,8,7,0,0,1,0,0,83,2020
David Astbury,11828,RI,SK,4,8,5,6,14,0,0,0,1,1,2,0,3,0,0,0,6,7,2,0,3,0,1,85,2020
Liam Baker,12661,RI,SK,4,2,3,12,14,0,0,0,4,1,1,0,3,0,1,0,5,9,0,0,3,0,0,79,2020
Shai Bolton,12535,RI,SK,4,8,3,2,10,2,0,0,4,0,3,0,0,0,0,0,3,8,0,0,0,0,0,69,2020
Nathan Broad,12456,RI,SK,4,2,3,8,10,0,0,0,0,1,0,0,1,0,0,0,4,6,0,0,2,0,0,87,2020
Josh Caddy,12010,RI,SK,4,6,4,6,12,0,0,0,1,2,3,0,1,0,0,0,1,10,0,0,0,0,1,80,2020
Jason Castagna,12431,RI,SK,4,2,1,7,9,1,1,0,2,0,1,0,1,1,0,0,2,7,0,0,0,0,0,82,2020
Trent Cotchin,11666,RI,SK,4,10,4,13,23,0,0,0,6,0,6,2,2,3,1,0,12,11,0,0,0,0,1,75,2020
Shane Edwards,11557,RI,SK,4,10,0,14,24,1,0,0,6,1,4,8,4,0,0,0,14,11,0,0,3,0,1,76,2020
Dylan Grimes,11879,RI,SK,4,2,0,3,5,0,0,0,0,0,0,0,1,1,1,0,2,3,0,0,8,0,0,96,2020
Jack Higgins,12609,RI,SK,4,8,4,9,17,1,1,0,2,0,3,3,1,1,0,0,7,10,0,0,2,0,1,83,2020
Bachar Houli,11566,RI,SK,4,13,8,8,21,0,0,0,2,4,1,1,3,1,1,0,1,18,0,0,1,0,0,88,2020
Kane Lambert,12333,RI,SK,4,2,0,9,11,0,0,0,4,0,1,0,1,0,0,0,3,8,0,0,0,0,1,74,2020
Tom Lynch,11948,RI,SK,4,8,4,6,14,2,2,0,1,0,2,0,3,0,2,0,5,12,1,4,2,0,1,98,2020
Dustin Martin,11794,RI,SK,4,7,2,11,18,0,0,0,1,0,1,2,0,1,0,0,10,9,0,0,2,0,0,92,2020
Kamdyn McIntosh,12317,RI,SK,4,5,3,4,9,0,0,0,2,1,0,1,3,1,1,0,2,8,0,0,3,0,0,73,2020
Toby Nankervis,12374,RI,SK,4,9,4,8,17,1,0,26,7,2,2,5,2,3,0,0,13,4,2,1,7,0,0,80,2020
Dion Prestia,11917,RI,SK,4,13,1,12,25,0,0,0,6,2,4,5,7,1,2,0,8,18,0,0,1,0,0,82,2020
Jack Riewoldt,11576,RI,SK,4,5,3,2,7,1,3,0,1,0,0,0,1,0,1,0,3,4,0,3,2,0,2,98,2020
Jack Ross,12712,RI,SK,4,6,1,7,13,0,0,0,1,1,0,0,4,0,0,0,5,10,0,0,2,0,0,69,2020
Jayden Short,12418,RI,SK,4,13,5,7,20,0,0,0,0,4,3,1,3,1,1,0,6,14,0,0,1,1,0,74,2020
Sydney Stack,12708,RI,SK,4,3,1,6,9,1,0,0,0,0,0,1,4,0,1,0,2,7,0,0,2,0,0,73,2020
Nick Vlastuin,12174,RI,SK,4,7,3,4,11,0,0,0,0,3,2,0,5,1,3,0,5,7,1,0,3,0,0,85,2020
Josh Battle,12558,SK,RI,4,9,6,7,16,1,0,2,0,0,2,0,3,2,1,0,7,9,2,1,1,0,1,71,2020
Jack Billings,12249,SK,RI,4,13,5,12,25,0,0,0,2,2,3,5,1,1,0,0,9,15,0,0,1,0,0,92,2020
Dan Butler,12490,SK,RI,4,10,3,4,14,3,2,0,3,1,3,0,0,1,0,3,6,8,1,0,0,0,1,84,2020
Jake Carlisle,11871,SK,RI,4,8,9,1,9,0,0,3,1,2,0,0,0,0,0,1,2,7,2,0,7,0,0,97,2020
Hunter Clark,12591,SK,RI,4,8,2,7,15,0,0,0,5,1,2,3,1,2,0,0,9,7,0,0,1,0,1,78,2020
Nick Coffield,12608,SK,RI,4,10,5,6,16,0,0,0,1,1,0,3,1,0,0,0,7,9,0,0,2,0,0,75,2020
Jade Gresham,12415,SK,RI,4,4,2,6,10,0,0,0,2,0,2,2,3,0,1,0,4,6,0,0,1,0,0,70,2020
Dan Hannebery,11783,SK,RI,4,5,1,13,18,0,0,0,1,2,2,4,2,0,1,0,9,9,0,0,1,0,0,79,2020
Bradley Hill,12060,SK,RI,4,14,6,5,19,1,0,0,2,2,3,0,4,2,0,0,2,16,0,1,1,0,0,85,2020
Dougal Howard,12420,SK,RI,4,8,5,0,8,0,0,1,1,1,0,0,0,0,0,0,1,5,0,0,8,0,0,93,2020
Zak Jones,12288,SK,RI,4,6,2,6,12,0,0,0,0,0,2,1,4,0,0,0,5,6,0,0,0,0,1,48,2020
Dean Kent,12184,SK,RI,4,8,2,2,10,2,0,0,0,1,2,1,6,0,2,0,2,6,0,0,1,0,1,77,2020
Max King,12773,SK,RI,4,5,3,5,10,0,0,0,1,1,1,0,2,0,1,0,4,5,1,0,0,0,0,86,2020
Ben Long,12521,SK,RI,4,9,2,8,17,0,0,0,7,2,1,1,5,1,3,2,9,9,0,0,3,0,0,85,2020
Jack Lonie,12324,SK,RI,4,12,3,4,16,2,0,0,1,3,3,2,3,3,1,0,5,10,0,0,0,0,2,83,2020
Jonathon Marsh,12386,SK,RI,4,7,4,4,11,1,0,0,5,0,3,0,3,1,1,0,4,7,1,2,1,0,1,86,2020
Rowan Marshall,12564,SK,RI,4,8,4,7,15,2,0,25,2,0,2,2,3,0,2,0,10,5,2,1,1,0,0,91,2020
Tim Membrey,12300,SK,RI,4,7,7,6,13,3,1,0,3,0,0,0,0,0,0,0,6,7,2,5,2,0,1,81,2020
Ben Paton,12671,SK,RI,4,5,5,9,14,0,0,0,0,2,1,1,1,0,0,0,3,9,0,0,1,0,0,81,2020
Sebastian Ross,12132,SK,RI,4,9,2,7,16,0,0,0,3,2,4,3,4,0,2,0,5,12,0,0,0,0,0,87,2020
Jack Steele,12368,SK,RI,4,10,3,11,21,0,0,0,10,3,2,5,1,1,0,0,8,13,1,0,0,0,0,81,2020
Callum Wilkie,12703,SK,RI,4,8,1,2,10,0,0,0,2,2,0,0,0,1,0,0,1,6,0,0,4,0,0,91,2020
Eddie Betts,4060,CA,ES,4,7,2,1,8,1,2,0,0,0,4,0,3,0,1,0,2,5,0,0,1,0,0,86,2020
Levi Casboult,12114,CA,ES,4,12,9,2,14,3,0,5,1,1,1,0,3,0,0,2,7,8,3,5,2,0,0,95,2020
Patrick Cripps,12261,CA,ES,4,10,2,10,20,0,1,0,4,0,5,2,3,0,0,0,7,13,0,0,0,0,0,89,2020
David Cuningham,12476,CA,ES,4,15,8,13,28,0,2,0,1,0,6,2,5,1,1,3,10,17,0,2,0,2,0,84,2020
Ed Curnow,11883,CA,ES,4,10,2,10,20,0,0,0,6,2,3,2,2,1,1,0,10,7,1,0,2,0,0,92,2020
Sam Docherty,12170,CA,ES,4,22,8,10,32,0,0,0,0,8,1,2,1,0,0,0,10,21,0,0,1,0,0,86,2020
Michael Gibbons,12685,CA,ES,4,18,8,7,25,0,2,0,5,1,4,2,8,1,3,1,7,20,0,3,2,0,1,88,2020
Liam Jones,11866,CA,ES,4,3,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,7,0,0,98,2020
Jack Martin,12236,CA,ES,4,2,2,9,11,1,0,0,3,0,0,1,5,0,1,0,5,6,0,1,2,0,0,90,2020
Mitch McGovern,12404,CA,ES,4,8,1,2,10,2,0,0,2,0,0,0,4,1,1,0,5,5,1,1,2,0,0,84,2020
Marc Murphy,4148,CA,ES,4,15,4,6,21,0,0,0,3,0,6,3,2,0,0,0,8,10,0,0,0,0,2,86,2020
Jack Newnes,12050,CA,ES,4,8,3,5,13,0,1,0,3,2,3,1,2,0,0,0,2,11,0,1,0,0,0,75,2020
Sam Petrevski-Seton,12487,CA,ES,4,9,5,5,14,0,0,0,3,2,2,2,1,0,1,0,5,8,0,0,2,0,0,83,2020
Sam Philp,12784,CA,ES,4,2,0,3,5,0,0,0,2,0,1,0,2,0,0,0,4,2,0,0,1,0,0,67,2020
Marc Pittonet,12417,CA,ES,4,8,3,3,11,0,0,20,2,0,3,8,2,2,2,0,7,3,2,0,3,0,0,83,2020
Lachie Plowman,12142,CA,ES,4,9,2,4,13,0,0,0,1,1,0,1,2,2,1,0,4,9,0,0,4,0,0,91,2020
Will Setterfield,12567,CA,ES,4,10,3,8,18,0,0,0,2,1,5,6,1,1,0,0,10,9,0,0,1,0,0,82,2020
Jack Silvagni,12458,CA,ES,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2020
Kade Simpson,1456,CA,ES,4,12,6,3,15,0,0,0,2,3,0,0,1,0,0,0,4,11,0,0,3,0,0,77,2020
Sam Walsh,12684,CA,ES,4,12,7,12,24,0,0,0,2,1,4,2,3,1,0,0,7,18,0,0,2,0,0,85,2020
Jacob Weitering,12402,CA,ES,4,9,5,2,11,0,0,0,1,3,0,0,1,1,1,0,5,6,1,0,6,0,0,100,2020
Tom Williamson,12517,CA,ES,4,9,5,6,15,0,0,0,2,1,1,3,3,2,0,0,7,8,0,0,1,0,1,76,2020
Tom Bellchambers,11675,ES,CA,4,5,0,1,6,0,0,24,0,2,1,3,2,1,2,0,4,1,0,0,5,0,0,73,2020
Orazio Fantasia,12302,ES,CA,4,4,1,2,6,0,0,0,3,0,2,0,0,1,0,0,3,4,0,1,4,0,2,79,2020
Aaron Francis,12467,ES,CA,4,9,7,5,14,0,0,0,4,2,2,0,2,1,0,0,4,9,0,0,4,0,0,82,2020
Martin Gleeson,12240,ES,CA,4,10,3,4,14,0,0,0,1,2,2,0,2,0,0,0,4,10,0,0,3,0,0,79,2020
Brayden Ham,12713,ES,CA,4,4,2,2,6,0,0,0,0,0,1,0,1,0,0,0,1,4,0,0,0,0,0,77,2020
Cale Hooker,11702,ES,CA,4,5,5,8,13,0,0,0,0,2,0,0,1,0,0,0,5,6,0,0,7,1,0,89,2020
Michael Hurley,11715,ES,CA,4,14,4,2,16,0,0,0,0,7,0,1,5,1,1,0,5,7,1,0,1,0,0,91,2020
Kyle Langford,12349,ES,CA,4,6,3,8,14,0,0,0,4,0,2,3,5,0,2,0,6,8,0,0,0,1,0,81,2020
Anthony McDonald-Tipungwuti,12407,ES,CA,4,3,1,1,4,1,0,0,3,0,1,1,1,0,0,0,2,2,0,0,2,0,0,82,2020
Andrew McGrath,12491,ES,CA,4,11,0,9,20,0,0,0,5,2,2,4,3,1,0,0,9,10,0,0,1,0,0,86,2020
Shaun McKernan,11774,ES,CA,4,10,7,3,13,1,0,8,2,1,3,1,5,1,1,0,6,7,1,1,1,0,0,81,2020
Zach Merrett,12241,ES,CA,4,9,1,8,17,0,0,0,3,2,5,3,2,0,0,0,7,10,0,0,0,1,1,76,2020
Darcy Parish,12406,ES,CA,4,6,0,4,10,2,0,0,2,0,2,1,3,0,1,0,6,4,0,0,1,0,1,81,2020
Mason Redman,12437,ES,CA,4,7,2,3,10,0,0,0,3,3,1,0,1,1,0,0,4,6,1,0,3,3,0,78,2020
Jordan Ridley,12631,ES,CA,4,13,6,5,18,0,0,0,2,5,1,0,1,1,0,0,8,8,2,0,9,0,1,92,2020
Adam Saad,12330,ES,CA,4,12,3,4,16,0,0,0,5,7,1,0,0,1,0,0,7,6,1,0,4,1,0,90,2020
Dylan Shiel,12022,ES,CA,4,11,1,8,19,0,0,0,2,3,3,4,2,2,0,0,13,6,0,0,1,0,0,82,2020
Devon Smith,12029,ES,CA,4,11,5,7,18,1,0,0,6,2,2,1,7,0,2,0,6,10,0,0,0,1,0,85,2020
Will Snelling,12484,ES,CA,4,1,0,6,7,0,0,0,3,0,0,0,3,0,1,0,2,4,0,0,1,0,0,75,2020
Jake Stringer,12167,ES,CA,4,5,1,3,8,2,0,0,2,1,1,1,3,1,1,0,4,4,0,1,1,0,0,84,2020
Jacob Townsend,12023,ES,CA,4,4,3,1,5,1,0,0,1,0,2,0,1,1,1,0,4,3,2,2,3,0,0,78,2020
David Zaharakis,11729,ES,CA,4,4,2,9,13,0,0,0,6,1,0,0,2,0,1,0,2,11,0,0,0,1,1,80,2020
Ben Ainsworth,12498,GC,FR,4,7,6,5,12,2,0,0,1,0,4,1,3,0,1,0,2,10,0,1,2,0,0,84,2020
Noah Anderson,12767,GC,FR,4,12,5,2,14,0,0,0,1,0,4,3,3,0,1,0,6,7,1,1,0,0,2,68,2020
Charlie Ballard,12625,GC,FR,4,8,6,3,11,0,0,0,2,1,1,1,2,0,1,0,4,7,2,0,4,0,0,96,2020
Jack Bowes,12499,GC,FR,4,12,5,6,18,0,0,0,1,2,5,1,5,0,3,0,8,10,2,0,1,0,1,77,2020
Connor Budarick,12769,GC,FR,4,7,2,1,8,0,0,0,0,3,1,1,0,1,0,0,3,5,0,0,3,0,0,80,2020
Sam Collins,12444,GC,FR,4,6,6,1,7,0,0,0,1,3,0,0,1,0,0,0,3,4,2,0,8,0,0,100,2020
Sam Day,11947,GC,FR,4,2,2,5,7,1,1,4,1,0,0,0,1,0,0,0,4,3,0,2,3,0,1,68,2020
Brandon Ellis,12034,GC,FR,4,13,7,7,20,0,0,0,2,1,3,2,2,1,0,0,5,14,1,0,0,2,0,86,2020
Hugh Greenwood,12533,GC,FR,4,3,0,4,7,0,0,0,8,1,2,2,0,0,0,0,5,2,0,0,1,0,0,76,2020
Pearce Hanley,11704,GC,FR,4,7,2,3,10,0,0,0,1,1,1,1,2,0,2,0,1,11,0,0,0,1,0,75,2020
