Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Errol Gulden,12862,SY,GE,7,6,4,1,7,1,2,0,5,0,2,0,3,1,1,0,4,4,1,2,0,0,1,73,2021
Will Hayward,12509,SY,GE,7,4,4,6,10,0,0,0,4,0,0,0,5,0,2,0,9,1,4,0,1,0,1,85,2021
Isaac Heeney,12326,SY,GE,7,5,3,2,7,0,1,0,0,0,1,0,3,0,2,0,2,4,0,1,3,0,0,80,2021
Tom Hickey,12003,SY,GE,7,9,1,11,20,1,0,23,2,1,2,11,2,3,0,0,16,5,0,0,1,0,0,78,2021
Josh Kennedy,11672,SY,GE,7,11,5,11,22,0,0,0,2,2,3,6,3,1,0,0,8,14,0,0,2,0,0,74,2021
Jake Lloyd,12268,SY,GE,7,17,3,8,25,0,0,0,4,7,0,0,2,0,1,0,0,19,0,0,3,1,0,87,2021
Tom McCartin,12627,SY,GE,7,8,2,1,9,0,0,0,0,6,0,2,3,0,0,0,5,5,1,0,10,0,0,96,2021
Justin McInerney,12711,SY,GE,7,7,3,3,10,1,0,0,1,1,0,0,1,0,1,0,4,7,0,1,0,0,0,75,2021
Hayden McLean,12745,SY,GE,7,6,4,3,9,4,0,0,2,0,0,0,0,1,0,1,5,3,3,3,1,0,0,93,2021
Lewis Melican,12526,SY,GE,7,5,6,6,11,0,0,0,0,3,1,0,2,1,1,0,5,6,3,0,2,0,0,77,2021
Callum Mills,12413,SY,GE,7,16,11,3,19,0,0,0,1,7,0,1,0,1,0,0,3,14,0,0,4,0,0,86,2021
Colin ORiordan,12658,SY,GE,7,8,3,6,14,0,0,0,1,0,3,0,1,0,0,0,5,6,0,0,2,0,1,68,2021
Tom Papley,12412,SY,GE,7,8,1,3,11,2,0,0,2,0,0,1,4,1,1,0,5,4,0,0,2,0,1,79,2021
Luke Parker,11953,SY,GE,7,5,3,17,22,0,0,0,3,1,1,5,2,1,1,0,13,9,0,0,1,1,0,84,2021
James Rowbottom,12714,SY,GE,7,15,6,5,20,1,0,0,4,3,5,2,7,0,2,0,4,13,0,1,0,0,0,82,2021
Callum Sinclair,12158,SY,GE,7,2,1,5,7,0,0,9,3,0,2,2,3,2,1,0,7,2,0,0,6,0,2,85,2021
Dylan Stephens,12796,SY,GE,7,11,7,4,15,1,0,0,1,2,2,0,3,0,2,0,2,12,0,1,1,0,0,72,2021
Chad Warner,12797,SY,GE,7,9,2,5,14,1,0,0,6,0,3,2,3,1,0,0,5,9,0,0,2,0,1,82,2021
Sam Wicks,12818,SY,GE,7,7,1,2,9,0,0,0,2,0,2,0,4,0,3,0,3,6,0,0,0,0,1,76,2021
Tom Atkins,12690,GE,SY,7,7,4,8,15,0,0,0,3,4,1,2,2,1,0,0,10,6,1,0,2,0,0,84,2021
Jed Bews,12278,GE,SY,7,5,2,7,12,0,0,0,3,1,2,0,4,0,1,0,2,9,0,0,1,1,0,82,2021
Mark Blicavs,12153,GE,SY,7,8,2,6,14,0,0,7,1,0,7,2,2,0,1,0,6,9,0,0,0,0,0,96,2021
Jeremy Cameron,12017,GE,SY,7,7,1,2,9,3,0,0,1,0,2,0,4,2,2,0,6,4,0,1,1,0,0,86,2021
Jordan Clark,12688,GE,SY,7,8,5,10,18,0,1,0,2,0,1,0,2,0,1,0,6,14,0,1,4,1,0,78,2021
Brad Close,12806,GE,SY,7,9,4,9,18,2,0,0,1,0,3,0,1,3,0,0,5,13,0,0,1,0,1,85,2021
Luke Dahlhaus,11974,GE,SY,7,10,3,11,21,1,2,0,4,0,3,1,3,1,1,0,7,14,0,0,2,0,2,73,2021
Mitch Duncan,11798,GE,SY,7,21,7,8,29,1,1,0,2,1,4,5,3,4,1,0,9,18,0,0,0,0,0,91,2021
Cameron Guthrie,11884,GE,SY,7,17,4,13,30,0,1,0,7,1,10,9,0,0,0,0,12,17,0,0,1,0,0,76,2021
Zach Guthrie,12551,GE,SY,7,5,2,1,6,0,0,0,1,0,1,0,1,1,0,0,2,4,1,0,3,0,0,38,2021
Tom Hawkins,11548,GE,SY,7,6,5,4,10,1,1,4,3,0,1,0,4,0,0,0,6,4,4,4,1,0,0,96,2021
Lachie Henderson,11637,GE,SY,7,9,6,9,18,0,1,0,1,3,2,0,3,0,2,0,6,11,2,0,3,0,2,100,2021
Jack Henry,12607,GE,SY,7,12,8,11,23,0,0,5,2,1,3,0,1,1,0,2,7,16,1,0,8,0,0,86,2021
Sam Menegola,12464,GE,SY,7,14,4,7,21,1,2,0,1,1,5,3,2,0,1,0,9,10,0,1,1,0,0,76,2021
Gryan Miers,12689,GE,SY,7,6,4,5,11,1,0,0,0,0,1,0,3,1,0,0,4,7,0,2,0,0,1,38,2021
Quinton Narkle,12651,GE,SY,7,3,2,12,15,0,0,0,3,0,3,4,2,0,0,0,8,7,0,0,0,0,0,58,2021
Brandan Parfitt,12506,GE,SY,7,9,1,11,20,0,0,0,7,0,4,3,2,0,1,0,8,12,0,0,0,0,0,71,2021
Gary Rohan,11842,GE,SY,7,8,2,2,10,2,2,0,2,0,1,1,2,3,1,0,6,4,0,0,2,0,0,89,2021
Joel Selwood,11538,GE,SY,7,14,3,15,29,0,0,0,7,0,3,6,3,4,1,0,14,17,0,0,1,0,0,79,2021
Isaac Smith,11941,GE,SY,7,16,10,6,22,0,1,0,2,3,4,0,5,0,1,0,2,20,0,0,1,0,0,89,2021
Rhys Stanley,11847,GE,SY,7,6,2,4,10,0,0,16,0,1,1,2,1,0,1,0,6,5,1,0,2,0,0,65,2021
Tom Stewart,12505,GE,SY,7,19,9,6,25,0,1,0,1,6,2,0,1,1,0,0,7,14,1,0,5,0,0,84,2021
Zach Tuohy,11973,GE,SY,7,13,7,5,18,0,0,0,3,3,1,1,2,1,1,0,3,14,0,0,1,1,1,80,2021
Aliir Aliir,12433,PA,BL,7,12,8,6,18,0,0,0,2,0,2,0,1,2,0,1,10,6,5,1,2,0,0,98,2021
Karl Amon,12357,PA,BL,7,14,5,6,20,0,3,0,2,2,4,1,2,1,1,0,6,12,0,1,0,0,0,82,2021
Miles Bergman,12867,PA,BL,7,15,7,4,19,1,1,0,0,3,4,0,2,2,0,0,5,14,0,1,1,0,0,78,2021
Ryan Burton,12477,PA,BL,7,9,1,1,10,0,0,0,1,4,2,0,3,0,1,0,2,3,0,0,0,0,0,39,2021
Darcy Byrne-Jones,12422,PA,BL,7,5,2,6,11,0,0,0,7,1,3,2,0,0,0,0,1,9,0,0,1,0,0,81,2021
Tom Clurey,12238,PA,BL,7,7,5,6,13,0,0,0,0,2,0,0,0,1,0,0,7,6,1,0,6,0,0,94,2021
Charlie Dixon,11914,PA,BL,7,6,1,6,12,0,2,10,2,0,2,4,5,3,1,0,11,3,0,1,6,0,0,95,2021
Willem Drew,12695,PA,BL,7,12,6,20,32,1,1,0,4,1,1,5,3,0,0,0,13,19,1,0,1,0,0,73,2021
Orazio Fantasia,12302,PA,BL,7,3,1,4,7,0,1,0,3,0,2,0,0,1,0,0,4,3,0,0,0,0,0,91,2021
Martin Frederick,12894,PA,BL,7,9,6,7,16,0,0,0,2,2,2,0,2,1,1,0,5,13,2,1,3,0,0,84,2021
Mitch Georgiades,12766,PA,BL,7,5,3,3,8,0,0,0,1,0,3,0,1,1,1,0,4,5,1,0,1,0,1,81,2021
Robbie Gray,11578,PA,BL,7,10,6,12,22,1,0,0,0,2,2,2,6,0,0,0,8,14,1,2,0,0,0,87,2021
Hamish Hartlett,11740,PA,BL,7,6,3,2,8,0,1,0,1,3,1,0,2,0,1,0,2,5,0,1,4,0,0,76,2021
Dan Houston,12495,PA,BL,7,10,3,7,17,0,1,0,3,3,0,0,5,2,2,0,4,13,0,1,1,0,1,71,2021
Tom Jonas,12002,PA,BL,7,15,2,6,21,0,0,0,3,11,3,1,2,2,1,0,8,7,0,0,6,0,1,95,2021
Scott Lycett,11994,PA,BL,7,7,3,2,9,0,0,23,1,1,2,5,5,0,4,0,5,4,0,0,3,0,0,78,2021
Todd Marshall,12575,PA,BL,7,5,2,2,7,0,0,0,2,0,2,0,1,1,0,0,6,3,1,0,3,0,0,72,2021
Sam Mayes,12162,PA,BL,7,3,1,5,8,0,0,0,1,0,3,0,2,0,0,0,0,8,0,0,0,0,1,38,2021
Steven Motlop,11818,PA,BL,7,11,8,8,19,0,1,0,2,0,1,1,1,1,1,0,4,17,0,1,1,0,1,83,2021
Sam Powell-Pepper,12494,PA,BL,7,8,1,9,17,0,0,0,3,0,6,2,1,1,0,0,9,7,0,0,1,0,0,69,2021
Connor Rozee,12697,PA,BL,7,10,3,13,23,0,0,0,2,3,4,2,3,3,0,0,7,16,0,0,0,1,0,90,2021
Ollie Wines,12150,PA,BL,7,15,7,22,37,1,1,0,3,1,6,4,11,0,1,0,13,24,0,2,1,0,0,76,2021
Boyd Woodcock,12817,PA,BL,7,8,4,1,9,1,1,0,5,0,3,0,5,0,3,0,1,9,1,2,0,0,0,70,2021
Marcus Adams,12409,BL,PA,7,11,5,5,16,0,0,0,1,3,1,0,1,1,0,0,5,12,1,0,6,0,0,83,2021
Callum Ah Chee,12414,BL,PA,7,6,0,7,13,1,0,0,6,0,5,0,3,0,1,0,8,6,0,0,2,0,2,85,2021
Harris Andrews,12340,BL,PA,7,7,10,8,15,0,0,0,1,4,0,0,2,0,2,0,6,9,2,0,12,0,0,98,2021
Zac Bailey,12610,BL,PA,7,12,4,9,21,1,1,0,4,2,2,3,6,1,3,0,7,11,0,1,1,0,0,70,2021
Tom Berry,12780,BL,PA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
Grant Birchall,4149,BL,PA,7,18,10,7,25,0,0,0,2,8,2,1,3,0,0,0,5,14,0,0,0,0,0,89,2021
Charlie Cameron,12277,BL,PA,7,11,6,2,13,4,4,0,4,0,0,2,1,0,1,0,5,8,0,4,2,1,0,83,2021
Joe Daniher,12199,BL,PA,7,15,7,2,17,2,0,3,0,0,6,2,3,1,2,0,7,9,2,3,3,2,1,88,2021
Eric Hipwood,12454,BL,PA,7,3,3,5,8,0,0,0,1,0,1,0,3,0,2,0,4,5,0,1,5,0,1,88,2021
Ryan Lester,11894,BL,PA,7,3,1,5,8,0,0,0,1,1,1,0,1,0,1,0,5,4,0,0,2,0,0,81,2021
Jarryd Lyons,12067,BL,PA,7,18,5,10,28,0,0,0,4,2,3,7,1,1,0,0,16,11,0,0,1,0,0,84,2021
James Madden,12898,BL,PA,7,4,0,7,11,0,0,0,2,4,0,1,3,0,0,0,10,2,0,0,3,0,0,78,2021
Rhys Mathieson,12443,BL,PA,7,6,3,8,14,0,0,0,5,0,5,0,1,0,0,0,7,7,0,0,0,0,0,75,2021
Lincoln McCarthy,12090,BL,PA,7,13,3,5,18,1,2,0,1,0,3,2,2,4,0,2,9,9,1,1,1,0,3,81,2021
Hugh McCluggage,12518,BL,PA,7,23,5,7,30,1,3,0,3,5,4,6,5,0,0,3,14,16,0,1,0,0,1,81,2021
Oscar McInerney,12617,BL,PA,7,4,1,7,11,0,1,20,2,0,4,3,1,3,1,0,10,3,0,1,5,0,1,74,2021
Daniel McStay,12291,BL,PA,7,4,2,4,8,1,0,1,5,0,4,1,3,0,2,0,4,5,1,1,4,0,1,84,2021
Jaxon Prior,12874,BL,PA,7,9,5,4,13,1,0,0,1,1,6,1,2,1,2,0,4,9,0,0,1,0,0,76,2021
Daniel Rich,11725,BL,PA,7,19,5,2,21,0,0,0,1,8,1,0,3,0,0,0,4,9,1,0,2,0,0,81,2021
Deven Robertson,12774,BL,PA,7,5,2,9,14,0,0,0,2,0,1,0,3,0,1,0,7,7,0,0,4,0,0,69,2021
Mitch Robinson,11710,BL,PA,7,18,4,4,22,0,1,0,4,3,3,1,7,3,2,0,7,14,1,1,0,0,0,79,2021
Brandon Starcevich,12668,BL,PA,7,11,7,3,14,0,0,0,0,7,1,0,7,0,2,0,4,12,1,0,2,0,0,89,2021
Dayne Zorko,12076,BL,PA,7,14,5,5,19,1,0,0,6,2,2,2,2,3,0,0,6,12,0,0,0,0,0,81,2021
Oskar Baker,12723,ME,NM,7,12,5,3,15,0,0,0,4,1,6,2,2,0,0,0,3,12,0,0,1,1,0,85,2021
Angus Brayshaw,12322,ME,NM,7,7,4,8,15,0,0,0,4,1,1,3,3,1,2,0,10,7,1,0,3,0,0,78,2021
Ben Brown,12289,ME,NM,7,4,1,1,5,2,1,0,2,0,0,0,1,1,1,0,6,2,0,1,2,0,1,74,2021
Bayley Fritsch,12598,ME,NM,7,10,6,4,14,6,1,0,1,0,1,0,6,0,4,2,6,9,1,2,0,0,0,93,2021
Max Gawn,11966,ME,NM,7,5,4,8,13,0,1,28,2,1,0,1,4,1,3,0,5,8,0,1,6,0,0,97,2021
Michael Hibberd,11938,ME,NM,7,13,10,6,19,0,0,0,0,3,1,0,1,1,0,0,4,15,2,0,0,0,0,82,2021
Jayden Hunt,4729,ME,NM,7,6,5,5,11,0,0,0,2,0,2,0,0,0,0,0,2,9,1,0,1,0,0,77,2021
Luke Jackson,12779,ME,NM,7,6,2,16,22,1,0,7,2,1,1,2,1,1,0,0,7,15,0,0,1,0,1,79,2021
Nathan Jones,2447,ME,NM,7,7,5,7,14,0,0,0,2,2,1,2,1,0,0,0,3,11,0,0,0,0,0,59,2021
James Jordon,12860,ME,NM,7,10,3,10,20,1,0,0,7,0,4,4,2,1,1,0,5,15,0,0,0,0,0,72,2021
Ed Langdon,12393,ME,NM,7,17,12,8,25,1,0,0,2,4,2,2,1,1,0,0,5,19,0,1,0,2,0,93,2021
Jake Lever,12351,ME,NM,7,13,7,4,17,0,0,0,2,4,2,0,2,2,2,0,6,10,2,0,3,0,0,100,2021
Steven May,11940,ME,NM,7,21,14,4,25,0,0,0,1,8,1,0,2,0,0,0,4,20,2,0,12,0,0,100,2021
Tom McDonald,12009,ME,NM,7,8,5,7,15,0,0,1,1,4,1,0,1,0,0,0,4,11,0,0,4,0,0,92,2021
Jake Melksham,11820,ME,NM,7,10,6,7,17,0,0,0,3,1,6,0,7,1,2,0,5,11,1,1,0,0,2,68,2021
Alex Neal-Bullen,12367,ME,NM,7,6,2,4,10,0,0,0,0,0,2,0,6,1,3,0,5,7,0,0,1,1,1,71,2021
Clayton Oliver,12410,ME,NM,7,13,2,12,25,1,0,0,5,3,6,7,3,2,1,0,17,9,0,0,0,1,0,88,2021
Christian Petracca,12430,ME,NM,7,16,7,7,23,0,1,0,4,0,9,8,4,0,1,0,9,13,0,2,0,0,0,88,2021
Kysaiah Pickett,12771,ME,NM,7,9,2,8,17,3,2,0,2,0,2,2,2,1,1,1,12,7,0,0,1,3,2,77,2021
Trent Rivers,12778,ME,NM,7,11,6,3,14,0,0,0,3,3,1,1,1,0,0,0,4,9,1,0,1,0,0,68,2021
Christian Salem,12272,ME,NM,7,19,4,10,29,0,0,0,3,3,0,1,1,2,0,0,9,19,0,0,1,1,0,81,2021
Charlie Spargo,12622,ME,NM,7,8,5,2,10,1,0,0,2,0,3,0,0,0,0,0,5,6,2,0,0,0,0,73,2021
Adam Tomlinson,12027,ME,NM,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2021
Shaun Atley,11902,NM,ME,7,9,6,6,15,1,0,0,3,3,1,2,1,0,0,0,3,12,0,0,0,1,0,91,2021
Aiden Bonar,12669,NM,ME,7,3,3,0,3,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,0,0,22,2021
Atu Bosenavulagi,12793,NM,ME,7,7,3,8,15,0,0,0,2,1,2,0,1,1,0,0,6,8,0,0,1,0,0,72,2021
Tom Campbell,12097,NM,ME,7,5,4,6,11,2,0,8,0,0,0,2,4,1,2,0,6,5,1,2,4,0,0,68,2021
Ben Cunnington,11835,NM,ME,7,19,1,16,35,2,0,0,6,3,3,8,8,4,2,3,20,17,0,0,2,0,0,84,2021
Todd Goldstein,11686,NM,ME,7,5,2,6,11,0,0,23,0,0,2,4,1,1,0,0,6,6,0,0,5,0,1,94,2021
Aaron Hall,12041,NM,ME,7,25,12,8,33,0,0,0,4,6,4,4,5,0,0,0,5,27,0,0,1,1,1,81,2021
Nick Larkey,12563,NM,ME,7,7,5,6,13,2,1,1,0,1,2,1,2,1,1,0,5,8,2,2,1,0,0,82,2021
Charlie Lazzaro,12865,NM,ME,7,8,3,7,15,0,0,0,2,2,2,1,4,1,0,0,4,11,1,0,1,0,0,66,2021
Jack Mahony,12787,NM,ME,7,4,4,10,14,1,0,0,2,0,2,1,2,0,1,0,8,7,0,0,2,0,0,73,2021
Ben McKay,12580,NM,ME,7,4,3,1,5,0,0,0,0,0,1,0,2,1,1,0,3,2,1,0,14,0,0,95,2021
Connor Menadue,12356,NM,ME,7,6,3,2,8,0,0,0,1,3,0,0,1,1,1,0,1,7,0,0,1,0,0,57,2021
Will Phillips,12877,NM,ME,7,9,4,7,16,0,1,0,3,0,2,1,2,0,0,0,6,10,0,0,1,0,0,77,2021
Tom Powell,12866,NM,ME,7,14,4,9,23,1,0,0,6,0,6,1,2,2,0,0,7,17,0,1,0,0,2,79,2021
Jy Simpkin,12502,NM,ME,7,13,8,17,30,1,1,0,1,1,2,4,3,2,0,0,9,20,0,1,3,0,0,87,2021
Jaidyn Stephenson,12587,NM,ME,7,13,7,5,18,0,1,0,2,1,6,0,2,1,1,0,4,14,0,2,2,0,3,88,2021
Curtis Taylor,12722,NM,ME,7,2,0,5,7,0,0,0,3,0,2,0,5,0,1,0,5,2,0,0,0,0,0,76,2021
Tarryn Thomas,12707,NM,ME,7,9,2,6,15,0,0,0,3,0,3,4,3,1,1,0,9,6,0,0,4,0,1,72,2021
Kayne Turner,12304,NM,ME,7,14,5,13,27,0,0,0,6,3,4,5,3,2,0,0,12,14,0,0,2,0,0,85,2021
Josh Walker,12109,NM,ME,7,7,8,4,11,0,0,0,1,1,0,0,1,0,1,0,5,6,2,0,11,0,0,88,2021
Lachie Young,12717,NM,ME,7,8,3,3,11,0,0,0,2,3,2,2,3,2,2,0,5,6,1,0,4,0,0,88,2021
Jack Ziebell,11724,NM,ME,7,19,9,4,23,0,0,0,2,5,3,0,5,0,0,0,5,13,2,0,2,0,0,94,2021
Cameron Zurhaar,12557,NM,ME,7,7,3,1,8,1,1,0,2,0,2,0,3,0,2,0,1,8,0,1,1,1,1,79,2021
Brayden Ainsworth,12628,WC,FR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
Oscar Allen,12655,WC,FR,7,7,6,4,11,0,0,0,0,2,2,0,0,0,0,0,2,8,1,0,6,0,0,84,2021
Jarrod Brander,12646,WC,FR,7,14,9,2,16,2,0,0,2,0,5,0,3,0,1,0,3,13,1,1,0,3,1,83,2021
Tom Cole,12446,WC,FR,7,8,4,9,17,0,0,0,1,2,3,0,4,1,2,0,3,12,0,0,1,0,0,84,2021
Jamie Cripps,11937,WC,FR,7,9,5,10,19,2,2,0,4,0,3,1,3,1,1,0,9,11,0,1,2,1,2,84,2021
Jack Darling,11905,WC,FR,7,11,9,6,17,3,2,1,5,0,2,0,1,1,0,0,6,11,2,5,4,0,1,100,2021
Liam Duggan,12334,WC,FR,7,12,7,7,19,0,0,0,1,3,3,1,0,0,0,0,5,15,0,0,1,0,1,83,2021
Harry Edwards,12811,WC,FR,7,11,8,3,14,0,0,0,1,4,2,0,3,1,1,0,4,10,2,0,8,0,0,86,2021
Andrew Gaff,11904,WC,FR,7,16,6,19,35,1,0,0,1,1,2,1,3,0,1,2,8,28,0,1,3,0,1,85,2021
Jamaine Jones,12637,WC,FR,7,10,3,11,21,2,0,0,3,1,5,1,2,1,0,0,10,11,0,1,0,0,1,79,2021
Tim Kelly,12595,WC,FR,7,21,0,21,42,0,2,0,9,2,5,13,10,1,1,3,22,20,0,0,0,2,2,84,2021
Josh Kennedy,4169,WC,FR,7,8,5,5,13,3,0,0,0,0,1,0,1,0,1,0,3,10,0,3,1,0,1,80,2021
Zac Langdon,12599,WC,FR,7,7,4,9,16,2,2,0,0,1,0,0,0,0,0,0,4,9,0,1,2,0,2,82,2021
Nic Naitanui,11768,WC,FR,7,7,2,8,15,0,0,21,7,1,3,8,1,4,0,0,10,6,0,0,3,0,0,63,2021
Jackson Nelson,12328,WC,FR,7,10,5,1,11,0,0,0,0,2,0,0,1,1,0,0,2,9,0,0,3,0,0,84,2021
Jack Petruccelle,12623,WC,FR,7,6,2,3,9,1,1,0,0,0,5,1,0,0,0,0,4,5,0,1,1,1,0,75,2021
Jack Redden,11780,WC,FR,7,16,5,13,29,0,0,0,3,2,5,6,5,2,0,0,11,18,0,0,2,0,0,83,2021
Josh Rotham,12709,WC,FR,7,14,12,3,17,0,0,0,0,3,0,0,1,2,1,0,4,13,2,0,3,0,0,85,2021
Dom Sheed,12253,WC,FR,7,15,6,15,30,0,0,0,3,1,4,7,3,2,2,1,11,20,0,0,2,0,0,82,2021
Brad Sheppard,11843,WC,FR,7,15,8,6,21,0,0,0,2,3,0,1,2,1,0,0,6,16,0,0,2,0,0,93,2021
Nathan Vardy,11955,WC,FR,7,4,1,1,5,1,0,12,0,0,0,0,0,0,0,0,2,4,0,0,3,0,0,57,2021
Jake Waterman,12601,WC,FR,7,13,8,2,15,3,0,0,1,0,5,0,2,0,0,0,3,10,1,3,2,0,0,80,2021
Alex Witherden,12546,WC,FR,7,15,4,2,17,0,0,0,4,7,3,0,3,0,2,0,3,10,0,0,2,0,0,84,2021
Blake Acres,12276,FR,WC,7,10,6,14,24,0,0,0,4,3,3,1,2,1,1,0,10,14,0,1,0,1,0,83,2021
James Aish,12250,FR,WC,7,8,4,13,21,0,0,0,2,1,0,2,0,0,0,0,7,15,0,0,2,0,0,80,2021
Andrew Brayshaw,12589,FR,WC,7,11,3,21,32,0,0,0,4,2,2,4,2,3,0,0,15,18,0,0,3,0,0,74,2021
Heath Chapman,12875,FR,WC,7,8,3,3,11,0,0,0,0,1,1,0,3,0,0,0,3,8,0,0,1,0,0,80,2021
Travis Colyer,11821,FR,WC,7,10,7,7,17,1,1,0,1,0,8,0,3,0,0,0,4,13,0,1,0,3,2,81,2021
Reece Conca,11888,FR,WC,7,11,5,9,20,0,0,0,3,4,1,0,2,0,0,0,4,15,0,0,1,0,0,90,2021
Brennan Cox,12544,FR,WC,7,10,5,6,16,0,0,0,2,4,0,0,2,0,1,0,2,14,0,0,20,0,0,95,2021
Mitch Crowden,12604,FR,WC,7,1,0,5,6,0,0,0,4,0,0,0,0,0,0,0,1,5,0,0,1,0,1,62,2021
Sean Darcy,12547,FR,WC,7,3,2,12,15,0,0,25,1,0,1,1,5,0,3,0,8,7,0,0,1,0,1,83,2021
Taylin Duman,12615,FR,WC,7,5,3,7,12,0,0,0,1,0,3,0,0,0,0,0,2,10,0,0,2,0,0,51,2021
Michael Frederick,12801,FR,WC,7,5,5,2,7,1,0,0,1,0,1,0,1,1,0,0,3,5,1,0,0,0,1,78,2021
Nat Fyfe,11834,FR,WC,7,8,3,19,27,0,0,0,4,2,6,5,4,1,3,0,14,14,0,0,2,1,0,90,2021
Ethan Hughes,12395,FR,WC,7,3,0,4,7,0,0,0,0,0,0,1,2,0,0,0,3,5,0,0,0,0,0,27,2021
Rory Lobb,12282,FR,WC,7,6,4,3,9,2,0,8,2,1,1,1,1,0,0,0,2,7,0,1,2,0,0,100,2021
Griffin Logue,12511,FR,WC,7,4,2,3,7,0,0,0,1,1,0,0,2,1,0,0,2,6,0,0,4,0,0,98,2021
David Mundy,4088,FR,WC,7,15,1,14,29,1,0,0,5,2,7,7,5,2,1,0,9,20,0,0,2,0,3,78,2021
Lachie Schultz,12700,FR,WC,7,7,3,5,12,0,2,0,3,0,0,0,2,1,1,0,5,6,1,0,0,0,0,75,2021
Caleb Serong,12786,FR,WC,7,12,2,6,18,1,2,0,3,2,4,5,5,0,1,0,6,11,0,1,1,0,0,66,2021
Matthew Taberner,12205,FR,WC,7,8,5,2,10,3,1,0,1,0,1,0,4,0,2,0,4,7,2,4,0,0,1,100,2021
Darcy Tucker,12426,FR,WC,7,8,3,12,20,0,0,0,3,0,5,2,4,1,3,0,4,17,0,0,3,0,1,70,2021
Michael Walters,11763,FR,WC,7,11,6,10,21,1,0,0,0,0,2,1,2,2,1,0,6,16,0,1,2,0,0,89,2021
Tobe Watson,12805,FR,WC,7,10,8,6,16,1,0,0,0,4,0,0,1,0,0,0,2,13,1,1,6,0,0,65,2021
Nathan Wilson,12024,FR,WC,7,16,4,3,19,0,1,0,0,8,1,1,2,0,1,0,4,9,1,0,3,0,0,87,2021
Eddie Betts,4060,CA,ES,7,12,4,1,13,3,0,0,1,0,3,1,1,1,0,0,5,7,1,2,1,1,2,76,2021
Levi Casboult,12114,CA,ES,7,6,4,5,11,0,0,6,0,0,2,1,6,1,4,0,7,4,1,0,3,0,0,80,2021
Matthew Cottrell,12822,CA,ES,7,11,2,5,16,0,0,0,6,5,3,0,6,1,1,0,5,12,0,0,5,0,0,85,2021
Patrick Cripps,12261,CA,ES,7,13,5,11,24,1,1,0,2,2,7,3,7,1,3,0,12,13,0,0,1,0,1,84,2021
David Cuningham,12476,CA,ES,7,12,4,13,25,2,1,0,0,0,5,3,6,0,1,0,9,16,0,0,0,1,2,83,2021
Ed Curnow,11883,CA,ES,7,15,3,11,26,1,1,0,6,3,5,0,2,1,1,2,8,19,0,0,2,1,2,87,2021
Sam Docherty,12170,CA,ES,7,15,5,4,19,0,0,0,2,5,2,1,1,1,0,0,5,13,0,0,1,0,1,93,2021
Paddy Dow,12582,CA,ES,7,3,0,3,6,0,0,0,2,1,2,3,1,0,0,0,5,1,0,0,0,0,0,14,2021
Lachie Fogarty,12596,CA,ES,7,9,4,5,14,2,0,0,1,2,2,1,3,0,1,0,4,10,0,1,0,0,0,79,2021
Michael Gibbons,12685,CA,ES,7,12,3,5,17,0,0,0,5,1,4,6,2,0,0,0,10,8,0,0,3,1,1,83,2021
Liam Jones,11866,CA,ES,7,8,2,1,9,0,0,0,2,6,1,1,3,2,1,0,6,4,0,0,12,0,0,97,2021
Mitch McGovern,12404,CA,ES,7,5,5,4,9,1,0,0,4,0,2,0,1,0,0,0,3,6,1,2,1,0,0,68,2021
Harry McKay,12566,CA,ES,7,7,6,5,12,4,2,0,2,0,1,0,1,2,1,0,7,5,2,4,1,0,1,92,2021
Jack Newnes,12050,CA,ES,7,8,5,8,16,0,1,0,3,2,1,2,2,1,2,0,5,13,0,0,2,1,0,79,2021
Matthew Owies,12839,CA,ES,7,3,4,4,7,3,0,0,4,0,0,0,1,0,0,0,3,4,1,3,0,0,0,69,2021
Luke Parks,12880,CA,ES,7,6,3,3,9,0,0,0,4,4,2,0,1,3,1,0,4,5,0,0,4,0,0,72,2021
Sam Petrevski-Seton,12487,CA,ES,7,8,2,6,14,0,0,0,1,0,1,2,1,0,0,0,7,7,1,0,0,0,0,46,2021
Marc Pittonet,12417,CA,ES,7,4,0,11,15,0,0,35,4,0,2,6,2,2,1,0,11,6,0,0,2,0,1,80,2021
Lachie Plowman,12142,CA,ES,7,3,1,4,7,0,0,0,1,1,0,0,1,0,1,0,1,6,0,0,3,0,0,85,2021
Adam Saad,12330,CA,ES,7,16,2,5,21,1,0,0,1,6,6,1,1,0,0,0,5,11,0,0,0,5,3,80,2021
Liam Stocker,12721,CA,ES,7,7,2,3,10,0,0,0,6,2,1,0,0,1,0,0,5,4,0,0,3,0,0,76,2021
Sam Walsh,12684,CA,ES,7,21,6,12,33,1,1,0,5,1,4,7,5,1,2,3,13,22,1,1,1,0,2,93,2021
