Player,ID,Team,Opponent,Round,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Brownlow,Contested Possessions,Uncontested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Goal Assists,% Time Played,Year
Dustin Martin,11794,RI,CA,1,19,7,12,31,2,2,0,4,0,8,5,2,2,1,3,14,16,2,5,2,0,4,89,2021
Kamdyn McIntosh,12317,RI,CA,1,8,3,5,13,0,0,0,1,3,3,2,4,3,1,0,10,5,0,0,4,4,0,88,2021
Toby Nankervis,12374,RI,CA,1,4,0,8,12,0,0,27,1,0,1,3,2,0,1,0,6,5,0,0,7,0,0,75,2021
Marlion Pickett,12761,RI,CA,1,7,5,6,13,0,0,0,3,3,4,0,6,0,3,0,8,7,0,0,5,0,0,79,2021
Dion Prestia,11917,RI,CA,1,12,3,13,25,0,1,0,4,4,1,9,5,2,1,0,12,13,0,0,1,1,0,74,2021
Jack Riewoldt,11576,RI,CA,1,9,4,1,10,4,2,0,5,0,3,0,3,1,1,0,6,4,1,3,0,0,0,90,2021
Daniel Rioli,12403,RI,CA,1,6,4,4,10,2,1,0,1,0,1,0,3,1,0,0,2,9,0,2,2,0,0,72,2021
Jack Ross,12712,RI,CA,1,6,2,2,8,0,0,0,4,0,5,1,1,1,0,0,2,7,0,0,0,0,1,23,2021
Jayden Short,12418,RI,CA,1,21,5,2,23,0,0,0,3,9,4,0,2,0,0,0,2,12,1,0,2,0,0,88,2021
Nick Vlastuin,12174,RI,CA,1,6,2,5,11,0,0,0,1,2,0,0,2,0,1,0,3,4,1,0,2,0,0,56,2021
Levi Casboult,12114,CA,RI,1,7,3,1,8,1,0,1,1,0,0,1,3,1,2,0,5,5,2,1,1,0,0,85,2021
Patrick Cripps,12261,CA,RI,1,8,2,20,28,0,1,0,3,2,3,5,4,3,1,0,13,15,0,0,2,0,1,91,2021
Ed Curnow,11883,CA,RI,1,16,8,13,29,0,0,0,1,4,1,7,5,0,1,0,14,14,1,0,2,0,1,75,2021
Sam Docherty,12170,CA,RI,1,23,5,1,24,0,0,0,1,11,1,1,3,1,0,0,5,13,0,0,2,1,0,91,2021
Paddy Dow,12582,CA,RI,1,10,0,8,18,1,1,0,3,0,5,1,5,2,1,0,8,10,0,0,1,0,1,69,2021
Zac Fisher,12520,CA,RI,1,10,3,10,20,0,2,0,1,0,4,1,4,0,0,0,10,13,2,1,1,0,1,79,2021
Lachie Fogarty,12596,CA,RI,1,12,4,8,20,0,1,0,2,0,3,0,2,2,1,0,8,12,0,0,2,0,0,75,2021
Michael Gibbons,12685,CA,RI,1,8,7,7,15,2,0,0,1,1,2,1,1,0,0,0,3,12,0,0,1,0,1,69,2021
Liam Jones,11866,CA,RI,1,9,2,1,10,0,0,0,0,5,0,1,4,2,2,0,6,4,0,0,7,0,0,98,2021
Oscar McDonald,12394,CA,RI,1,8,3,1,9,2,1,0,2,0,2,0,2,3,1,0,4,5,0,1,2,0,0,49,2021
Harry McKay,12566,CA,RI,1,7,6,3,10,2,3,0,0,0,1,0,1,0,0,0,6,4,3,5,0,0,1,90,2021
Marc Murphy,4148,CA,RI,1,8,4,3,11,0,0,0,3,0,3,0,1,0,0,0,2,9,0,0,0,0,1,76,2021
Jack Newnes,12050,CA,RI,1,14,10,13,27,0,0,0,1,3,2,2,2,2,0,0,12,15,0,0,1,0,0,85,2021
Lochie OBrien,12611,CA,RI,1,7,1,2,9,1,0,0,4,1,1,0,2,2,0,0,3,7,0,0,1,1,0,74,2021
Sam Petrevski-Seton,12487,CA,RI,1,12,3,3,15,0,0,0,1,5,0,1,2,1,0,0,3,11,0,0,2,0,0,74,2021
Marc Pittonet,12417,CA,RI,1,4,3,5,9,0,0,33,0,3,0,2,1,1,0,0,2,5,0,0,5,0,0,87,2021
Lachie Plowman,12142,CA,RI,1,8,3,1,9,1,0,0,1,4,0,0,0,1,0,0,2,6,0,0,6,0,0,84,2021
Adam Saad,12330,CA,RI,1,16,4,9,25,0,0,0,4,6,4,2,3,2,0,0,10,13,0,0,2,4,0,83,2021
Will Setterfield,12567,CA,RI,1,11,6,6,17,0,2,0,2,0,2,2,0,0,0,0,4,13,0,1,0,1,1,75,2021
Jack Silvagni,12458,CA,RI,1,6,2,1,7,1,0,0,2,0,2,0,1,0,0,0,0,6,0,0,1,0,0,40,2021
Sam Walsh,12684,CA,RI,1,12,6,19,31,0,1,0,3,3,3,6,5,2,4,2,13,18,0,1,1,1,1,82,2021
Jacob Weitering,12402,CA,RI,1,11,5,3,14,0,0,0,1,9,0,1,2,0,1,0,3,5,1,0,11,2,0,90,2021
Tom Williamson,12517,CA,RI,1,8,3,4,12,0,0,0,0,2,2,0,1,0,1,0,3,10,0,0,1,0,1,81,2021
Taylor Adams,12066,CW,WB,1,8,2,12,20,0,0,0,4,0,3,8,7,1,1,0,9,10,0,0,0,0,0,81,2021
Callum Brown,12545,CW,WB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
Tyler Brown,12763,CW,WB,1,6,5,7,13,0,0,0,2,0,2,0,1,0,0,0,6,7,1,0,3,0,0,75,2021
Mason Cox,12428,CW,WB,1,11,6,4,15,2,1,7,0,1,3,1,2,1,1,0,9,4,4,2,1,0,0,80,2021
Jack Crisp,12061,CW,WB,1,17,7,6,23,1,0,0,2,6,3,4,6,2,3,0,9,13,0,0,1,0,0,90,2021
Josh Daicos,12573,CW,WB,1,2,1,7,9,0,0,0,1,1,2,2,3,1,3,0,5,5,0,0,1,0,0,78,2021
Jordan de Goey,12318,CW,WB,1,10,1,6,16,0,3,0,4,1,4,5,3,0,1,0,7,9,0,0,0,0,2,87,2021
Jamie Elliott,12083,CW,WB,1,7,3,5,12,2,0,0,2,1,2,0,1,1,1,0,4,8,0,1,0,0,0,82,2021
Brodie Grundy,12217,CW,WB,1,8,3,3,11,0,0,39,3,2,1,3,3,1,2,0,4,7,0,0,4,0,0,84,2021
Oliver Henry,12851,CW,WB,1,4,1,0,4,0,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0,0,64,2021
Will Hoskin-Elliott,12026,CW,WB,1,4,2,8,12,0,0,0,4,0,1,1,5,0,3,0,5,7,0,0,0,0,1,84,2021
Jeremy Howe,11967,CW,WB,1,11,6,2,13,0,0,0,3,5,0,0,0,1,0,0,3,8,1,0,1,0,0,91,2021
Jack Madgen,12665,CW,WB,1,8,7,11,19,0,0,0,3,4,0,0,2,0,0,0,5,14,0,0,2,0,0,85,2021
Brayden Maynard,12371,CW,WB,1,18,4,3,21,0,0,0,4,7,2,0,2,2,0,0,6,14,0,0,5,1,0,90,2021
Brody Mihocek,12639,CW,WB,1,7,6,4,11,2,2,0,2,0,3,0,3,0,1,0,4,7,1,2,1,0,0,81,2021
Darcy Moore,12372,CW,WB,1,14,12,4,18,0,0,0,1,5,0,0,3,1,2,0,9,8,6,0,8,1,0,96,2021
John Noble,12743,CW,WB,1,18,5,4,22,0,0,0,2,3,0,2,3,4,1,0,9,14,0,0,0,0,0,84,2021
Scott Pendlebury,4182,CW,WB,1,15,4,10,25,0,1,0,5,2,7,4,8,1,2,0,13,13,1,0,2,3,2,77,2021
Isaac Quaynor,12740,CW,WB,1,9,4,3,12,0,0,0,3,3,2,0,1,0,0,0,4,9,1,0,7,0,0,85,2021
Jordan Roughead,11833,CW,WB,1,9,6,5,14,0,0,0,1,6,2,0,4,1,1,0,8,6,2,0,7,0,0,96,2021
Trey Ruscoe,12815,CW,WB,1,2,2,1,3,0,0,0,2,0,1,0,2,0,2,0,1,2,0,0,0,0,1,74,2021
Brayden Sier,12649,CW,WB,1,1,0,8,9,0,0,0,4,0,1,2,0,0,0,0,4,5,0,0,0,0,0,60,2021
Josh Thomas,12144,CW,WB,1,8,4,5,13,0,3,0,0,1,1,0,1,3,0,0,6,8,0,0,0,0,0,77,2021
Marcus Bontempelli,12269,WB,CW,1,13,9,15,28,0,1,0,3,1,2,3,6,1,3,2,11,18,2,2,4,1,1,83,2021
Josh Bruce,12065,WB,CW,1,11,11,4,15,1,0,0,1,0,4,0,3,1,0,0,4,11,1,3,0,0,1,81,2021
Bailey Dale,12354,WB,CW,1,12,3,4,16,0,0,0,1,3,2,0,2,1,1,0,7,6,2,0,2,0,0,71,2021
Caleb Daniel,12373,WB,CW,1,18,5,10,28,0,0,0,5,5,3,1,1,2,0,0,3,20,0,0,2,1,0,85,2021
Josh Dunkley,12408,WB,CW,1,13,7,17,30,0,1,0,3,2,3,2,3,0,0,0,11,19,1,0,6,1,1,83,2021
Taylor Duryea,12163,WB,CW,1,15,9,7,22,0,0,0,1,2,0,0,1,0,1,0,4,15,1,0,2,0,0,80,2021
Tim English,12537,WB,CW,1,10,8,4,14,1,1,4,2,0,0,1,1,1,0,0,9,5,4,2,4,0,0,81,2021
Ryan Gardner,12732,WB,CW,1,7,7,4,11,0,0,0,1,1,0,0,0,0,0,0,4,7,1,0,9,0,0,100,2021
Lachie Hunter,12203,WB,CW,1,16,11,15,31,0,0,0,1,1,4,3,2,0,0,0,5,27,0,1,0,0,2,81,2021
Alex Keath,12560,WB,CW,1,15,9,3,18,0,0,0,4,4,2,0,1,2,0,0,5,12,1,0,5,0,0,95,2021
Tom Liberatore,11898,WB,CW,1,14,3,14,28,0,1,0,7,2,5,7,2,1,2,0,10,21,0,0,4,0,0,80,2021
Patrick Lipinski,12578,WB,CW,1,9,4,17,26,0,0,0,2,3,3,2,1,1,0,0,6,20,0,0,1,0,0,82,2021
Jack Macrae,12166,WB,CW,1,17,7,18,35,0,0,0,7,1,4,3,4,2,1,1,7,27,0,0,2,0,1,78,2021
Stefan Martin,11684,WB,CW,1,6,1,9,15,1,0,15,2,0,0,6,3,3,1,0,12,2,1,0,2,0,0,84,2021
Lachlan McNeil,12854,WB,CW,1,5,1,4,9,1,0,0,0,0,1,0,8,0,2,0,7,4,0,1,1,0,0,74,2021
Aaron Naughton,12594,WB,CW,1,10,7,5,15,2,0,0,1,0,6,0,3,0,0,0,3,12,1,2,1,0,0,76,2021
Anthony Scott,12855,WB,CW,1,9,1,7,16,0,1,0,1,0,5,0,1,3,0,0,5,11,0,0,1,0,0,82,2021
Bailey Smith,12692,WB,CW,1,23,8,13,36,2,0,0,3,2,5,3,9,3,5,3,10,25,0,0,1,0,0,86,2021
Adam Treloar,12054,WB,CW,1,7,2,11,18,0,0,0,3,1,3,5,4,1,1,0,10,8,0,0,1,1,1,77,2021
Laitham Vandermeer,12776,WB,CW,1,5,1,9,14,2,0,0,4,0,2,1,0,1,0,0,9,7,0,0,3,0,0,76,2021
Mitch Wallis,11934,WB,CW,1,4,3,9,13,0,1,0,1,0,2,1,3,0,1,0,6,7,0,0,1,0,0,78,2021
Rhylee West,12748,WB,CW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
Bailey Williams,12441,WB,CW,1,21,8,7,28,0,0,0,4,6,3,0,3,1,2,0,8,21,0,0,3,0,0,87,2021
Angus Brayshaw,12322,ME,FR,1,9,4,9,18,0,1,0,4,0,3,0,5,2,1,0,8,10,1,1,0,0,0,71,2021
Kade Chandler,12756,ME,FR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
Bayley Fritsch,12598,ME,FR,1,9,6,1,10,2,1,0,2,0,3,0,1,1,1,0,1,8,0,3,1,0,0,96,2021
Max Gawn,11966,ME,FR,1,6,4,6,12,0,0,30,1,4,1,3,4,0,2,0,8,5,2,0,7,0,0,92,2021
James Harmes,12379,ME,FR,1,11,6,9,20,1,1,0,2,2,3,1,6,2,0,0,5,15,0,1,0,0,0,76,2021
Jayden Hunt,4729,ME,FR,1,7,3,3,10,0,0,0,2,3,3,2,2,0,2,0,3,6,0,0,1,0,0,88,2021
Luke Jackson,12779,ME,FR,1,6,4,4,10,0,1,5,2,0,2,2,3,3,1,0,7,3,2,3,1,0,1,74,2021
Neville Jetta,11723,ME,FR,1,5,4,5,10,0,0,0,1,2,0,0,0,0,0,0,4,4,1,0,7,0,0,82,2021
Nathan Jones,2447,ME,FR,1,9,4,9,18,0,1,0,0,3,4,0,2,0,0,0,2,15,0,1,0,0,1,72,2021
James Jordon,12860,ME,FR,1,10,5,5,15,1,1,0,6,0,3,1,3,1,1,0,3,13,0,1,1,0,2,73,2021
Ed Langdon,12393,ME,FR,1,13,5,9,22,1,1,0,4,4,2,1,3,0,0,0,8,14,0,1,1,0,0,94,2021
Jake Lever,12351,ME,FR,1,15,7,3,18,0,1,0,3,5,3,0,2,2,0,0,9,8,4,0,6,0,0,98,2021
Steven May,11940,ME,FR,1,21,8,3,24,0,0,0,0,8,3,1,4,2,1,1,7,12,3,0,4,0,0,100,2021
Tom McDonald,12009,ME,FR,1,12,9,6,18,2,2,5,5,0,6,0,5,2,2,2,6,11,2,2,1,0,1,91,2021
Alex Neal-Bullen,12367,ME,FR,1,11,3,6,17,0,0,0,0,1,5,5,3,2,0,0,9,7,0,0,2,2,0,74,2021
Clayton Oliver,12410,ME,FR,1,10,6,25,35,0,0,0,3,3,3,7,5,0,1,3,15,21,0,0,1,0,0,88,2021
Christian Petracca,12430,ME,FR,1,13,2,11,24,2,1,0,3,1,5,1,7,1,1,0,7,17,0,2,1,2,0,90,2021
Kysaiah Pickett,12771,ME,FR,1,7,3,4,11,1,0,0,4,1,3,0,6,1,3,0,6,6,0,1,0,3,0,74,2021
Trent Rivers,12778,ME,FR,1,7,3,7,14,0,0,0,0,2,1,0,4,0,1,0,3,9,0,0,0,0,0,55,2021
Christian Salem,12272,ME,FR,1,11,6,7,18,0,0,0,1,4,1,1,3,0,1,0,5,10,0,0,2,0,0,81,2021
Charlie Spargo,12622,ME,FR,1,8,2,8,16,1,0,0,4,1,3,0,2,2,1,0,7,9,0,2,1,0,3,69,2021
Tom Sparrow,12693,ME,FR,1,5,3,5,10,0,1,0,6,1,2,2,2,0,0,0,6,4,0,1,2,0,0,65,2021
Adam Tomlinson,12027,ME,FR,1,13,7,2,15,0,0,0,2,4,2,0,3,0,1,0,3,12,1,0,7,0,0,96,2021
Blake Acres,12276,FR,ME,1,6,2,6,12,0,0,1,2,2,2,1,6,0,2,0,3,8,0,0,1,0,0,81,2021
James Aish,12250,FR,ME,1,14,2,3,17,0,1,0,1,4,5,4,3,1,0,0,6,12,0,0,2,1,0,78,2021
Connor Blakely,12397,FR,ME,1,5,2,9,14,1,0,0,2,0,2,3,2,1,1,0,5,9,0,1,1,0,0,65,2021
Andrew Brayshaw,12589,FR,ME,1,13,5,16,29,1,0,0,4,3,5,0,2,0,1,0,9,24,0,0,1,0,0,79,2021
Adam Cerra,12603,FR,ME,1,14,7,10,24,0,1,0,5,1,8,3,2,1,1,0,9,15,0,2,2,0,2,78,2021
Travis Colyer,11821,FR,ME,1,9,3,4,13,0,1,0,2,0,3,0,4,0,0,0,5,9,1,1,2,0,1,84,2021
Reece Conca,11888,FR,ME,1,6,3,10,16,0,0,0,0,5,1,1,6,1,2,0,9,7,0,0,2,0,0,83,2021
Brennan Cox,12544,FR,ME,1,4,6,6,10,0,0,1,0,2,1,0,1,0,0,0,6,6,3,0,4,0,0,87,2021
Nat Fyfe,11834,FR,ME,1,10,5,17,27,0,0,0,5,2,4,9,8,1,4,0,13,14,1,0,2,1,2,89,2021
Stefan Giro,12641,FR,ME,1,5,2,3,8,0,0,0,1,0,1,1,3,0,0,0,2,6,0,0,0,0,0,53,2021
Joel Hamling,12359,FR,ME,1,3,0,7,10,0,0,2,1,1,0,0,1,3,0,0,6,4,0,0,7,0,0,77,2021
Liam Henry,12831,FR,ME,1,7,1,1,8,1,1,0,0,0,1,1,3,2,0,0,6,4,0,0,0,0,0,75,2021
Ethan Hughes,12395,FR,ME,1,9,4,7,16,0,0,0,2,5,1,1,5,2,1,0,7,11,0,0,3,0,0,82,2021
Lloyd Meek,12856,FR,ME,1,0,0,6,6,0,0,13,1,0,0,1,3,1,1,0,4,3,0,0,3,0,0,93,2021
David Mundy,4088,FR,ME,1,9,5,10,19,0,1,0,3,3,2,3,2,0,1,0,6,14,0,0,4,0,0,77,2021
Alex Pearce,12352,FR,ME,1,1,0,1,2,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,26,2021
Luke Ryan,12542,FR,ME,1,15,4,6,21,0,0,0,5,9,0,0,6,0,2,0,5,9,1,0,2,0,0,88,2021
Lachie Schultz,12700,FR,ME,1,9,0,1,10,1,0,0,5,0,5,0,5,4,1,0,7,3,0,0,0,0,1,83,2021
Caleb Serong,12786,FR,ME,1,13,2,13,26,0,1,0,3,1,6,3,3,1,0,0,11,14,0,0,0,0,1,73,2021
Sam Switkowski,12672,FR,ME,1,5,3,10,15,1,1,0,5,1,3,3,1,0,0,0,7,8,0,1,1,0,0,75,2021
Matthew Taberner,12205,FR,ME,1,10,4,3,13,3,1,0,0,0,3,1,0,0,0,0,9,3,2,2,0,0,0,100,2021
Tobe Watson,12805,FR,ME,1,4,3,4,8,0,0,0,2,2,1,0,2,0,2,0,2,6,0,0,3,0,0,89,2021
Hayden Young,12777,FR,ME,1,17,6,2,19,0,0,0,0,8,3,0,4,1,2,0,4,13,1,0,5,0,0,86,2021
Sam Berry,12849,AD,GE,1,6,1,2,8,0,1,0,7,0,2,3,2,2,2,0,4,5,0,0,0,0,1,80,2021
Luke Brown,12106,AD,GE,1,2,0,3,5,0,0,0,2,0,0,0,0,1,0,0,2,3,0,0,0,0,0,23,2021
Jordon Butts,12829,AD,GE,1,5,3,5,10,0,0,0,0,5,0,0,3,1,0,0,5,5,1,0,8,0,0,93,2021
Tom Doedee,12583,AD,GE,1,9,4,4,13,0,0,0,4,5,1,1,0,2,0,0,8,6,0,0,7,0,0,84,2021
Billy Frampton,12676,AD,GE,1,10,8,4,14,2,2,7,0,2,0,0,1,0,0,0,5,9,3,4,2,0,0,90,2021
Will Hamill,12781,AD,GE,1,5,0,1,6,0,0,0,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,80,2021
Mitch Hinge,12727,AD,GE,1,6,3,1,7,0,0,0,0,2,1,0,1,1,0,0,2,5,1,0,1,0,0,44,2021
Ben Keays,12434,AD,GE,1,15,4,8,23,0,1,0,4,2,8,7,3,1,1,1,10,12,0,0,1,1,1,87,2021
Jake Kelly,12335,AD,GE,1,2,0,2,4,0,0,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,37,2021
Rory Laird,12165,AD,GE,1,18,7,9,27,0,2,0,6,1,4,4,4,3,1,2,8,19,1,1,0,0,1,78,2021
Tom Lynch,11865,AD,GE,1,12,8,5,17,1,0,0,2,0,6,0,0,1,0,0,4,12,1,1,2,0,4,83,2021
Shane McAdam,12783,AD,GE,1,3,4,4,7,1,0,0,1,0,2,0,2,0,1,0,4,3,1,2,0,0,1,70,2021
Ned McHenry,12775,AD,GE,1,7,1,5,12,2,1,0,3,0,1,2,3,1,2,0,5,6,0,1,0,0,0,87,2021
Andrew McPherson,12791,AD,GE,1,7,2,3,10,0,0,0,4,1,1,0,5,1,2,0,5,3,1,0,1,0,0,85,2021
Lachlan Murphy,12585,AD,GE,1,6,0,5,11,1,1,0,4,1,2,3,4,3,0,0,8,5,0,0,0,0,0,87,2021
Reilly OBrien,12473,AD,GE,1,3,2,5,8,0,0,22,1,1,1,1,3,3,1,0,8,3,1,0,0,0,0,90,2021
James Rowe,12850,AD,GE,1,11,5,5,16,2,0,0,3,0,4,2,0,2,0,0,9,7,1,0,0,1,0,82,2021
Harry Schoenberg,12813,AD,GE,1,6,3,10,16,1,1,0,3,1,1,2,1,2,1,0,7,9,0,0,1,0,1,78,2021
Paul Seedsman,12035,AD,GE,1,14,8,7,21,0,1,0,1,4,4,1,5,1,2,0,6,13,0,0,1,0,1,81,2021
Lachlan Sholl,12814,AD,GE,1,16,9,7,23,0,0,0,3,0,4,1,4,1,0,0,5,17,0,0,0,1,0,95,2021
Rory Sloane,11792,AD,GE,1,11,5,9,20,0,0,0,4,3,5,7,1,3,0,0,13,8,0,0,4,0,0,80,2021
Brodie Smith,11891,AD,GE,1,14,6,7,21,0,1,0,0,6,3,0,7,0,2,0,4,14,0,0,5,0,0,89,2021
Taylor Walker,11713,AD,GE,1,11,7,7,18,5,2,2,1,0,1,2,3,2,1,3,14,7,1,4,3,0,2,95,2021
Tom Atkins,12690,GE,AD,1,9,1,10,19,0,0,0,4,0,1,1,6,0,5,0,8,12,0,0,1,0,1,87,2021
Jed Bews,12278,GE,AD,1,6,2,2,8,0,0,0,2,2,3,0,4,1,2,0,2,7,0,0,1,0,0,85,2021
Mark Blicavs,12153,GE,AD,1,8,5,9,17,1,0,6,2,2,0,2,4,2,2,0,6,12,0,0,5,0,0,88,2021
Jordan Clark,12688,GE,AD,1,10,1,8,18,0,0,0,2,4,3,1,1,0,1,0,3,12,0,0,3,0,1,85,2021
Charlie Constable,12687,GE,AD,1,4,3,2,6,0,0,0,0,1,0,1,0,0,0,0,2,4,0,0,0,0,0,13,2021
Luke Dahlhaus,11974,GE,AD,1,7,2,6,13,1,1,0,0,0,3,2,0,2,0,0,8,4,0,0,0,0,0,66,2021
Patrick Dangerfield,11700,GE,AD,1,17,6,9,26,0,0,0,2,4,8,6,3,1,0,0,9,17,1,0,2,1,2,84,2021
Cameron Guthrie,11884,GE,AD,1,11,3,12,23,1,1,0,5,2,2,6,5,1,4,0,13,10,1,0,3,0,0,71,2021
Zach Guthrie,12551,GE,AD,1,6,3,5,11,0,1,0,3,1,1,0,0,0,0,0,0,11,0,0,1,1,0,74,2021
Tom Hawkins,11548,GE,AD,1,5,3,3,8,2,2,1,4,0,1,1,2,0,2,0,3,4,0,2,2,0,0,97,2021
Lachie Henderson,11637,GE,AD,1,7,6,4,11,0,0,0,2,3,2,0,2,0,2,0,2,9,0,0,4,0,0,92,2021
Shaun Higgins,4180,GE,AD,1,9,3,13,22,0,2,0,2,1,3,4,2,1,2,0,7,14,0,0,0,1,1,80,2021
Josh Jenkins,12074,GE,AD,1,5,2,3,8,0,2,3,2,0,3,1,4,1,2,0,5,4,1,2,0,0,1,72,2021
Jake Kolodjashnij,12370,GE,AD,1,4,7,9,13,0,0,0,5,2,1,0,0,0,0,0,3,10,0,0,7,0,0,91,2021
Sam Menegola,12464,GE,AD,1,7,5,7,14,1,0,0,3,0,1,2,3,1,1,0,7,8,1,1,1,0,0,73,2021
Gryan Miers,12689,GE,AD,1,8,3,8,16,1,0,0,2,0,3,1,6,0,0,0,4,11,0,1,0,0,1,87,2021
Mark OConnor,12531,GE,AD,1,8,2,10,18,0,0,0,0,0,0,1,2,0,1,0,9,9,1,0,1,1,0,86,2021
Brandan Parfitt,12506,GE,AD,1,11,1,7,18,2,0,0,9,1,3,3,3,4,1,0,10,9,0,1,2,1,0,72,2021
Gary Rohan,11842,GE,AD,1,5,3,1,6,1,1,0,1,0,1,0,2,0,2,0,4,3,1,3,0,0,2,80,2021
Joel Selwood,11538,GE,AD,1,13,4,5,18,0,0,0,5,1,7,3,3,1,3,0,7,11,0,0,2,0,1,71,2021
Isaac Smith,11941,GE,AD,1,15,6,6,21,2,1,0,2,2,4,0,7,0,0,0,3,19,0,2,1,2,0,89,2021
Rhys Stanley,11847,GE,AD,1,3,2,11,14,1,0,21,1,0,2,3,1,0,1,0,8,6,0,0,4,0,0,72,2021
Tom Stewart,12505,GE,AD,1,17,5,4,21,0,0,0,1,9,0,0,1,1,0,0,5,11,1,0,1,0,0,84,2021
Nick Blakey,12699,SY,BL,1,13,5,2,15,1,0,0,2,0,3,0,2,1,0,0,4,9,0,1,1,2,0,87,2021
Braeden Campbell,12863,SY,BL,1,6,2,6,12,0,0,0,2,2,1,1,1,2,0,0,6,6,0,0,1,0,0,75,2021
Harry Cunningham,12015,SY,BL,1,6,1,3,9,0,0,0,4,3,0,0,2,1,2,0,4,5,0,0,3,0,0,89,2021
Jordan Dawson,12516,SY,BL,1,13,1,8,21,0,0,0,0,8,1,0,2,3,0,0,8,11,0,0,4,0,0,87,2021
Oliver Florent,12497,SY,BL,1,8,3,8,16,0,0,0,5,4,3,2,5,1,3,0,8,11,0,0,4,0,1,79,2021
Errol Gulden,12862,SY,BL,1,17,10,2,19,3,1,0,1,1,7,1,3,3,1,2,6,14,1,2,4,0,3,81,2021
Will Hayward,12509,SY,BL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
Isaac Heeney,12326,SY,BL,1,12,8,1,13,3,2,0,1,0,5,0,2,0,2,0,3,11,2,4,1,0,4,85,2021
George Hewett,12411,SY,BL,1,15,6,5,20,0,0,0,2,2,3,0,4,2,0,0,6,14,0,1,0,0,0,84,2021
Tom Hickey,12003,SY,BL,1,12,3,11,23,0,0,24,1,2,5,9,3,3,2,1,14,9,0,0,6,0,1,82,2021
Josh Kennedy,11672,SY,BL,1,8,2,9,17,0,2,0,3,0,2,2,7,0,1,0,10,6,0,2,0,0,1,72,2021
Jake Lloyd,12268,SY,BL,1,13,3,11,24,0,0,0,3,8,1,1,4,0,2,0,5,12,0,0,7,3,0,82,2021
Tom McCartin,12627,SY,BL,1,9,4,2,11,0,0,0,1,1,1,0,3,2,0,0,6,4,1,0,4,0,0,87,2021
Logan McDonald,12861,SY,BL,1,9,5,2,11,3,1,0,0,0,2,0,1,0,0,0,4,7,1,2,2,0,0,72,2021
Hayden McLean,12745,SY,BL,1,5,4,4,9,0,0,1,0,0,2,0,2,1,1,0,4,5,1,2,2,0,3,92,2021
Callum Mills,12413,SY,BL,1,14,8,15,29,2,0,0,2,4,2,3,4,1,0,3,7,21,0,2,3,0,1,84,2021
