year,round,date,player_first_name,player_last_name,player_team,player_position,score_involvements,metres_gained,intercepts,pressure_acts,turnovers,centre_clearances,ground_ball_gets,tackles_inside_fifty,disposal_efficiency_percentage,effective_disposals
2021,1.0,2021-03-18,Marc,Murphy,Carlton,HFFR,5,240,0,17,1,0,2,0,82,9
2021,1.0,2021-03-18,Shane,Edwards,Richmond,C,8,283,10,20,2,1,11,0,78,21
2021,1.0,2021-03-18,Jack,Riewoldt,Richmond,FPR,8,349,2,17,2,0,4,3,60,6
2021,1.0,2021-03-18,Dustin,Martin,Richmond,FF,12,619,2,13,4,2,8,0,68,21
2021,1.0,2021-03-18,David,Astbury,Richmond,BPL,3,183,4,5,3,0,2,0,89,8
2021,1.0,2021-03-18,Liam,Jones,Carlton,FB,1,173,8,4,3,0,3,0,60,6
2021,1.0,2021-03-18,Dylan,Grimes,Richmond,FB,2,67,8,9,0,0,6,0,80,8
2021,1.0,2021-03-18,Ed,Curnow,Carlton,RR,6,319,4,21,6,1,12,0,55,16
2021,1.0,2021-03-18,Dion,Prestia,Richmond,RR,9,380,2,24,5,3,9,0,68,17
2021,1.0,2021-03-18,Tom,Lynch,Richmond,FPL,4,183,0,7,5,0,4,0,55,6
2021,1.0,2021-03-18,Josh,Caddy,Richmond,WR,3,449,2,10,4,0,4,0,65,11
2021,1.0,2021-03-18,Jack,Newnes,Carlton,WR,7,338,8,7,3,0,9,0,85,23
2021,1.0,2021-03-18,Levi,Casboult,Carlton,FF,4,122,1,7,4,1,1,1,50,4
2021,1.0,2021-03-18,Lachie,Plowman,Carlton,BPL,3,171,7,13,1,0,1,0,100,9
2021,1.0,2021-03-18,Sam,Docherty,Carlton,HBFL,3,740,6,14,9,0,4,0,75,18
2021,1.0,2021-03-18,Nick,Vlastuin,Richmond,CHB,1,259,5,11,3,0,2,0,82,9
2021,1.0,2021-03-18,Patrick,Cripps,Carlton,C,10,252,0,20,3,2,7,0,68,19
2021,1.0,2021-03-18,Kamdyn,McIntosh,Richmond,WL,2,454,6,17,3,0,7,0,62,8
2021,1.0,2021-03-18,Adam,Saad,Carlton,HBFR,3,352,8,18,4,1,7,0,80,20
