year,round,date,player_first_name,player_last_name,player_team,player_position,score_involvements,metres_gained,intercepts,pressure_acts,turnovers,centre_clearances,ground_ball_gets,tackles_inside_fifty,disposal_efficiency_percentage,effective_disposals
2020,1.0,2020-03-21,Darcy,Parish,Essendon,INT,4,156,2,10,1,0,4,0,83,10
2020,1.0,2020-03-21,Darcy,Tucker,Fremantle,RR,7,330,2,17,5,0,5,0,61,14
2020,1.0,2020-03-21,Mason,Redman,Essendon,HBFR,2,172,3,8,4,0,2,0,82,14
2020,1.0,2020-03-21,Aaron,Francis,Essendon,BPL,0,187,2,8,1,0,1,0,90,9
2020,1.0,2020-03-21,Will,Snelling,Essendon,CHF,6,137,4,14,2,0,4,1,82,14
2020,1.0,2020-03-21,Andrew,McGrath,Essendon,C,6,216,6,15,3,1,9,0,61,14
2020,1.0,2020-03-21,Griffin,Logue,Fremantle,FB,0,42,4,1,1,0,2,0,83,5
2020,1.0,2020-03-21,Luke,Ryan,Fremantle,BPL,2,288,2,8,1,0,1,0,82,9
2020,1.0,2020-03-21,Brennan,Cox,Fremantle,CHB,1,115,4,5,1,0,0,0,90,9
2020,1.0,2020-03-21,Sean,Darcy,Fremantle,RK,1,14,0,5,1,2,3,0,100,6
2020,1.0,2020-03-21,Bailey,Banfield,Fremantle,HFFR,5,118,0,12,5,0,5,1,58,7
2020,1.0,2020-03-21,Andrew,Brayshaw,Fremantle,INT,3,173,3,10,0,1,3,0,71,10
2020,1.0,2020-03-21,Adam,Cerra,Fremantle,HBFR,4,207,2,13,2,0,2,0,93,14
2020,1.0,2020-03-21,Mitch,Crowden,Fremantle,INT,1,166,2,8,3,0,1,0,70,7
2020,1.0,2020-03-21,Matt,Guelfi,Essendon,INT,2,251,4,3,2,0,1,0,81,13
2020,1.0,2020-03-21,Taylin,Duman,Fremantle,INT,1,229,5,10,2,0,2,0,70,7
2020,1.0,2020-03-21,Jordan,Ridley,Essendon,CHB,1,100,3,5,0,0,1,0,100,16
2020,1.0,2020-03-21,Lachie,Schultz,Fremantle,FPL,2,266,0,9,4,0,2,1,78,7
2020,1.0,2020-03-21,Brett,Bewley,Fremantle,WL,5,498,3,11,3,0,3,0,85,17
2020,1.0,2020-03-21,Brandon,Zerk-Thatcher,Essendon,BPR,1,124,2,6,2,0,1,0,92,11
2020,1.0,2020-03-21,Sam,Sturt,Fremantle,HFFL,7,199,1,9,0,0,2,0,90,9
2020,1.0,2020-03-21,Bryce,Gibbs,Adelaide,INT,1,61,1,1,0,0,1,0,86,6
2020,1.0,2020-03-21,Josh P.,Kennedy,Sydney,RR,5,256,3,16,4,4,11,0,80,20
2020,1.0,2020-03-21,Taylor,Walker,Adelaide,WR,3,130,0,6,2,0,2,0,43,3
2020,1.0,2020-03-21,Rory,Sloane,Adelaide,R,7,335,3,24,2,3,7,2,82,14
2020,1.0,2020-03-21,Tom,Lynch,Adelaide,HFFR,5,418,2,4,4,0,5,2,100,14
2020,1.0,2020-03-21,Brodie,Smith,Adelaide,HBFR,3,221,1,8,1,0,2,1,71,5
2020,1.0,2020-03-21,Luke,Parker,Sydney,C,5,357,2,14,5,5,6,0,73,22
2020,1.0,2020-03-21,Daniel,Talia,Adelaide,FB,1,278,7,4,3,0,6,0,62,8
2020,1.0,2020-03-21,Harry,Cunningham,Sydney,WL,3,264,1,8,3,0,2,1,75,9
2020,1.0,2020-03-21,Paul,Seedsman,Adelaide,WL,1,438,1,8,6,0,3,0,64,9
2020,1.0,2020-03-21,Luke,Brown,Adelaide,BPL,0,324,4,6,4,0,3,0,91,10
2020,1.0,2020-03-21,Dane,Rampe,Sydney,FB,1,116,3,6,2,0,1,0,90,9
2020,1.0,2020-03-21,Brad,Crouch,Adelaide,RR,2,279,4,11,6,2,9,1,60,12
2020,1.0,2020-03-21,Rory,Laird,Adelaide,BPR,2,293,10,6,6,0,7,0,79,15
2020,1.0,2020-03-21,Lewis,Taylor,Sydney,HFFR,2,169,0,11,1,0,1,1,67,6
2020,1.0,2020-03-21,Matt,Crouch,Adelaide,INT,4,209,1,12,1,0,2,0,72,13
2020,1.0,2020-03-21,Sam,Gray,Sydney,WR,3,170,1,7,4,0,5,1,44,7
2020,1.0,2020-03-21,Jake,Lloyd,Sydney,BPL,3,261,4,4,2,1,3,0,71,12
2020,1.0,2020-03-21,Sam,Naismith,Sydney,RK,5,241,2,10,2,2,4,0,64,7
2020,1.0,2020-03-21,Isaac,Heeney,Sydney,FF,5,300,5,13,5,0,10,2,63,10
2020,1.0,2020-03-21,Jake,Kelly,Adelaide,C,1,110,7,5,1,0,2,0,63,5
2020,1.0,2020-03-21,Rory,Atkins,Adelaide,HFFL,2,179,4,14,5,0,7,0,64,9
2020,1.0,2020-03-21,Wayne,Milera,Adelaide,HBFL,4,353,7,11,0,0,2,0,87,13
2020,1.0,2020-03-21,Callum,Mills,Sydney,HBFL,2,201,9,6,4,0,5,1,78,14
2020,1.0,2020-03-21,Tom,Papley,Sydney,R,5,154,0,6,4,0,4,3,60,9
2020,1.0,2020-03-21,Aliir,Aliir,Sydney,HBFR,3,162,4,5,4,2,4,0,73,8
2020,1.0,2020-03-21,Kaiden,Brand,Sydney,BPR,2,92,5,8,2,0,3,0,82,9
2020,1.0,2020-03-21,Reilly,O'Brien,Adelaide,RK,4,104,3,15,1,0,2,0,73,8
2020,1.0,2020-03-21,Oliver,Florent,Sydney,FPL,8,514,1,9,2,3,6,0,62,13
2020,1.0,2020-03-21,Will,Hayward,Sydney,HFFL,2,69,0,9,0,0,1,1,100,4
2020,1.0,2020-03-21,Jordan,Dawson,Sydney,FPR,3,256,4,9,0,0,4,0,78,14
2020,1.0,2020-03-21,Tyson,Stengle,Adelaide,FPR,1,112,1,10,1,0,4,1,64,7
2020,1.0,2020-03-21,Darcy,Fogarty,Adelaide,FF,3,144,0,4,3,0,1,0,100,8
2020,1.0,2020-03-21,Lachlan,Murphy,Adelaide,INT,4,211,2,17,4,0,5,2,60,6
2020,1.0,2020-03-21,Ben,Ronke,Sydney,INT,1,195,1,14,6,0,5,4,67,6
2020,1.0,2020-03-21,Tom,McCartin,Sydney,CHB,6,125,1,4,2,0,1,0,64,7
2020,1.0,2020-03-21,Colin,O'Riordan,Sydney,INT,2,147,6,7,2,0,4,0,60,9
2020,1.0,2020-03-21,Billy,Frampton,Adelaide,CHF,2,120,1,6,4,0,4,1,44,4
2020,1.0,2020-03-21,Chayce,Jones,Adelaide,INT,3,200,0,14,2,0,2,1,33,2
2020,1.0,2020-03-21,Nick,Blakey,Sydney,CHF,4,110,3,7,1,1,4,1,63,5
2020,1.0,2020-03-21,Justin,McInerney,Sydney,INT,5,90,4,9,3,0,5,0,87,13
2020,1.0,2020-03-21,James,Rowbottom,Sydney,INT,3,299,1,11,2,2,1,0,64,7
2020,1.0,2020-03-21,Ben,Davis,Adelaide,FPL,2,169,0,13,0,0,1,2,60,3
2020,1.0,2020-03-21,Fischer,McAsey,Adelaide,CHB,0,77,1,5,3,0,2,0,20,1
2020,1.0,2020-03-21,Gary,Ablett,Geelong,INT,8,493,5,9,6,1,8,1,54,13
2020,1.0,2020-03-21,Heath,Shaw,Greater Western Sydney,INT,1,202,4,10,4,0,1,0,55,6
2020,1.0,2020-03-21,Joel,Selwood,Geelong,RR,3,217,0,18,4,4,3,0,75,12
2020,1.0,2020-03-21,Tom,Hawkins,Geelong,FF,6,201,1,10,0,0,2,2,82,9
2020,1.0,2020-03-21,Harry,Taylor,Geelong,BPL,1,118,5,5,1,0,3,0,92,11
2020,1.0,2020-03-21,Patrick,Dangerfield,Geelong,C,3,318,3,5,3,5,5,0,69,11
2020,1.0,2020-03-21,Sam,Jacobs,Greater Western Sydney,RK,5,176,1,9,1,0,0,0,70,7
2020,1.0,2020-03-21,Matt,de Boer,Greater Western Sydney,HFFR,5,154,2,11,0,4,2,1,86,12
2020,1.0,2020-03-21,Mitch,Duncan,Geelong,INT,8,503,0,8,2,0,1,0,81,17
2020,1.0,2020-03-21,Phil,Davis,Greater Western Sydney,CHB,1,111,2,4,2,0,0,0,67,4
2020,1.0,2020-03-21,Gary,Rohan,Geelong,FPL,4,249,1,4,4,0,2,0,50,4
2020,1.0,2020-03-21,Cameron,Guthrie,Geelong,INT,3,66,3,11,1,0,4,0,91,10
2020,1.0,2020-03-21,Zach,Tuohy,Geelong,HBFR,5,459,3,7,5,0,2,0,63,10
2020,1.0,2020-03-21,Luke,Dahlhaus,Geelong,HFFL,5,94,3,8,5,0,6,0,88,14
2020,1.0,2020-03-21,Jeremy,Cameron,Greater Western Sydney,CHF,3,113,0,8,2,0,1,1,100,7
2020,1.0,2020-03-21,Stephen,Coniglio,Greater Western Sydney,C,4,284,0,9,0,4,4,0,74,14
2020,1.0,2020-03-21,Toby,Greene,Greater Western Sydney,HFFL,7,339,0,10,5,0,3,0,63,10
2020,1.0,2020-03-21,Adam,Kennedy,Greater Western Sydney,INT,0,10,0,3,0,0,0,0,100,1
2020,1.0,2020-03-21,Nick,Haynes,Greater Western Sydney,BPR,2,444,10,4,6,0,5,0,65,13
2020,1.0,2020-03-21,Lachie,Whitfield,Greater Western Sydney,WR,3,453,4,15,3,0,2,0,86,18
2020,1.0,2020-03-21,Mark,Blicavs,Geelong,FB,2,106,8,9,0,0,4,0,100,9
2020,1.0,2020-03-21,Aidan,Corr,Greater Western Sydney,BPL,0,170,2,5,1,0,1,0,89,8
2020,1.0,2020-03-21,Josh,Kelly,Greater Western Sydney,RR,3,268,6,29,3,0,5,0,83,15
2020,1.0,2020-03-21,Jacob,Hopper,Greater Western Sydney,R,5,308,2,14,3,3,6,0,73,16
2020,1.0,2020-03-21,Harry,Himmelberg,Greater Western Sydney,FPR,3,141,2,6,3,0,3,0,86,6
2020,1.0,2020-03-21,Sam,Menegola,Geelong,WL,4,196,1,10,4,0,1,2,75,9
2020,1.0,2020-03-21,Tom,Stewart,Geelong,CHB,1,371,6,7,4,0,6,0,89,16
2020,1.0,2020-03-21,Daniel,Lloyd,Greater Western Sydney,WL,5,357,1,12,6,0,2,2,69,9
2020,1.0,2020-03-21,Mark,O'Connor,Geelong,HBFL,4,198,3,10,0,0,2,0,100,12
2020,1.0,2020-03-21,Harry,Perryman,Greater Western Sydney,HBFL,5,378,2,14,2,1,3,1,85,17
2020,1.0,2020-03-21,Jeremy,Finlayson,Greater Western Sydney,FF,2,175,1,7,2,1,2,2,71,5
2020,1.0,2020-03-21,Zach,Guthrie,Geelong,WR,2,90,0,10,1,0,1,1,71,5
2020,1.0,2020-03-21,Zac,Langdon,Greater Western Sydney,INT,2,124,2,12,2,0,2,1,60,6
2020,1.0,2020-03-21,Esava,Ratugolea,Geelong,FPR,4,33,0,4,2,1,4,1,83,5
2020,1.0,2020-03-21,Jack,Henry,Geelong,BPR,3,133,4,9,1,0,4,0,91,10
2020,1.0,2020-03-21,Isaac,Cumming,Greater Western Sydney,HBFR,1,183,4,8,2,0,3,0,88,7
2020,1.0,2020-03-21,Sam,Taylor,Greater Western Sydney,FB,0,-2,3,5,0,0,2,0,100,4
2020,1.0,2020-03-21,Quinton,Narkle,Geelong,R,5,0,1,22,0,0,5,0,92,11
2020,1.0,2020-03-21,Brent,Daniels,Greater Western Sydney,FPL,4,206,0,14,2,2,4,1,78,7
2020,1.0,2020-03-21,Tom,Atkins,Geelong,HFFR,1,126,0,14,3,0,0,0,86,6
2020,1.0,2020-03-21,Jordan,Clark,Geelong,INT,4,117,2,8,2,0,1,0,62,8
2020,1.0,2020-03-21,Gryan,Miers,Geelong,CHF,3,98,0,18,0,0,1,2,100,8
2020,1.0,2020-03-21,Darcy,Fort,Geelong,RK,5,119,2,8,1,2,3,0,38,3
2020,1.0,2020-03-21,Tom,Green,Greater Western Sydney,INT,1,137,1,16,2,1,2,0,83,5
2020,1.0,2020-03-21,Robbie,Gray,Port Adelaide,FF,11,207,0,8,2,0,4,3,72,13
2020,1.0,2020-03-21,Justin,Westhoff,Port Adelaide,INT,5,209,0,10,5,0,1,1,67,8
2020,1.0,2020-03-21,Travis,Boak,Port Adelaide,RR,6,425,1,18,1,3,6,0,76,19
2020,1.0,2020-03-21,Brad,Ebert,Port Adelaide,HFFR,9,171,2,13,5,0,6,0,60,12
2020,1.0,2020-03-21,Hamish,Hartlett,Port Adelaide,INT,3,142,4,7,0,0,0,0,90,9
2020,1.0,2020-03-21,Tom,Rockliff,Port Adelaide,INT,5,447,1,16,3,3,4,0,69,18
2020,1.0,2020-03-21,Steven,Motlop,Port Adelaide,CHF,6,275,1,14,5,0,6,0,60,9
2020,1.0,2020-03-21,Trent,McKenzie,Port Adelaide,FB,3,202,6,9,4,0,2,0,73,11
2020,1.0,2020-03-21,David,Swallow,Gold Coast,FPL,4,254,0,14,1,0,4,0,65,11
2020,1.0,2020-03-21,Sam,Day,Gold Coast,CHF,2,25,2,6,2,0,4,0,43,3
2020,1.0,2020-03-21,Scott,Lycett,Port Adelaide,RK,5,95,0,4,4,0,2,0,50,5
2020,1.0,2020-03-21,Tom,Jonas,Port Adelaide,HBFL,2,13,4,12,2,0,3,1,50,4
2020,1.0,2020-03-21,Brandon,Ellis,Gold Coast,WL,2,341,5,15,6,0,6,0,62,13
2020,1.0,2020-03-21,Jarrod,Witts,Gold Coast,RK,0,20,1,5,1,1,2,0,60,3
2020,1.0,2020-03-21,Sean,Lemmens,Gold Coast,INT,1,196,0,7,1,0,1,0,67,6
2020,1.0,2020-03-21,Tom,Clurey,Port Adelaide,BPL,2,176,5,2,1,0,1,0,83,10
2020,1.0,2020-03-21,Nick,Holman,Gold Coast,FPR,1,17,2,9,0,0,5,0,75,6
2020,1.0,2020-03-21,Touk,Miller,Gold Coast,RR,3,283,4,21,2,0,4,0,77,17
2020,1.0,2020-03-21,Karl,Amon,Port Adelaide,WR,7,468,3,16,3,0,4,0,71,15
2020,1.0,2020-03-21,Lachie,Weller,Gold Coast,R,1,294,1,8,7,1,1,1,65,11
2020,1.0,2020-03-21,Darcy,Byrne-Jones,Port Adelaide,CHB,5,504,10,13,4,0,7,0,80,20
2020,1.0,2020-03-21,Darcy,Macpherson,Gold Coast,HFFL,1,172,1,13,2,0,2,0,67,8
2020,1.0,2020-03-21,Sam,Collins,Gold Coast,CHB,0,254,12,8,2,0,4,0,80,12
2020,1.0,2020-03-21,Jesse,Joyce,Gold Coast,INT,0,256,6,8,1,0,5,0,79,11
2020,1.0,2020-03-21,Ryan,Burton,Port Adelaide,BPR,5,248,7,6,0,1,6,0,94,17
2020,1.0,2020-03-21,Brayden,Fiorini,Gold Coast,HBFR,0,384,1,8,7,0,1,0,58,11
2020,1.0,2020-03-21,Dan,Houston,Port Adelaide,C,3,48,1,24,2,2,5,2,74,14
2020,1.0,2020-03-21,Sam,Powell-Pepper,Port Adelaide,HFFL,5,342,2,10,4,1,9,0,80,16
2020,1.0,2020-03-21,Ben,Ainsworth,Gold Coast,HFFR,3,387,2,13,7,0,1,0,67,10
2020,1.0,2020-03-21,Jack,Bowes,Gold Coast,HBFL,0,284,8,17,5,0,8,0,78,14
2020,1.0,2020-03-21,Hugh,Greenwood,Gold Coast,C,5,206,2,14,2,2,11,1,78,14
2020,1.0,2020-03-21,Will,Brodie,Gold Coast,INT,1,86,1,15,4,1,2,0,71,10
2020,1.0,2020-03-21,Todd,Marshall,Port Adelaide,FPR,5,238,2,9,3,0,4,2,50,5
2020,1.0,2020-03-21,Jarrod,Lienert,Port Adelaide,HBFR,3,294,2,14,1,0,2,0,82,9
2020,1.0,2020-03-21,Zak,Butters,Port Adelaide,INT,5,102,1,12,1,0,1,0,83,10
2020,1.0,2020-03-21,Xavier,Duursma,Port Adelaide,WL,4,236,5,7,2,0,7,0,78,14
2020,1.0,2020-03-21,Connor,Rozee,Port Adelaide,R,8,380,5,14,5,2,7,0,81,17
2020,1.0,2020-03-21,Jack,Lukosius,Gold Coast,BPR,1,402,3,15,3,0,1,0,79,11
