player,player_id,team,opponent,round,kicks,marks,handballs,disp,goals,behinds,hit_outs,tackles,rebounds,inside_50,clearances,clangers,frees_for,frees_against,brownlow,contested_possessions,uncontested_possessions,contested_marks,marks_inside_50,one_percenters,bounces,goal_assists,pct_time_played,year,game_id,game_type,day,home_team,away_team,venue,home_goals,home_behinds,home_total,away_goals,away_behinds,away_total,date,home_team_code,away_team_code,margin,past_votes,disposals,disposals_per_time,goals_x_clearances,contested_possessions_x_tackles,clangers_x_frees_against,marks_inside_50_x_contested_marks,goal_assists_x_inside_50,clearance_efficiency,tackles_clangers_ratio,score_involvement,margin_x_past_votes,rebounds_x_one_percenters,vote_probability,adjusted_round
EDWARD ALLAN,13146,CW,BL,5,4,1,10,14,0,0,0,4,1,0,1,4,0,2,0,3,11,0,0,2,0,0,70,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,14,0.2,0,12,8,0,0,0.3333333333333333,1.0,0,-0.0,2,0.022505643,4
DARCY CAMERON,12660,CW,BL,5,4,2,5,9,0,0,19,1,1,2,3,2,2,1,0,6,4,1,0,1,0,1,77,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,9,0.11688311688311688,0,6,2,0,2,0.5,0.5,1,-0.0,1,0.022451427,4
JACK CRISP,12061,CW,BL,5,9,5,6,15,0,0,0,7,2,3,0,4,0,0,0,2,12,0,0,1,0,0,75,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,3,15,0.2,0,14,0,0,0,0.0,1.75,0,-1.361344537815126,2,0.024546916,4
JOSH DAICOS,12573,CW,BL,5,19,2,6,25,0,0,0,2,5,8,2,3,1,2,0,5,17,0,0,0,1,0,75,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,12,25,0.3333333333333333,0,10,6,0,0,0.4,0.6666666666666666,0,-5.445378151260504,0,0.068112634,4
JORDAN DE GOEY,12318,CW,BL,5,10,5,5,15,1,0,0,3,2,3,1,3,0,1,0,2,14,0,1,3,0,1,86,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,1,15,0.1744186046511628,1,6,3,0,3,0.5,1.0,2,-0.453781512605042,6,0.029608982,4
JAMIE ELLIOTT,12083,CW,BL,5,5,5,5,10,1,0,0,1,0,1,0,2,2,1,0,2,8,0,0,0,0,0,82,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,9,10,0.12195121951219512,0,2,2,0,0,0.0,0.5,1,-4.084033613445378,0,0.022419283,4
BILLY FRAMPTON,12676,CW,BL,5,5,3,1,6,0,0,0,4,4,1,0,1,1,1,0,4,2,1,0,15,0,0,100,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,6,0.06,0,16,1,0,0,0.0,4.0,0,-0.0,60,0.074635796,4
WILL HAYES,13228,CW,BL,5,2,3,3,5,0,0,0,0,0,2,0,1,0,0,0,1,4,0,0,1,0,1,59,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,5,0.0847457627118644,0,0,0,0,2,0.0,0.0,1,-0.0,0,0.022254003,4
DAN HOUSTON,12495,CW,BL,5,18,6,14,32,0,0,0,2,12,1,4,6,1,1,0,10,10,0,0,0,0,0,81,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,3,32,0.3950617283950617,0,20,6,0,0,0.4,0.3333333333333333,0,-1.361344537815126,0,0.21964578,4
JEREMY HOWE,11967,CW,BL,5,9,4,4,13,0,0,0,1,2,1,0,1,2,0,0,4,8,1,0,6,0,1,91,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,2,13,0.14285714285714285,0,4,0,0,1,0.0,1.0,1,-0.907563025210084,12,0.02569081,4
PATRICK LIPINSKI,12578,CW,BL,5,5,2,7,12,0,1,0,2,1,1,1,2,0,2,0,1,10,0,0,1,0,0,80,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,12,0.15,0,2,4,0,0,1.0,1.0,0,-0.0,1,0.023314841,4
NED LONG,13023,CW,BL,5,4,2,18,22,0,1,0,3,1,3,3,3,0,0,0,6,16,0,0,1,0,1,77,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,22,0.2857142857142857,0,18,0,0,3,0.5,1.0,1,-0.0,1,0.041006096,4
BRAYDEN MAYNARD,12371,CW,BL,5,16,4,8,24,0,0,0,1,5,2,1,2,0,0,0,7,17,0,0,5,0,0,85,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,24,0.2823529411764706,0,7,0,0,0,0.14285714285714285,0.5,0,-0.0,25,0.040692378,4
BEAU MCCREERY,12876,CW,BL,5,4,1,8,12,0,0,0,4,0,3,1,3,1,2,0,7,5,0,0,1,1,1,70,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,12,0.17142857142857143,0,28,6,0,3,0.14285714285714285,1.3333333333333333,1,-0.0,0,0.023383856,4
DANIEL MCSTAY,12291,CW,BL,5,7,4,1,8,4,1,1,1,0,1,1,4,2,2,0,5,2,3,3,0,0,0,88,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,1,8,0.09090909090909091,4,5,8,9,0,0.2,0.25,4,-0.453781512605042,0,0.06266534,4
TIM MEMBREY,12300,CW,BL,5,4,4,5,9,1,0,0,1,0,1,0,1,0,0,0,3,6,1,1,2,0,0,83,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,9,0.10843373493975904,0,3,0,1,0,0.0,1.0,1,-0.0,0,0.022254003,4
HARRY PERRYMAN,12536,CW,BL,5,6,1,6,12,0,0,0,4,3,1,0,3,1,0,0,5,8,0,0,1,1,0,81,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,12,0.14814814814814814,0,20,0,0,0,0.0,1.3333333333333333,0,-0.0,3,0.02224511,4
ISAAC QUAYNOR,12740,CW,BL,5,7,1,5,12,0,0,0,2,3,0,1,4,1,1,0,0,11,0,0,7,1,0,84,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,12,0.14285714285714285,0,0,4,0,0,1.0,0.5,0,-0.0,21,0.02626728,4
LACHIE SCHULTZ,12700,CW,BL,5,6,2,4,10,1,0,0,3,0,2,0,2,1,0,0,6,4,0,0,0,0,0,82,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,3,10,0.12195121951219512,0,18,0,0,0,0.0,1.5,1,-1.361344537815126,0,0.022452112,4
STEELE SIDEBOTTOM,11751,CW,BL,5,4,3,7,11,0,0,0,0,1,1,2,4,0,0,0,4,7,0,0,0,2,0,77,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,11,11,0.14285714285714285,0,0,0,0,0,0.5,0.0,0,-4.991596638655462,0,0.022190925,4
ROAN STEELE,13248,CW,BL,5,6,5,7,13,1,0,0,0,1,2,0,0,0,0,0,2,11,0,0,1,0,0,73,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,13,0.1780821917808219,0,0,0,0,0,0.0,0.0,1,-0.0,1,0.022471279,4
OSCAR STEENE,13298,CW,BL,5,3,5,7,10,0,0,9,0,0,1,3,1,2,1,0,5,5,0,0,0,0,0,53,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,10,0.18867924528301888,0,0,1,0,0,0.6,0.0,0,-0.0,0,0.023278093,4
LACHLAN SULLIVAN,13133,CW,BL,5,5,1,6,11,1,1,0,0,1,5,0,2,0,0,0,2,9,0,0,1,0,2,73,2026,16867,HA,Thursday,BRISBANE LIONS,COLLINGWOOD,Gabba,17,17,119,10,5,65,2026-04-02,BL,CW,-0.453781512605042,0,11,0.1506849315068493,0,0,0,0,10,0.0,0.0,3,-0.0,1,0.023929374,4
ZAC BANCH,13256,NM,CA,5,5,2,5,10,0,2,0,3,0,4,1,2,2,0,0,4,6,0,0,1,0,0,58,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,10,0.1724137931034483,0,12,0,0,0,0.25,1.5,0,0.0,0,0.023718437,4
TOM BLAMIRES,13287,NM,CA,5,11,4,4,15,0,1,0,0,3,2,0,3,1,0,0,5,11,0,0,0,1,1,80,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,15,0.1875,0,0,0,0,2,0.0,0.0,1,0.0,0,0.043442022,4
CALLUM COLEMAN-JONES,12730,NM,CA,5,4,1,6,10,0,0,6,0,0,0,4,3,1,2,0,6,3,0,1,3,0,0,58,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,10,0.1724137931034483,0,0,6,0,0,0.6666666666666666,0.0,0,0.0,0,0.030782484,4
CHARLIE COMBEN,12938,NM,CA,5,4,3,5,9,0,0,0,3,3,1,0,3,2,1,0,4,5,0,0,12,0,0,96,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,1,9,0.09375,0,12,3,0,0,0.0,1.0,0,0.10416666666666667,36,0.06464309,4
AIDAN CORR,12181,NM,CA,5,5,5,3,8,0,0,0,3,3,0,0,3,0,1,0,0,8,0,0,2,0,0,61,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,8,0.13114754098360656,0,0,3,0,0,0.0,1.0,0,0.0,6,0.022465613,4
PAUL CURTIS,12975,NM,CA,5,8,3,2,10,2,1,0,2,0,3,0,4,2,2,0,2,5,1,2,2,0,1,81,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,10,0.12345679012345678,0,4,8,2,3,0.0,0.5,3,0.0,0,0.036154747,4
CALEB DANIEL,12373,NM,CA,5,16,10,11,27,0,0,0,4,7,2,2,2,2,1,0,8,18,0,0,2,1,0,91,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,27,0.2967032967032967,0,32,2,0,0,0.25,2.0,0,0.0,14,0.5209442,4
JACK DARLING,11905,NM,CA,5,5,1,5,10,1,0,5,6,2,2,2,1,0,0,0,9,1,1,1,3,0,0,56,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,10,0.17857142857142858,2,54,0,1,0,0.2222222222222222,6.0,1,0.0,6,0.033469368,4
LUKE DAVIES-UNIACKE,12590,NM,CA,5,9,2,13,22,0,0,0,6,1,3,9,3,3,2,0,16,7,0,0,0,4,0,80,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,11,22,0.275,0,96,6,0,0,0.5625,2.0,0,1.1458333333333335,0,0.48423845,4
ZANE DUURSMA,13106,NM,CA,5,7,4,2,9,3,2,0,1,0,1,0,2,0,0,0,5,4,2,3,0,0,0,63,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,9,0.14285714285714285,0,5,0,6,0,0.0,0.5,3,0.0,0,0.048295356,4
NICK LARKEY,12563,NM,CA,5,5,3,6,11,2,0,0,0,0,1,0,0,1,0,0,5,5,0,0,1,0,2,96,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,1,11,0.11458333333333333,0,0,0,0,2,0.0,0.0,4,0.10416666666666667,0,0.026722468,4
LUKE MCDONALD,12246,NM,CA,5,14,7,4,18,0,0,0,3,1,3,0,3,1,2,0,1,17,0,0,2,1,0,84,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,18,0.21428571428571427,0,3,6,0,0,0.0,1.0,0,0.0,2,0.058225878,4
COLBY MCKERCHER,13107,NM,CA,5,18,3,6,24,0,0,0,2,2,2,0,1,1,0,0,6,14,0,0,0,4,0,91,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,3,24,0.26373626373626374,0,12,0,0,0,0.0,2.0,0,0.3125,0,0.28585243,4
FINN OSULLIVAN,13187,NM,CA,5,15,4,6,21,0,0,0,3,3,9,1,6,1,2,0,4,18,0,0,1,0,1,78,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,21,0.2692307692307692,0,12,12,0,9,0.25,0.5,1,0.0,3,0.10229744,4
LUKE PARKER,11953,NM,CA,5,12,4,8,20,0,0,0,3,4,1,1,2,1,0,0,6,11,1,0,2,0,1,88,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,20,0.22727272727272727,0,18,0,0,1,0.16666666666666666,1.5,1,0.0,8,0.073820956,4
TOBY PINK,13108,NM,CA,5,2,2,5,7,0,0,0,2,1,0,0,3,1,2,0,4,5,0,0,4,0,0,90,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,7,0.07777777777777778,0,8,6,0,0,0.0,0.6666666666666666,0,0.0,4,0.023443801,4
TOM POWELL,12866,NM,CA,5,13,5,5,18,0,2,0,4,1,2,1,7,1,3,0,6,13,0,1,1,0,1,73,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,5,18,0.2465753424657534,0,24,21,0,2,0.16666666666666666,0.5714285714285714,1,0.5208333333333334,1,0.07721612,4
HARRY SHEEZEL,13034,NM,CA,5,10,5,14,24,1,0,0,2,1,4,6,3,0,2,0,7,17,0,0,0,0,1,79,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,10,24,0.3037974683544304,6,14,6,0,4,0.8571428571428571,0.6666666666666666,2,1.0416666666666667,0,0.45048097,4
JY SIMPKIN,12502,NM,CA,5,10,2,7,17,1,0,0,1,1,4,3,1,1,0,0,7,10,0,0,2,0,1,76,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,6,17,0.2236842105263158,3,7,0,0,4,0.42857142857142855,1.0,2,0.625,2,0.07145076,4
DYLAN STEPHENS,12796,NM,CA,5,18,8,8,26,0,0,0,2,2,6,0,3,1,1,0,5,19,0,0,0,3,0,89,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,26,0.29213483146067415,0,10,3,0,0,0.0,0.6666666666666666,0,0.0,0,0.47002807,4
COOPER TREMBATH,13263,NM,CA,5,7,6,4,11,3,0,11,4,0,1,0,0,1,0,0,2,9,0,3,0,0,1,90,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,11,0.12222222222222222,0,8,0,0,1,0.0,4.0,4,0.0,0,0.23127788,4
GEORGE WARDLAW,13064,NM,CA,5,6,2,10,16,0,0,0,11,0,2,1,2,2,1,0,8,8,0,0,1,0,0,64,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,0,16,0.25,0,88,2,0,0,0.125,5.5,0,0.0,0,0.03982017,4
CAMERON ZURHAAR,12557,NM,CA,5,7,4,2,9,1,1,0,1,0,3,0,3,0,1,0,5,5,2,3,2,0,0,79,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,0.10416666666666667,1,9,0.11392405063291139,0,5,3,6,0,0.0,0.3333333333333333,1,0.10416666666666667,0,0.032139443,4
BEN AINSWORTH,12498,CA,NM,5,11,8,10,21,0,1,0,2,1,2,1,4,0,0,0,2,19,0,1,0,0,0,82,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,21,0.25609756097560976,0,4,0,0,0,0.5,0.5,0,-0.0,0,0.048944086,4
JORDAN BOYD,12965,CA,NM,5,14,7,2,16,0,0,0,5,6,1,0,1,0,0,0,1,9,0,0,1,2,0,76,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,16,0.21052631578947367,0,5,0,0,0,0.0,5.0,0,-0.0,6,0.03449981,4
TALOR BYRNE,13297,CA,NM,5,2,3,3,5,0,0,0,4,0,1,0,1,0,1,0,1,4,0,0,0,0,0,62,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,5,0.08064516129032258,0,4,1,0,0,0.0,4.0,0,-0.0,0,0.022247411,4
MATT CARROLL,13212,CA,NM,5,11,6,4,15,0,0,0,0,5,1,1,1,0,1,0,6,10,1,0,2,1,0,75,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,15,0.2,0,0,1,0,0,0.16666666666666666,0.0,0,-0.0,10,0.031091006,4
ADAM CERRA,12603,CA,NM,5,11,3,8,19,0,0,0,5,0,5,6,4,1,0,0,10,9,0,0,1,1,0,70,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,5,19,0.2714285714285714,0,50,0,0,0,0.6,1.25,0,-0.5208333333333334,0,0.17152648,4
LACHLAN COWAN,13028,CA,NM,5,9,4,4,13,0,0,0,2,3,1,0,3,0,2,0,4,9,2,0,3,0,1,76,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,13,0.17105263157894737,0,8,6,0,1,0.0,0.6666666666666666,1,-0.0,9,0.025155876,4
PATRICK CRIPPS,12261,CA,NM,5,11,4,10,21,0,0,1,4,2,3,7,3,3,2,0,14,10,0,0,2,0,0,82,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,19,21,0.25609756097560976,0,56,6,0,0,0.5,1.3333333333333333,0,-1.9791666666666667,4,0.3897874,4
WADE DERKSEN,13303,CA,NM,5,8,4,3,11,0,0,0,1,0,1,1,2,0,0,0,3,8,0,0,8,0,0,83,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,11,0.13253012048192772,0,3,0,0,0,0.3333333333333333,0.5,0,-0.0,0,0.024563001,4
FRANCIS EVANS,12873,CA,NM,5,11,2,6,17,0,1,0,3,1,4,1,5,1,2,0,3,14,0,0,1,0,0,79,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,17,0.21518987341772153,0,9,10,0,0,0.3333333333333333,0.6,0,-0.0,1,0.03301202,4
OLIVER FLORENT,12497,CA,NM,5,14,9,6,20,0,0,0,0,5,3,1,4,1,1,0,4,15,0,0,0,0,0,86,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,20,0.23255813953488372,0,0,4,0,0,0.25,0.0,0,-0.0,0,0.053503875,4
WILL HAYWARD,12509,CA,NM,5,4,2,2,6,0,0,0,2,0,2,0,3,0,2,0,1,5,0,0,0,0,0,75,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,3,6,0.08,0,2,6,0,0,0.0,0.6666666666666666,0,-0.3125,0,0.022479905,4
GEORGE HEWETT,12411,CA,NM,5,10,6,12,22,0,0,0,7,1,3,3,3,2,3,0,10,13,0,0,0,0,1,77,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,10,22,0.2857142857142857,0,70,9,0,3,0.3,2.3333333333333335,1,-1.0416666666666667,0,0.15937221,4
ELIJAH HOLLANDS,13016,CA,NM,5,13,8,5,18,1,0,0,1,2,3,0,4,0,2,0,3,15,1,0,0,0,0,84,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,18,0.21428571428571427,0,3,8,0,0,0.0,0.25,1,-0.0,0,0.042430535,4
OLIVER HOLLANDS,13029,CA,NM,5,16,10,5,21,0,0,0,5,5,1,1,2,1,1,0,5,15,0,0,0,1,0,89,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,21,0.23595505617977527,0,25,2,0,0,0.2,2.5,0,-0.0,0,0.061621033,4
BRODIE KEMP,12937,CA,NM,5,8,4,3,11,3,3,0,2,0,1,1,0,1,0,0,2,7,0,1,0,0,0,75,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,1,11,0.14666666666666667,3,4,0,0,0,0.5,2.0,3,-0.10416666666666667,0,0.03918577,4
MITCH MCGOVERN,12404,CA,NM,5,6,2,2,8,2,0,0,6,0,2,0,2,4,1,0,5,3,0,1,0,0,1,77,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,8,0.1038961038961039,0,30,2,0,2,0.0,3.0,3,-0.0,0,0.027779121,4
HARRY MCKAY,12566,CA,NM,5,10,6,2,12,2,2,0,1,2,3,0,0,1,0,0,5,7,1,3,1,0,0,95,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,10,12,0.12631578947368421,0,5,0,3,0,0.0,1.0,2,-1.0416666666666667,2,0.0400655,4
NIC NEWMAN,12508,CA,NM,5,17,9,2,19,1,0,0,1,3,2,0,0,0,0,0,1,14,1,1,2,0,0,78,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,2,19,0.24358974358974358,0,1,0,1,0,0.0,1.0,1,-0.20833333333333334,6,0.05663589,4
MARC PITTONET,12417,CA,NM,5,5,1,6,11,2,0,39,1,1,0,4,3,3,1,0,11,1,1,0,2,0,0,76,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,11,0.14473684210526316,8,11,3,0,0,0.36363636363636365,0.3333333333333333,2,-0.0,2,0.10179562,4
JAGGA SMITH,13274,CA,NM,5,7,3,10,17,1,0,0,1,1,2,3,4,3,2,0,10,11,1,0,1,0,0,81,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,17,0.20987654320987653,3,10,8,0,0,0.3,0.25,1,-0.0,1,0.059198905,4
SAM WALSH,12684,CA,NM,5,10,3,9,19,1,0,0,5,1,5,4,2,1,2,0,9,9,0,0,1,1,0,77,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,6,19,0.24675324675324675,4,45,4,0,0,0.4444444444444444,2.5,1,-0.625,1,0.082073405,4
JACOB WEITERING,12402,CA,NM,5,7,7,3,10,0,0,0,0,3,0,0,3,0,1,0,2,8,0,0,7,0,0,67,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,1,10,0.14925373134328357,0,0,3,0,0,0.0,0.0,0,-0.10416666666666667,21,0.023704931,4
LEWIS YOUNG,12559,CA,NM,5,4,3,3,7,0,0,1,1,0,2,1,2,1,1,0,3,5,0,0,6,0,0,78,2026,16868,HA,Friday,NORTH MELBOURNE,CARLTON,Docklands,14,12,96,13,8,86,2026-04-03,NM,CA,-0.10416666666666667,0,7,0.08974358974358974,0,3,2,0,0,0.3333333333333333,0.5,0,-0.0,0,0.022210624,4
SAM BERRY,12849,AD,FR,5,6,0,15,21,1,0,0,5,3,1,4,3,0,0,0,10,11,0,0,0,0,0,67,2026,16869,HA,Friday,ADELAIDE,FREMANTLE,Adelaide Oval,11,10,76,11,12,78,2026-04-03,AD,FR,-0.02564102564102564,1,21,0.31343283582089554,4,50,0,0,0,0.4,1.6666666666666667,1,-0.02564102564102564,0,0.07066349,4
HUGH BOND,13165,AD,FR,5,5,2,2,7,0,1,0,2,1,0,1,2,0,0,0,2,5,0,1,0,0,0,87,2026,16869,HA,Friday,ADELAIDE,FREMANTLE,Adelaide Oval,11,10,76,11,12,78,2026-04-03,AD,FR,-0.02564102564102564,0,7,0.08045977011494253,0,4,0,0,0,0.5,1.0,0,-0.0,0,0.022714693,4
